case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
LoraWAN 1 gateways,0.7,1493,5,199,200000,43,1500,471.351,1155,0,2,1498,12,0,0,0,11.3083
Multihop 1 gateways,0.8,2802,390,199,200000,43,4384,242.273,1155,297,0,3193,12,23,872,0.947787,10.1098
LoraWAN 1 gateways,0.8,1536,14,199,200000,43,1553,471.275,1155,0,2,1551,12,1,0,0,11.4108
Multihop 1 gateways,0.9,3042,265,199,200000,43,4734,242.273,1155,361,0,3309,12,26,1040,0.903178,10.3612
LoraWAN 1 gateways,0.9,1594,10,199,200000,43,1606,470.649,1155,0,2,1604,12,0,0,0,11.4009
Multihop 1 gateways,1,2959,584,199,200000,43,5109,242.273,1155,418,0,3544,12,35,1113,0.892727,10.4676
LoraWAN 1 gateways,1,1646,14,199,200000,43,1664,471.6,1155,0,2,1662,12,2,0,0,11.4742
Multihop 1 gateways,0.1,669,34,199,200000,43,756,218.6,1155,11,0,703,12,1,41,0.991653,1.87137
LoraWAN 1 gateways,0.1,525,1,199,200000,43,531,447.161,1155,0,2,529,12,3,0,0,2.04701
Multihop 1 gateways,0.2,1192,61,199,200000,43,1444,218.6,1155,61,0,1253,12,7,123,0.964769,2.08397
LoraWAN 1 gateways,0.2,835,5,199,200000,43,844,447.024,1155,0,2,842,12,2,0,0,2.22059
Multihop 1 gateways,0.3,1604,141,199,200000,43,2063,218.6,1155,84,0,1746,12,7,227,0.985297,2.25844
LoraWAN 1 gateways,0.3,1038,7,199,200000,43,1049,446.838,1155,0,2,1047,12,2,0,0,2.31481
Multihop 1 gateways,0.4,1840,228,199,200000,43,2630,218.6,1155,132,0,2069,12,31,399,0.958935,2.39602
LoraWAN 1 gateways,0.4,1183,7,199,200000,43,1192,446.216,1155,0,2,1190,12,0,0,0,2.37638
Multihop 1 gateways,0.5,2182,263,199,200000,43,3143,218.6,1155,165,0,2445,12,28,505,0.949406,2.52543
LoraWAN 1 gateways,0.5,1289,6,199,200000,43,1298,446.369,1155,0,2,1295,12,1,0,0,2.40089
Multihop 1 gateways,0.6,2217,517,199,200000,43,3601,218.6,1155,186,0,2735,12,29,652,0.960137,2.64656
LoraWAN 1 gateways,0.6,1360,4,199,200000,43,1369,445.483,1155,0,2,1367,12,3,0,0,2.42701
Multihop 1 gateways,0.7,2617,274,199,200000,43,3971,218.6,1155,250,0,2893,12,36,794,0.955694,2.72857
LoraWAN 1 gateways,0.7,1439,13,199,200000,43,1455,445.046,1155,0,2,1453,12,1,0,0,2.4564
Multihop 1 gateways,0.8,2734,351,199,200000,43,4398,218.6,1155,364,0,3086,12,24,925,0.949247,2.80652
LoraWAN 1 gateways,0.8,1516,8,199,200000,43,1527,445.283,1155,0,2,1525,12,1,0,0,2.46907
Multihop 1 gateways,0.9,2786,492,199,200000,43,4754,218.6,1155,384,0,3278,12,37,1055,0.894714,2.88262
LoraWAN 1 gateways,0.9,1549,19,199,200000,43,1571,444.45,1155,0,2,1569,12,1,0,0,2.47621
Multihop 1 gateways,1,2960,508,199,200000,43,5079,218.6,1155,383,0,3469,12,39,1189,0.934829,2.95738
LoraWAN 1 gateways,1,1612,7,199,200000,43,1624,445.117,1155,0,2,1622,12,3,0,0,2.50249
