case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
LoraWAN 1 gateways,0.9,3795,162,140,1000000,215,14415,174570,1155,0,10458,3957,7,0,0,0
LoraWAN 2 gateways,0.9,8826,266,140,1000000,215,14415,405996,1155,0,14415,9093,7,-9092,0,0
LoraWAN 3 gateways,0.9,13080,367,140,1000000,215,14415,601680,1155,0,14415,13403,7,-13447,0,0
Multihop 1 gateways,1,11915,3666,140,1000000,215,16738,1244026,1155,383,0,15581,7,41,733,0.981207
LoraWAN 1 gateways,1,4003,143,140,1000000,215,15209,184138,1155,0,11063,4146,7,0,0,0
LoraWAN 2 gateways,1,9203,369,140,1000000,215,15209,423338,1155,0,15209,9572,7,-9572,0,0
LoraWAN 3 gateways,1,13737,421,140,1000000,215,15209,631902,1155,0,15209,14121,7,-14158,0,0
Multihop 1 gateways,0.1,2617,56,140,1000000,215,2708,299260,1155,14,0,2673,7,2,19,0.999872
LoraWAN 1 gateways,0.1,741,6,140,1000000,215,2704,34086,1155,0,1957,747,7,0,0,0
LoraWAN 2 gateways,0.1,1500,13,140,1000000,215,2704,69000,1155,0,2704,1514,7,-1513,0,0
LoraWAN 3 gateways,0.1,2482,19,140,1000000,215,2704,114172,1155,0,2704,2500,7,-2501,0,0
Multihop 1 gateways,0.2,4740,210,140,1000000,215,5070,540445,1155,51,0,4950,7,0,69,0.999418
LoraWAN 1 gateways,0.2,1417,12,140,1000000,215,5039,65182,1155,0,3610,1429,7,0,0,0
LoraWAN 2 gateways,0.2,2723,26,140,1000000,215,5039,125258,1155,0,5039,2749,7,-2749,0,0
LoraWAN 3 gateways,0.2,4575,76,140,1000000,215,5039,210450,1155,0,5039,4634,7,-4651,0,0
Multihop 1 gateways,0.3,6483,411,140,1000000,215,7091,740683,1155,68,0,6894,7,6,123,0.999313
LoraWAN 1 gateways,0.3,2012,22,140,1000000,215,6968,92552,1155,0,4934,2034,7,0,0,0
LoraWAN 2 gateways,0.3,3816,46,140,1000000,215,6968,175536,1155,0,6968,3862,7,-3862,0,0
LoraWAN 3 gateways,0.3,6335,125,140,1000000,215,6968,291410,1155,0,6968,6434,7,-6460,0,0
Multihop 1 gateways,0.4,7969,663,140,1000000,215,8954,906297,1155,100,0,8632,7,6,216,0.997509
LoraWAN 1 gateways,0.4,2440,58,140,1000000,215,8691,112240,1155,0,6193,2498,7,0,0,0
LoraWAN 2 gateways,0.4,4641,65,140,1000000,215,8691,213486,1155,0,8691,4708,7,-4706,0,0
LoraWAN 3 gateways,0.4,7810,236,140,1000000,215,8691,359260,1155,0,8691,8007,7,-8046,0,0
Multihop 1 gateways,0.5,9348,805,140,1000000,215,10583,1047449,1155,138,0,10153,7,19,273,0.996929
LoraWAN 1 gateways,0.5,2798,71,140,1000000,215,10126,128708,1155,0,7257,2869,7,0,0,0
LoraWAN 2 gateways,0.5,5508,96,140,1000000,215,10126,253368,1155,0,10126,5604,7,-5604,0,0
LoraWAN 3 gateways,0.5,9106,280,140,1000000,215,10126,418876,1155,0,10126,9325,7,-9386,0,0
Multihop 1 gateways,0.6,10158,1263,140,1000000,215,12006,1125554,1155,184,0,11423,7,15,386,0.992505
LoraWAN 1 gateways,0.6,3141,81,140,1000000,215,11372,144486,1155,0,8150,3222,7,0,0,0
LoraWAN 2 gateways,0.6,6126,121,140,1000000,215,11372,281796,1155,0,11372,6247,7,-6247,0,0
LoraWAN 3 gateways,0.6,10190,359,140,1000000,215,11372,468740,1155,0,11372,10486,7,-10549,0,0
Multihop 1 gateways,0.7,11230,1399,140,1000000,215,13328,1257691,1155,245,0,12629,7,9,445,0.996392
LoraWAN 1 gateways,0.7,3427,150,140,1000000,215,12468,157642,1155,0,8891,3577,7,0,0,0
LoraWAN 2 gateways,0.7,6720,140,140,1000000,215,12468,309120,1155,0,12468,6860,7,-6860,0,0
LoraWAN 3 gateways,0.7,11154,409,140,1000000,215,12468,513084,1155,0,12468,11484,7,-11563,0,0
Multihop 1 gateways,0.8,12144,1665,140,1000000,215,14620,1346642,1155,284,0,13809,7,14,513,0.994677
LoraWAN 1 gateways,0.8,3696,128,140,1000000,215,13493,170016,1155,0,9669,3824,7,0,0,0
LoraWAN 2 gateways,0.8,7224,193,140,1000000,215,13493,332304,1155,0,13493,7417,7,-7417,0,0
LoraWAN 3 gateways,0.8,12098,454,140,1000000,215,13493,556508,1155,0,13493,12462,7,-12552,0,0
Multihop 1 gateways,0.9,12995,1825,140,1000000,215,15794,1433476,1155,312,0,14820,7,21,641,0.997131
LoraWAN 1 gateways,0.9,4004,136,140,1000000,215,14415,184184,1155,0,10275,4140,7,0,0,0
LoraWAN 2 gateways,0.9,7696,256,140,1000000,215,14415,354016,1155,0,14415,7952,7,-7952,0,0
LoraWAN 3 gateways,0.9,12831,581,140,1000000,215,14415,590226,1155,0,14415,13276,7,-13412,0,0
Multihop 1 gateways,1,13864,1872,140,1000000,215,16836,1515871,1155,380,0,15736,7,14,706,0.988349
LoraWAN 1 gateways,1,4243,185,140,1000000,215,15209,195178,1155,0,10781,4428,7,0,0,0
LoraWAN 2 gateways,1,8164,172,140,1000000,215,15209,375544,1155,0,15209,8336,7,-8336,0,0
LoraWAN 3 gateways,1,13570,525,140,1000000,215,15209,624220,1155,0,15209,13992,7,-14095,0,0
Multihop 1 gateways,0.1,2602,72,140,1000000,215,2710,296710,1155,13,0,2674,7,4,19,0.999777
LoraWAN 1 gateways,0.1,695,4,140,1000000,215,2704,31970,1155,0,2005,699,7,0,0,0
LoraWAN 2 gateways,0.1,1656,9,140,1000000,215,2704,76176,1155,0,2704,1666,7,-1665,0,0
LoraWAN 3 gateways,0.1,2244,18,140,1000000,215,2704,103224,1155,0,2704,2260,7,-2262,0,0
Multihop 1 gateways,0.2,4622,348,140,1000000,215,5070,529697,1155,31,0,4970,7,9,60,0.999887
LoraWAN 1 gateways,0.2,1268,26,140,1000000,215,5039,58328,1155,0,3745,1294,7,0,0,0
LoraWAN 2 gateways,0.2,3070,33,140,1000000,215,5039,141220,1155,0,5039,3103,7,-3103,0,0
LoraWAN 3 gateways,0.2,4195,49,140,1000000,215,5039,192970,1155,0,5039,4233,7,-4244,0,0
Multihop 1 gateways,0.3,6394,477,140,1000000,215,7083,728130,1155,50,0,6872,7,17,145,0.999292
LoraWAN 1 gateways,0.3,1792,28,140,1000000,215,6968,82432,1155,0,5148,1820,7,0,0,0
LoraWAN 2 gateways,0.3,4229,41,140,1000000,215,6968,194534,1155,0,6968,4270,7,-4270,0,0
LoraWAN 3 gateways,0.3,5753,95,140,1000000,215,6968,264638,1155,0,6968,5829,7,-5848,0,0
Multihop 1 gateways,0.4,7894,687,140,1000000,215,8932,892939,1155,105,0,8581,7,34,212,0.998518
LoraWAN 1 gateways,0.4,2229,64,140,1000000,215,8691,102534,1155,0,6397,2294,7,1,0,0
LoraWAN 2 gateways,0.4,5210,64,140,1000000,215,8691,239660,1155,0,8691,5276,7,-5274,0,0
LoraWAN 3 gateways,0.4,7087,174,140,1000000,215,8691,326002,1155,0,8691,7221,7,-7261,0,0
Multihop 1 gateways,0.5,8960,1147,140,1000000,215,10581,992933,1155,123,0,10108,7,47,304,0.997805
LoraWAN 1 gateways,0.5,2581,48,140,1000000,215,10126,118726,1155,0,7497,2629,7,0,0,0
LoraWAN 2 gateways,0.5,6106,101,140,1000000,215,10126,280876,1155,0,10126,6207,7,-6207,0,0
LoraWAN 3 gateways,0.5,8286,177,140,1000000,215,10126,381156,1155,0,10126,8428,7,-8463,0,0
Multihop 1 gateways,0.6,10309,1140,140,1000000,215,12001,1144623,1155,131,0,11449,7,37,384,0.997657
LoraWAN 1 gateways,0.6,2845,79,140,1000000,215,11372,130870,1155,0,8448,2924,7,0,0,0
LoraWAN 2 gateways,0.6,6845,147,140,1000000,215,11372,314870,1155,0,11372,6992,7,-6992,0,0
LoraWAN 3 gateways,0.6,9300,312,140,1000000,215,11372,427800,1155,0,11372,9530,7,-9612,0,0
Multihop 1 gateways,0.7,11063,1464,140,1000000,215,13265,1223664,1155,211,0,12527,7,42,485,0.997608
LoraWAN 1 gateways,0.7,3117,107,140,1000000,215,12468,143382,1155,0,9244,3224,7,0,0,0
LoraWAN 2 gateways,0.7,7535,159,140,1000000,215,12468,346610,1155,0,12468,7694,7,-7694,0,0
LoraWAN 3 gateways,0.7,10181,306,140,1000000,215,12468,468326,1155,0,12468,10414,7,-10487,0,0
Multihop 1 gateways,0.8,11939,1768,140,1000000,215,14548,1323932,1155,191,0,13707,7,93,557,0.997079
LoraWAN 1 gateways,0.8,3309,179,140,1000000,215,13493,152214,1155,0,10005,3488,7,0,0,0
LoraWAN 2 gateways,0.8,8081,198,140,1000000,215,13493,371726,1155,0,13493,8279,7,-8279,0,0
LoraWAN 3 gateways,0.8,11018,385,140,1000000,215,13493,506828,1155,0,13493,11291,7,-11403,0,0
Multihop 1 gateways,0.9,12673,2091,140,1000000,215,15696,1382715,1155,236,0,14764,7,72,624,0.994522
LoraWAN 1 gateways,0.9,3568,129,140,1000000,215,14415,164128,1155,0,10718,3697,7,0,0,0
LoraWAN 2 gateways,0.9,8597,238,140,1000000,215,14415,395462,1155,0,14415,8835,7,-8835,0,0
LoraWAN 3 gateways,0.9,11741,392,140,1000000,215,14415,540086,1155,0,14415,12019,7,-12133,0,0
Multihop 1 gateways,1,13663,2015,140,1000000,215,16756,1501696,1155,260,0,15678,7,99,719,0.998066
LoraWAN 1 gateways,1,3790,138,140,1000000,215,15209,174340,1155,0,11281,3928,7,0,0,0
LoraWAN 2 gateways,1,9077,234,140,1000000,215,15209,417542,1155,0,15209,9311,7,-9311,0,0
LoraWAN 3 gateways,1,12348,473,140,1000000,215,15209,568008,1155,0,15209,12708,7,-12821,0,0
Multihop 1 gateways,0.1,2600,76,140,1000000,215,2708,286624,1155,11,0,2676,7,2,19,0.996672
LoraWAN 1 gateways,0.1,798,8,140,1000000,215,2704,36708,1155,0,1898,806,7,0,0,0
LoraWAN 2 gateways,0.1,1787,20,140,1000000,215,2704,82202,1155,0,2704,1808,7,-1807,0,0
LoraWAN 3 gateways,0.1,2302,22,140,1000000,215,2704,105892,1155,0,2704,2323,7,-2324,0,0
Multihop 1 gateways,0.2,4802,187,140,1000000,215,5070,523534,1155,24,0,4989,7,2,55,0.997504
LoraWAN 1 gateways,0.2,1517,20,140,1000000,215,5039,69782,1155,0,3502,1537,7,0,0,0
LoraWAN 2 gateways,0.2,3353,45,140,1000000,215,5039,154238,1155,0,5039,3398,7,-3398,0,0
LoraWAN 3 gateways,0.2,4303,44,140,1000000,215,5039,197938,1155,0,5039,4347,7,-4347,0,0
Multihop 1 gateways,0.3,6453,462,140,1000000,215,7087,704991,1155,40,0,6915,7,8,124,0.997446
LoraWAN 1 gateways,0.3,2152,30,140,1000000,215,6968,98992,1155,0,4786,2182,7,0,0,0
LoraWAN 2 gateways,0.3,4563,89,140,1000000,215,6968,209898,1155,0,6968,4652,7,-4652,0,0
LoraWAN 3 gateways,0.3,5858,108,140,1000000,215,6968,269468,1155,0,6968,5965,7,-5966,0,0
Multihop 1 gateways,0.4,7981,675,140,1000000,215,8950,870265,1155,88,0,8658,7,10,196,0.997658
LoraWAN 1 gateways,0.4,2665,66,140,1000000,215,8691,122590,1155,0,5960,2731,7,0,0,0
LoraWAN 2 gateways,0.4,5675,101,140,1000000,215,8691,261050,1155,0,8691,5777,7,-5776,0,0
LoraWAN 3 gateways,0.4,7246,160,140,1000000,215,8691,333316,1155,0,8691,7406,7,-7406,0,0
Multihop 1 gateways,0.5,9333,832,140,1000000,215,10579,1009703,1155,95,0,10165,7,25,294,0.99545
LoraWAN 1 gateways,0.5,3064,52,140,1000000,215,10126,140944,1155,0,7010,3116,7,0,0,0
LoraWAN 2 gateways,0.5,6630,171,140,1000000,215,10126,304980,1155,0,10126,6801,7,-6801,0,0
LoraWAN 3 gateways,0.5,8440,253,140,1000000,215,10126,388240,1155,0,10126,8680,7,-8693,0,0
Multihop 1 gateways,0.6,10251,1257,140,1000000,215,12001,1095762,1155,134,0,11508,7,25,334,0.986948
LoraWAN 1 gateways,0.6,3387,117,140,1000000,215,11372,155802,1155,0,7868,3504,7,0,0,0
LoraWAN 2 gateways,0.6,7446,202,140,1000000,215,11372,342516,1155,0,11372,7648,7,-7648,0,0
LoraWAN 3 gateways,0.6,9528,250,140,1000000,215,11372,438288,1155,0,11372,9768,7,-9778,0,0
Multihop 1 gateways,0.7,10875,1848,140,1000000,215,13306,1152733,1155,139,0,12723,7,19,425,0.982514
LoraWAN 1 gateways,0.7,3731,136,140,1000000,215,12468,171626,1155,0,8601,3867,7,0,0,0
LoraWAN 2 gateways,0.7,8108,251,140,1000000,215,12468,372968,1155,0,12468,8359,7,-8359,0,0
LoraWAN 3 gateways,0.7,10384,312,140,1000000,215,12468,477664,1155,0,12468,10685,7,-10696,0,0
Multihop 1 gateways,0.8,12040,1821,140,1000000,215,14571,1270955,1155,179,0,13863,7,28,503,0.988179
LoraWAN 1 gateways,0.8,3996,165,140,1000000,215,13493,183816,1155,0,9332,4161,7,0,0,0
LoraWAN 2 gateways,0.8,8811,267,140,1000000,215,13493,405306,1155,0,13493,9078,7,-9078,0,0
LoraWAN 3 gateways,0.8,11238,373,140,1000000,215,13493,516948,1155,0,13493,11604,7,-11611,0,0
Multihop 1 gateways,0.9,13176,1749,140,1000000,215,15735,1390269,1155,176,0,14927,7,39,595,0.96988
LoraWAN 1 gateways,0.9,4264,154,140,1000000,215,14415,196144,1155,0,9997,4418,7,0,0,0
LoraWAN 2 gateways,0.9,9434,300,140,1000000,215,14415,433964,1155,0,14415,9735,7,-9734,0,0
LoraWAN 3 gateways,0.9,11914,487,140,1000000,215,14415,548044,1155,0,14415,12380,7,-12401,0,0
Multihop 1 gateways,1,13386,2512,140,1000000,215,16800,1401582,1155,256,0,15898,7,25,621,0.965469
LoraWAN 1 gateways,1,4483,199,140,1000000,215,15209,206218,1155,0,10527,4682,7,0,0,0
LoraWAN 2 gateways,1,9908,310,140,1000000,215,15209,455768,1155,0,15209,10218,7,-10218,0,0
LoraWAN 3 gateways,1,12589,468,140,1000000,215,15209,579094,1155,0,15209,13047,7,-13057,0,0
Multihop 1 gateways,0.1,2604,84,140,1000000,215,2708,282541,1155,5,0,2688,7,0,15,0.999734
LoraWAN 1 gateways,0.1,809,4,140,1000000,215,2704,37214,1155,0,1891,813,7,0,0,0
LoraWAN 2 gateways,0.1,1383,3,140,1000000,215,2704,63618,1155,0,2704,1387,7,-1386,0,0
LoraWAN 3 gateways,0.1,2303,19,140,1000000,215,2704,105938,1155,0,2704,2320,7,-2322,0,0
Multihop 1 gateways,0.2,4809,207,140,1000000,215,5070,515517,1155,9,0,5016,7,2,43,0.999958
LoraWAN 1 gateways,0.2,1485,30,140,1000000,215,5039,68310,1155,0,3524,1515,7,0,0,0
LoraWAN 2 gateways,0.2,2625,21,140,1000000,215,5039,120750,1155,0,5039,2646,7,-2646,0,0
LoraWAN 3 gateways,0.2,4323,48,140,1000000,215,5039,198858,1155,0,5039,4360,7,-4371,0,0
Multihop 1 gateways,0.3,6563,412,140,1000000,215,7097,702496,1155,27,0,6975,7,5,90,0.999833
LoraWAN 1 gateways,0.3,2063,48,140,1000000,215,6968,94898,1155,0,4857,2111,7,0,0,0
LoraWAN 2 gateways,0.3,3540,65,140,1000000,215,6968,162840,1155,0,6968,3605,7,-3605,0,0
LoraWAN 3 gateways,0.3,5931,111,140,1000000,215,6968,272826,1155,0,6968,6021,7,-6042,0,0
Multihop 1 gateways,0.4,8077,678,140,1000000,215,8940,856444,1155,61,0,8755,7,13,111,0.992624
LoraWAN 1 gateways,0.4,2591,64,140,1000000,215,8691,119186,1155,0,6035,2656,7,1,0,0
LoraWAN 2 gateways,0.4,4480,63,140,1000000,215,8691,206080,1155,0,8691,4545,7,-4543,0,0
LoraWAN 3 gateways,0.4,7375,162,140,1000000,215,8691,339250,1155,0,8691,7506,7,-7537,0,0
Multihop 1 gateways,0.5,9447,849,140,1000000,215,10572,1002568,1155,71,0,10296,7,11,194,0.999002
LoraWAN 1 gateways,0.5,2949,76,140,1000000,215,10126,135654,1155,0,7101,3025,7,0,0,0
LoraWAN 2 gateways,0.5,5238,74,140,1000000,215,10126,240948,1155,0,10126,5312,7,-5312,0,0
LoraWAN 3 gateways,0.5,8578,208,140,1000000,215,10126,394588,1155,0,10126,8739,7,-8786,0,0
Multihop 1 gateways,0.6,10299,1345,140,1000000,215,11978,1093019,1155,87,0,11644,7,14,233,0.999544
LoraWAN 1 gateways,0.6,3295,105,140,1000000,215,11372,151570,1155,0,7972,3400,7,0,0,0
LoraWAN 2 gateways,0.6,5832,111,140,1000000,215,11372,268272,1155,0,11372,5943,7,-5943,0,0
LoraWAN 3 gateways,0.6,9701,242,140,1000000,215,11372,446246,1155,0,11372,9888,7,-9943,0,0
Multihop 1 gateways,0.7,11744,1190,140,1000000,215,13329,1231499,1155,117,0,12934,7,12,266,0.998051
LoraWAN 1 gateways,0.7,3601,121,140,1000000,215,12468,165646,1155,0,8746,3722,7,0,0,0
LoraWAN 2 gateways,0.7,6342,162,140,1000000,215,12468,291732,1155,0,12468,6504,7,-6504,0,0
LoraWAN 3 gateways,0.7,10532,365,140,1000000,215,12468,484472,1155,0,12468,10812,7,-10897,0,0
Multihop 1 gateways,0.8,12392,1660,140,1000000,215,14549,1301511,1155,113,0,14054,7,34,350,0.999483
LoraWAN 1 gateways,0.8,3909,145,140,1000000,215,13493,179814,1155,0,9439,4054,7,0,0,0
LoraWAN 2 gateways,0.8,6913,156,140,1000000,215,13493,317998,1155,0,13493,7069,7,-7069,0,0
LoraWAN 3 gateways,0.8,11459,322,140,1000000,215,13493,527114,1155,0,13493,11695,7,-11781,0,0
Multihop 1 gateways,0.9,12989,2186,140,1000000,215,15736,1338367,1155,141,0,15175,7,23,397,0.996936
LoraWAN 1 gateways,0.9,4170,173,140,1000000,215,14415,191820,1155,0,10072,4343,7,0,0,0
LoraWAN 2 gateways,0.9,7336,186,140,1000000,215,14415,337456,1155,0,14415,7522,7,-7522,0,0
LoraWAN 3 gateways,0.9,12200,346,140,1000000,215,14415,561200,1155,0,14415,12467,7,-12546,0,0
Multihop 1 gateways,1,14063,2035,140,1000000,215,16773,1458436,1155,182,0,16098,7,30,463,0.99759
LoraWAN 1 gateways,1,4416,186,140,1000000,215,15209,203136,1155,0,10607,4602,7,0,0,0
LoraWAN 2 gateways,1,7754,207,140,1000000,215,15209,356684,1155,0,15209,7961,7,-7961,0,0
LoraWAN 3 gateways,1,12813,436,140,1000000,215,15209,589398,1155,0,15209,13136,7,-13249,0,0
Multihop 1 gateways,0.1,2602,65,140,1000000,215,2708,293318,1155,11,0,2667,7,1,29,0.998696
LoraWAN 1 gateways,0.1,799,8,140,1000000,215,2704,36754,1155,0,1897,807,7,0,0,0
LoraWAN 2 gateways,0.1,1853,13,140,1000000,215,2704,85238,1155,0,2704,1867,7,-1866,0,0
LoraWAN 3 gateways,0.1,2509,18,140,1000000,215,2704,115414,1155,0,2704,2519,7,-2527,0,0
Multihop 1 gateways,0.2,4797,169,140,1000000,215,5070,534256,1155,41,0,4966,7,7,56,0.99736
LoraWAN 1 gateways,0.2,1523,30,140,1000000,215,5039,70058,1155,0,3486,1553,7,0,0,0
LoraWAN 2 gateways,0.2,3423,39,140,1000000,215,5039,157458,1155,0,5039,3462,7,-3462,0,0
LoraWAN 3 gateways,0.2,4635,57,140,1000000,215,5039,213210,1155,0,5039,4670,7,-4692,0,0
Multihop 1 gateways,0.3,6411,460,140,1000000,215,7093,701451,1155,66,0,6871,7,19,137,0.985402
LoraWAN 1 gateways,0.3,2096,48,140,1000000,215,6968,96416,1155,0,4824,2144,7,0,0,0
LoraWAN 2 gateways,0.3,4695,79,140,1000000,215,6968,215970,1155,0,6968,4774,7,-4774,0,0
LoraWAN 3 gateways,0.3,6444,119,140,1000000,215,6968,296424,1155,0,6968,6510,7,-6563,0,0
Multihop 1 gateways,0.4,7814,755,140,1000000,215,8933,851700,1155,88,0,8569,7,17,259,0.996903
LoraWAN 1 gateways,0.4,2700,58,140,1000000,215,8691,124200,1155,0,5932,2759,7,1,0,0
LoraWAN 2 gateways,0.4,5824,131,140,1000000,215,8691,267904,1155,0,8691,5956,7,-5955,0,0
LoraWAN 3 gateways,0.4,7954,167,140,1000000,215,8691,365884,1155,0,8691,8055,7,-8121,0,0
Multihop 1 gateways,0.5,9324,717,140,1000000,215,10558,1017849,1155,152,0,10041,7,31,334,0.991254
LoraWAN 1 gateways,0.5,2994,76,140,1000000,215,10126,137724,1155,0,7056,3070,7,0,0,0
LoraWAN 2 gateways,0.5,6838,127,140,1000000,215,10126,314548,1155,0,10126,6965,7,-6965,0,0
LoraWAN 3 gateways,0.5,9295,208,140,1000000,215,10126,427570,1155,0,10126,9412,7,-9503,0,0
Multihop 1 gateways,0.6,9908,1425,140,1000000,215,11993,1060944,1155,183,0,11333,7,37,440,0.989357
LoraWAN 1 gateways,0.6,3365,126,140,1000000,215,11372,154790,1155,0,7881,3491,7,0,0,0
LoraWAN 2 gateways,0.6,7603,192,140,1000000,215,11372,349738,1155,0,11372,7795,7,-7795,0,0
LoraWAN 3 gateways,0.6,10387,282,140,1000000,215,11372,477802,1155,0,11372,10566,7,-10669,0,0
Multihop 1 gateways,0.7,11229,1267,140,1000000,215,13287,1210712,1155,238,0,12498,7,52,501,0.989116
LoraWAN 1 gateways,0.7,3637,160,140,1000000,215,12468,167302,1155,0,8671,3797,7,0,0,0
LoraWAN 2 gateways,0.7,8316,207,140,1000000,215,12468,382536,1155,0,12468,8523,7,-8523,0,0
LoraWAN 3 gateways,0.7,11356,339,140,1000000,215,12468,522376,1155,0,12468,11580,7,-11695,0,0
Multihop 1 gateways,0.8,11689,1861,140,1000000,215,14517,1241022,1155,264,0,13550,7,65,638,0.980093
LoraWAN 1 gateways,0.8,3942,173,140,1000000,215,13493,181332,1155,0,9378,4115,7,0,0,0
LoraWAN 2 gateways,0.8,9046,242,140,1000000,215,13493,416116,1155,0,13493,9288,7,-9288,0,0
LoraWAN 3 gateways,0.8,12212,477,140,1000000,215,13493,561752,1155,0,13493,12528,7,-12689,0,0
Multihop 1 gateways,0.9,12628,2004,140,1000000,215,15703,1339896,1155,313,0,14632,7,51,707,0.967415
LoraWAN 1 gateways,0.9,4223,202,140,1000000,215,14415,194258,1155,0,9990,4425,7,0,0,0
LoraWAN 2 gateways,0.9,9588,291,140,1000000,215,14415,441048,1155,0,14415,9880,7,-9879,0,0
LoraWAN 3 gateways,0.9,13081,478,140,1000000,215,14415,601726,1155,0,14415,13391,7,-13559,0,0
Multihop 1 gateways,1,13462,2119,140,1000000,215,16756,1427117,1155,392,0,15581,7,41,742,0.988166
LoraWAN 1 gateways,1,4501,152,140,1000000,215,15209,207046,1155,0,10556,4653,7,0,0,0
LoraWAN 2 gateways,1,10105,338,140,1000000,215,15209,464830,1155,0,15209,10443,7,-10443,0,0
LoraWAN 3 gateways,1,13782,615,140,1000000,215,15209,633972,1155,0,15209,14144,7,-14397,0,0
Multihop 1 gateways,0.1,2626,44,140,1000000,215,2708,282827,1155,14,0,2670,7,7,17,0.999943
LoraWAN 1 gateways,0.1,676,8,140,1000000,215,2704,31096,1155,0,2020,684,7,0,0,0
LoraWAN 2 gateways,0.1,2105,21,140,1000000,215,2704,96830,1155,0,2704,2127,7,-2126,0,0
LoraWAN 3 gateways,0.1,2485,18,140,1000000,215,2704,114310,1155,0,2704,2498,7,-2503,0,0
Multihop 1 gateways,0.2,4777,180,140,1000000,215,5070,514291,1155,47,0,4957,7,2,64,0.999862
LoraWAN 1 gateways,0.2,1217,8,140,1000000,215,5039,55982,1155,0,3814,1225,7,0,0,0
