case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
Multihop 1 gateways,0.6,40,0,50,10000,2,41,5158,1155,0,0,41,7,1,0,0.998223
LoraWAN 1 gateways,0.6,8,0,50,10000,2,40,368,1155,0,31,9,7,1,0,0
LoraWAN 2 gateways,0.6,15,0,50,10000,2,40,690,1155,0,40,15,7,-15,0,0
LoraWAN 3 gateways,0.6,30,0,50,10000,2,40,1380,1155,0,40,30,7,-30,0,0
Multihop 1 gateways,0.7,44,0,50,10000,2,47,5171,1155,0,0,45,7,1,2,0.960175
LoraWAN 1 gateways,0.7,8,0,50,10000,2,44,368,1155,0,36,8,7,0,0,0
LoraWAN 2 gateways,0.7,15,0,50,10000,2,44,690,1155,0,44,15,7,-15,0,0
LoraWAN 3 gateways,0.7,30,0,50,10000,2,44,1380,1155,0,44,30,7,-30,0,0
Multihop 1 gateways,0.8,45,0,50,10000,2,49,5502,1155,0,0,47,7,2,2,0.996898
LoraWAN 1 gateways,0.8,12,0,50,10000,2,46,552,1155,0,34,12,7,0,0,0
LoraWAN 2 gateways,0.8,13,0,50,10000,2,46,598,1155,0,46,13,7,-13,0,0
LoraWAN 3 gateways,0.8,31,0,50,10000,2,46,1426,1155,0,46,31,7,-31,0,0
Multihop 1 gateways,0.9,51,2,50,10000,2,54,6781,1155,0,0,53,7,0,1,0.989899
LoraWAN 1 gateways,0.9,12,0,50,10000,2,50,552,1155,0,38,12,7,0,0,0
LoraWAN 2 gateways,0.9,22,0,50,10000,2,50,1012,1155,0,50,22,7,-22,0,0
LoraWAN 3 gateways,0.9,38,0,50,10000,2,50,1748,1155,0,50,38,7,-38,0,0
Multihop 1 gateways,1,48,6,50,10000,2,56,6281,1155,0,0,54,7,0,2,0.989358
LoraWAN 1 gateways,1,13,0,50,10000,2,55,598,1155,0,41,14,7,1,0,0
LoraWAN 2 gateways,1,21,0,50,10000,2,55,966,1155,0,55,21,7,-21,0,0
LoraWAN 3 gateways,1,37,0,50,10000,2,55,1702,1155,0,55,38,7,-37,0,0
Multihop 1 gateways,0.1,9,0,50,10000,2,9,1471,1155,0,0,9,7,0,0,-nan
LoraWAN 1 gateways,0.1,3,0,50,10000,2,9,138,1155,0,6,3,7,0,0,0
LoraWAN 2 gateways,0.1,2,0,50,10000,2,9,92,1155,0,9,2,7,-2,0,0
LoraWAN 3 gateways,0.1,6,0,50,10000,2,9,276,1155,0,9,6,7,-6,0,0
Multihop 1 gateways,0.2,14,0,50,10000,2,15,2926,1155,0,0,14,7,1,0,-nan
LoraWAN 1 gateways,0.2,2,0,50,10000,2,15,92,1155,0,13,2,7,0,0,0
LoraWAN 2 gateways,0.2,4,0,50,10000,2,15,184,1155,0,15,4,7,-4,0,0
LoraWAN 3 gateways,0.2,9,0,50,10000,2,15,414,1155,0,15,9,7,-9,0,0
Multihop 1 gateways,0.3,19,0,50,10000,2,21,3495,1155,0,0,19,7,0,2,-nan
LoraWAN 1 gateways,0.3,7,0,50,10000,2,21,322,1155,0,14,7,7,0,0,0
LoraWAN 2 gateways,0.3,5,0,50,10000,2,21,230,1155,0,21,5,7,-5,0,0
LoraWAN 3 gateways,0.3,10,0,50,10000,2,21,460,1155,0,21,10,7,-10,0,0
Multihop 1 gateways,0.4,23,0,50,10000,2,24,3588,1155,0,0,23,7,0,1,-nan
LoraWAN 1 gateways,0.4,7,0,50,10000,2,24,322,1155,0,17,7,7,0,0,0
LoraWAN 2 gateways,0.4,6,0,50,10000,2,24,276,1155,0,24,6,7,-6,0,0
LoraWAN 3 gateways,0.4,15,0,50,10000,2,24,690,1155,0,24,15,7,-15,0,0
Multihop 1 gateways,0.5,29,0,50,10000,2,32,4122,1155,0,0,29,7,0,3,-nan
LoraWAN 1 gateways,0.5,4,0,50,10000,2,32,184,1155,0,28,4,7,0,0,0
LoraWAN 2 gateways,0.5,6,0,50,10000,2,32,276,1155,0,32,6,7,-6,0,0
LoraWAN 3 gateways,0.5,20,0,50,10000,2,32,920,1155,0,32,20,7,-20,0,0
Multihop 1 gateways,0.6,34,0,50,10000,2,40,5158,1155,0,0,34,7,2,4,-nan
LoraWAN 1 gateways,0.6,10,0,50,10000,2,40,460,1155,0,30,10,7,0,0,0
LoraWAN 2 gateways,0.6,9,0,50,10000,2,40,414,1155,0,40,10,7,-9,0,0
LoraWAN 3 gateways,0.6,24,0,50,10000,2,40,1104,1155,0,40,25,7,-24,0,0
Multihop 1 gateways,0.7,37,0,50,10000,2,44,5487,1155,2,0,37,7,0,5,-nan
LoraWAN 1 gateways,0.7,12,0,50,10000,2,44,552,1155,0,32,12,7,0,0,0
LoraWAN 2 gateways,0.7,10,0,50,10000,2,44,460,1155,0,44,10,7,-10,0,0
LoraWAN 3 gateways,0.7,23,0,50,10000,2,44,1058,1155,0,44,23,7,-23,0,0
Multihop 1 gateways,0.8,37,0,50,10000,2,47,5534,1155,4,0,37,7,0,6,0.865189
LoraWAN 1 gateways,0.8,14,0,50,10000,2,46,644,1155,0,32,14,7,0,0,0
LoraWAN 2 gateways,0.8,11,0,50,10000,2,46,506,1155,0,46,11,7,-11,0,0
LoraWAN 3 gateways,0.8,22,0,50,10000,2,46,1012,1155,0,46,22,7,-22,0,0
Multihop 1 gateways,0.9,39,8,50,10000,2,52,6126,1155,2,0,47,7,1,2,-nan
LoraWAN 1 gateways,0.9,14,0,50,10000,2,50,644,1155,0,36,14,7,0,0,0
LoraWAN 2 gateways,0.9,13,0,50,10000,2,50,598,1155,0,50,13,7,-13,0,0
LoraWAN 3 gateways,0.9,31,0,50,10000,2,50,1426,1155,0,50,31,7,-31,0,0
Multihop 1 gateways,1,41,2,50,10000,2,56,6218,1155,5,0,43,7,0,8,-nan
LoraWAN 1 gateways,1,15,0,50,10000,2,55,690,1155,0,39,16,7,1,0,0
LoraWAN 2 gateways,1,17,0,50,10000,2,55,782,1155,0,55,17,7,-17,0,0
LoraWAN 3 gateways,1,32,0,50,10000,2,55,1472,1155,0,55,33,7,-32,0,0
