case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
LoraWAN 3 gateways,0.3,3846,35,80,1000000,215,3982,176916,1155,0,3982,3879,7,-3881,0,0
Multihop 1 gateways,0.4,4753,277,80,1000000,215,5095,452437,1155,25,0,5030,7,1,39,0.999681
LoraWAN 1 gateways,0.4,1563,16,80,1000000,215,4974,71898,1155,0,3395,1579,7,0,0,0
LoraWAN 2 gateways,0.4,3547,55,80,1000000,215,4974,163162,1155,0,4974,3602,7,-3602,0,0
LoraWAN 3 gateways,0.4,4802,51,80,1000000,215,4974,220892,1155,0,4974,4850,7,-4853,0,0
Multihop 1 gateways,0.5,5621,302,80,1000000,215,6022,529879,1155,30,0,5923,7,6,63,0.999749
LoraWAN 1 gateways,0.5,1823,60,80,1000000,215,5788,83858,1155,0,3904,1884,7,1,0,0
LoraWAN 2 gateways,0.5,4105,63,80,1000000,215,5788,188830,1155,0,5788,4168,7,-4168,0,0
LoraWAN 3 gateways,0.5,5566,81,80,1000000,215,5788,256036,1155,0,5788,5641,7,-5647,0,0
Multihop 1 gateways,0.6,6230,485,80,1000000,215,6836,586199,1155,43,0,6715,7,3,75,0.999909
LoraWAN 1 gateways,0.6,2088,39,80,1000000,215,6513,96048,1155,0,4386,2127,7,0,0,0
LoraWAN 2 gateways,0.6,4632,77,80,1000000,215,6513,213072,1155,0,6513,4709,7,-4709,0,0
LoraWAN 3 gateways,0.6,6271,92,80,1000000,215,6513,288466,1155,0,6513,6357,7,-6363,0,0
Multihop 1 gateways,0.7,6711,660,80,1000000,215,7549,631254,1155,54,0,7372,7,12,112,0.999759
LoraWAN 1 gateways,0.7,2260,53,80,1000000,215,7150,103960,1155,0,4837,2313,7,0,0,0
LoraWAN 2 gateways,0.7,5103,83,80,1000000,215,7150,234738,1155,0,7150,5186,7,-5186,0,0
LoraWAN 3 gateways,0.7,6873,109,80,1000000,215,7150,316158,1155,0,7150,6970,7,-6982,0,0
Multihop 1 gateways,0.8,7416,612,80,1000000,215,8246,695798,1155,79,0,8028,7,3,136,0.999726
LoraWAN 1 gateways,0.8,2455,42,80,1000000,215,7741,112930,1155,0,5244,2497,7,0,0,0
LoraWAN 2 gateways,0.8,5483,120,80,1000000,215,7741,252218,1155,0,7741,5603,7,-5603,0,0
LoraWAN 3 gateways,0.8,7438,113,80,1000000,215,7741,342148,1155,0,7741,7539,7,-7551,0,0
Multihop 1 gateways,0.9,7978,671,80,1000000,215,8894,744361,1155,75,0,8650,7,8,162,0.999657
LoraWAN 1 gateways,0.9,2578,68,80,1000000,215,8232,118588,1155,0,5586,2646,7,0,0,0
LoraWAN 2 gateways,0.9,5856,114,80,1000000,215,8232,269376,1155,0,8232,5970,7,-5970,0,0
LoraWAN 3 gateways,0.9,7885,149,80,1000000,215,8232,362710,1155,0,8232,8026,7,-8034,0,0
Multihop 1 gateways,1,8460,762,80,1000000,215,9464,784341,1155,79,0,9222,7,8,155,0.999847
LoraWAN 1 gateways,1,2755,47,80,1000000,215,8696,126730,1155,0,5894,2802,7,0,0,0
LoraWAN 2 gateways,1,6202,124,80,1000000,215,8696,285292,1155,0,8696,6326,7,-6326,0,0
LoraWAN 3 gateways,1,8321,175,80,1000000,215,8696,382766,1155,0,8696,8486,7,-8496,0,0
Multihop 1 gateways,0.1,1539,24,80,1000000,215,1570,165920,1155,0,0,1563,7,1,6,0.999885
LoraWAN 1 gateways,0.1,502,2,80,1000000,215,1568,23092,1155,0,1064,504,7,0,0,0
LoraWAN 2 gateways,0.1,1397,8,80,1000000,215,1568,64262,1155,0,1568,1405,7,-1405,0,0
LoraWAN 3 gateways,0.1,1549,6,80,1000000,215,1568,71254,1155,0,1568,1552,7,-1555,0,0
Multihop 1 gateways,0.2,2790,83,80,1000000,215,2899,294013,1155,3,0,2873,7,1,22,0.999834
LoraWAN 1 gateways,0.2,916,8,80,1000000,215,2879,42136,1155,0,1955,924,7,0,0,0
LoraWAN 2 gateways,0.2,2549,32,80,1000000,215,2879,117254,1155,0,2879,2581,7,-2581,0,0
LoraWAN 3 gateways,0.2,2829,26,80,1000000,215,2879,130134,1155,0,2879,2838,7,-2855,0,0
Multihop 1 gateways,0.3,3874,136,80,1000000,215,4064,403681,1155,10,0,4010,7,2,42,0.99989
LoraWAN 1 gateways,0.3,1270,18,80,1000000,215,3982,58420,1155,0,2694,1288,7,0,0,0
LoraWAN 2 gateways,0.3,3591,31,80,1000000,215,3982,165186,1155,0,3982,3622,7,-3622,0,0
LoraWAN 3 gateways,0.3,3908,53,80,1000000,215,3982,179768,1155,0,3982,3937,7,-3961,0,0
Multihop 1 gateways,0.4,4872,178,80,1000000,215,5127,517606,1155,11,0,5050,7,8,58,0.999754
LoraWAN 1 gateways,0.4,1581,32,80,1000000,215,4974,72726,1155,0,3360,1614,7,1,0,0
LoraWAN 2 gateways,0.4,4427,72,80,1000000,215,4974,203642,1155,0,4974,4500,7,-4499,0,0
LoraWAN 3 gateways,0.4,4859,80,80,1000000,215,4974,223514,1155,0,4974,4907,7,-4939,0,0
Multihop 1 gateways,0.5,5580,379,80,1000000,215,6075,579545,1155,23,0,5959,7,7,86,0.999395
LoraWAN 1 gateways,0.5,1825,58,80,1000000,215,5788,83950,1155,0,3904,1884,7,1,0,0
LoraWAN 2 gateways,0.5,5119,92,80,1000000,215,5788,235474,1155,0,5788,5212,7,-5211,0,0
LoraWAN 3 gateways,0.5,5646,124,80,1000000,215,5788,259716,1155,0,5788,5711,7,-5770,0,0
Multihop 1 gateways,0.6,6212,528,80,1000000,215,6887,643602,1155,30,0,6740,7,14,103,0.997576
LoraWAN 1 gateways,0.6,2150,38,80,1000000,215,6513,98900,1155,0,4325,2188,7,0,0,0
LoraWAN 2 gateways,0.6,5765,103,80,1000000,215,6513,265190,1155,0,6513,5868,7,-5868,0,0
LoraWAN 3 gateways,0.6,6376,105,80,1000000,215,6513,293296,1155,0,6513,6432,7,-6481,0,0
Multihop 1 gateways,0.7,6833,614,80,1000000,215,7634,705355,1155,24,0,7448,7,16,147,0.997038
LoraWAN 1 gateways,0.7,2296,38,80,1000000,215,7150,105616,1155,0,4816,2334,7,0,0,0
LoraWAN 2 gateways,0.7,6281,153,80,1000000,215,7150,288926,1155,0,7150,6434,7,-6434,0,0
LoraWAN 3 gateways,0.7,6969,137,80,1000000,215,7150,320574,1155,0,7150,7060,7,-7106,0,0
Multihop 1 gateways,0.8,7354,811,80,1000000,215,8359,765990,1155,27,0,8166,7,19,148,0.999706
LoraWAN 1 gateways,0.8,2483,64,80,1000000,215,7741,114218,1155,0,5194,2547,7,0,0,0
LoraWAN 2 gateways,0.8,6815,152,80,1000000,215,7741,313490,1155,0,7741,6967,7,-6967,0,0
LoraWAN 3 gateways,0.8,7535,188,80,1000000,215,7741,346610,1155,0,7741,7648,7,-7723,0,0
Multihop 1 gateways,0.9,8140,644,80,1000000,215,9020,841118,1155,32,0,8784,7,19,185,0.999116
LoraWAN 1 gateways,0.9,2624,42,80,1000000,215,8232,120704,1155,0,5566,2666,7,0,0,0
LoraWAN 2 gateways,0.9,7180,218,80,1000000,215,8232,330280,1155,0,8232,7398,7,-7398,0,0
LoraWAN 3 gateways,0.9,8002,222,80,1000000,215,8232,368092,1155,0,8232,8127,7,-8224,0,0
Multihop 1 gateways,1,8629,718,80,1000000,215,9644,882288,1155,34,0,9347,7,18,245,0.998225
LoraWAN 1 gateways,1,2722,92,80,1000000,215,8696,125212,1155,0,5882,2814,7,0,0,0
LoraWAN 2 gateways,1,7649,180,80,1000000,215,8696,351854,1155,0,8696,7829,7,-7829,0,0
LoraWAN 3 gateways,1,8456,227,80,1000000,215,8696,388976,1155,0,8696,8598,7,-8683,0,0
Multihop 1 gateways,0.1,1507,20,80,1000000,215,1570,191764,1155,9,0,1527,7,3,31,0.9968
LoraWAN 1 gateways,0.1,348,2,80,1000000,215,1568,16008,1155,0,1218,350,7,0,0,0
LoraWAN 2 gateways,0.1,1181,7,80,1000000,215,1568,54326,1155,0,1568,1188,7,-1188,0,0
LoraWAN 3 gateways,0.1,1517,6,80,1000000,215,1568,69782,1155,0,1568,1523,7,-1523,0,0
Multihop 1 gateways,0.2,2716,83,80,1000000,215,2900,339190,1155,35,0,2799,7,2,64,0.99825
LoraWAN 1 gateways,0.2,606,4,80,1000000,215,2879,27876,1155,0,2269,610,7,0,0,0
LoraWAN 2 gateways,0.2,2174,8,80,1000000,215,2879,100004,1155,0,2879,2182,7,-2182,0,0
LoraWAN 3 gateways,0.2,2783,17,80,1000000,215,2879,128018,1155,0,2879,2798,7,-2800,0,0
Multihop 1 gateways,0.3,3784,50,80,1000000,215,4076,471059,1155,86,0,3834,7,14,142,0.997623
LoraWAN 1 gateways,0.3,809,2,80,1000000,215,3982,37214,1155,0,3171,811,7,0,0,0
LoraWAN 2 gateways,0.3,2977,25,80,1000000,215,3982,136942,1155,0,3982,3002,7,-3002,0,0
LoraWAN 3 gateways,0.3,3853,40,80,1000000,215,3982,177238,1155,0,3982,3889,7,-3893,0,0
Multihop 1 gateways,0.4,4537,195,80,1000000,215,5128,565761,1155,116,0,4733,7,37,243,0.9974
LoraWAN 1 gateways,0.4,1027,4,80,1000000,215,4974,47242,1155,0,3942,1032,7,1,0,0
LoraWAN 2 gateways,0.4,3702,69,80,1000000,215,4974,170292,1155,0,4974,3771,7,-3771,0,0
LoraWAN 3 gateways,0.4,4774,69,80,1000000,215,4974,219604,1155,0,4974,4837,7,-4843,0,0
Multihop 1 gateways,0.5,5418,128,80,1000000,215,6079,665387,1155,184,0,5547,7,38,311,0.996214
LoraWAN 1 gateways,0.5,1236,14,80,1000000,215,5788,56856,1155,0,4538,1250,7,0,0,0
LoraWAN 2 gateways,0.5,4342,62,80,1000000,215,5788,199732,1155,0,5788,4405,7,-4404,0,0
LoraWAN 3 gateways,0.5,5573,79,80,1000000,215,5788,256358,1155,0,5788,5647,7,-5652,0,0
Multihop 1 gateways,0.6,5711,522,80,1000000,215,6902,692827,1155,201,0,6233,7,65,403,0.993842
LoraWAN 1 gateways,0.6,1370,30,80,1000000,215,6513,63020,1155,0,5113,1400,7,0,0,0
LoraWAN 2 gateways,0.6,4842,85,80,1000000,215,6513,222732,1155,0,6513,4927,7,-4927,0,0
LoraWAN 3 gateways,0.6,6258,101,80,1000000,215,6513,287868,1155,0,6513,6347,7,-6359,0,0
Multihop 1 gateways,0.7,6634,176,80,1000000,215,7636,807708,1155,253,0,6811,7,58,515,0.995544
LoraWAN 1 gateways,0.7,1482,24,80,1000000,215,7150,68172,1155,0,5644,1506,7,0,0,0
LoraWAN 2 gateways,0.7,5354,86,80,1000000,215,7150,246284,1155,0,7150,5440,7,-5440,0,0
LoraWAN 3 gateways,0.7,6863,124,80,1000000,215,7150,315698,1155,0,7150,6967,7,-6987,0,0
Multihop 1 gateways,0.8,7032,410,80,1000000,215,8352,844630,1155,290,0,7443,7,57,563,0.993795
LoraWAN 1 gateways,0.8,1630,28,80,1000000,215,7741,74980,1155,0,6083,1658,7,0,0,0
LoraWAN 2 gateways,0.8,5788,97,80,1000000,215,7741,266248,1155,0,7741,5885,7,-5885,0,0
LoraWAN 3 gateways,0.8,7431,135,80,1000000,215,7741,341826,1155,0,7741,7548,7,-7566,0,0
Multihop 1 gateways,0.9,7390,622,80,1000000,215,9057,883684,1155,310,0,8013,7,57,678,0.996476
LoraWAN 1 gateways,0.9,1701,32,80,1000000,215,8232,78246,1155,0,6499,1733,7,0,0,0
LoraWAN 2 gateways,0.9,6148,130,80,1000000,215,8232,282808,1155,0,8232,6278,7,-6278,0,0
LoraWAN 3 gateways,0.9,7865,176,80,1000000,215,8232,361790,1155,0,8232,8024,7,-8041,0,0
Multihop 1 gateways,1,7507,978,80,1000000,215,9667,900427,1155,377,0,8486,7,64,741,0.98981
LoraWAN 1 gateways,1,1813,25,80,1000000,215,8696,83398,1155,0,6858,1838,7,0,0,0
LoraWAN 2 gateways,1,6480,125,80,1000000,215,8696,298080,1155,0,8696,6605,7,-6605,0,0
LoraWAN 3 gateways,1,8340,163,80,1000000,215,8696,383640,1155,0,8696,8470,7,-8503,0,0
Multihop 1 gateways,0.1,1518,28,80,1000000,215,1570,188248,1155,8,0,1546,7,2,14,0.999088
LoraWAN 1 gateways,0.1,417,0,80,1000000,215,1568,19182,1155,0,1151,417,7,0,0,0
LoraWAN 2 gateways,0.1,525,0,80,1000000,215,1568,24150,1155,0,1568,525,7,-525,0,0
LoraWAN 3 gateways,0.1,1272,5,80,1000000,215,1568,58512,1155,0,1568,1277,7,-1277,0,0
Multihop 1 gateways,0.2,2662,170,80,1000000,215,2904,330148,1155,31,0,2832,7,2,39,0.999291
LoraWAN 1 gateways,0.2,702,0,80,1000000,215,2879,32292,1155,0,2177,702,7,0,0,0
LoraWAN 2 gateways,0.2,914,1,80,1000000,215,2879,42044,1155,0,2879,915,7,-915,0,0
LoraWAN 3 gateways,0.2,2343,6,80,1000000,215,2879,107778,1155,0,2879,2349,7,-2349,0,0
Multihop 1 gateways,0.3,3875,77,80,1000000,215,4077,476478,1155,28,0,3953,7,6,91,0.999266
LoraWAN 1 gateways,0.3,947,8,80,1000000,215,3982,43562,1155,0,3027,955,7,0,0,0
LoraWAN 2 gateways,0.3,1301,8,80,1000000,215,3982,59846,1155,0,3982,1309,7,-1309,0,0
LoraWAN 3 gateways,0.3,3230,38,80,1000000,215,3982,148580,1155,0,3982,3268,7,-3268,0,0
Multihop 1 gateways,0.4,4601,325,80,1000000,215,5144,562707,1155,52,0,4926,7,12,154,0.998926
LoraWAN 1 gateways,0.4,1213,14,80,1000000,215,4974,55798,1155,0,3746,1228,7,1,0,0
LoraWAN 2 gateways,0.4,1628,12,80,1000000,215,4974,74888,1155,0,4974,1641,7,-1640,0,0
LoraWAN 3 gateways,0.4,3998,38,80,1000000,215,4974,183908,1155,0,4974,4037,7,-4036,0,0
Multihop 1 gateways,0.5,5608,213,80,1000000,215,6092,682878,1155,68,0,5821,7,14,189,0.995524
LoraWAN 1 gateways,0.5,1428,12,80,1000000,215,5788,65688,1155,0,4347,1441,7,1,0,0
LoraWAN 2 gateways,0.5,1863,20,80,1000000,215,5788,85698,1155,0,5788,1883,7,-1883,0,0
LoraWAN 3 gateways,0.5,4643,61,80,1000000,215,5788,213578,1155,0,5788,4704,7,-4704,0,0
Multihop 1 gateways,0.6,5952,644,80,1000000,215,6959,712042,1155,73,0,6596,7,18,272,0.995877
LoraWAN 1 gateways,0.6,1632,18,80,1000000,215,6513,75072,1155,0,4863,1650,7,0,0,0
LoraWAN 2 gateways,0.6,2055,13,80,1000000,215,6513,94530,1155,0,6513,2068,7,-2068,0,0
LoraWAN 3 gateways,0.6,5216,79,80,1000000,215,6513,239936,1155,0,6513,5295,7,-5295,0,0
Multihop 1 gateways,0.7,6543,690,80,1000000,215,7694,781983,1155,124,0,7233,7,34,303,0.996978
LoraWAN 1 gateways,0.7,1741,26,80,1000000,215,7150,80086,1155,0,5383,1767,7,0,0,0
LoraWAN 2 gateways,0.7,2301,20,80,1000000,215,7150,105846,1155,0,7150,2321,7,-2321,0,0
LoraWAN 3 gateways,0.7,5717,87,80,1000000,215,7150,262982,1155,0,7150,5804,7,-5804,0,0
Multihop 1 gateways,0.8,7194,755,80,1000000,215,8465,851247,1155,118,0,7949,7,20,378,0.986516
LoraWAN 1 gateways,0.8,1932,32,80,1000000,215,7741,88872,1155,0,5777,1964,7,0,0,0
LoraWAN 2 gateways,0.8,2454,23,80,1000000,215,7741,112884,1155,0,7741,2477,7,-2477,0,0
LoraWAN 3 gateways,0.8,6167,114,80,1000000,215,7741,283682,1155,0,7741,6281,7,-6281,0,0
Multihop 1 gateways,0.9,7798,752,80,1000000,215,9144,924389,1155,114,0,8550,7,45,435,0.997057
LoraWAN 1 gateways,0.9,2009,39,80,1000000,215,8232,92414,1155,0,6184,2048,7,0,0,0
LoraWAN 2 gateways,0.9,2640,22,80,1000000,215,8232,121440,1155,0,8232,2662,7,-2662,0,0
LoraWAN 3 gateways,0.9,6533,121,80,1000000,215,8232,300518,1155,0,8232,6654,7,-6654,0,0
Multihop 1 gateways,1,8115,1006,80,1000000,215,9802,973494,1155,148,0,9121,7,48,485,0.99681
LoraWAN 1 gateways,1,2138,38,80,1000000,215,8696,98348,1155,0,6520,2176,7,0,0,0
LoraWAN 2 gateways,1,2766,37,80,1000000,215,8696,127236,1155,0,8696,2803,7,-2803,0,0
LoraWAN 3 gateways,1,6924,138,80,1000000,215,8696,318504,1155,0,8696,7062,7,-7062,0,0
Multihop 1 gateways,0.1,1530,30,80,1000000,215,1569,152979,1155,5,0,1560,7,0,4,0.999833
LoraWAN 1 gateways,0.1,492,0,80,1000000,215,1568,22632,1155,0,1076,492,7,0,0,0
LoraWAN 2 gateways,0.1,903,2,80,1000000,215,1568,41538,1155,0,1568,905,7,-905,0,0
LoraWAN 3 gateways,0.1,1473,8,80,1000000,215,1568,67758,1155,0,1568,1479,7,-1481,0,0
Multihop 1 gateways,0.2,2796,64,80,1000000,215,2900,280824,1155,10,0,2860,7,4,26,0.999776
LoraWAN 1 gateways,0.2,906,8,80,1000000,215,2879,41676,1155,0,1965,914,7,0,0,0
LoraWAN 2 gateways,0.2,1725,12,80,1000000,215,2879,79350,1155,0,2879,1737,7,-1737,0,0
LoraWAN 3 gateways,0.2,2682,23,80,1000000,215,2879,123372,1155,0,2879,2700,7,-2705,0,0
Multihop 1 gateways,0.3,3804,180,80,1000000,215,4058,383628,1155,29,0,3984,7,12,33,0.999709
LoraWAN 1 gateways,0.3,1215,16,80,1000000,215,3982,55890,1155,0,2751,1231,7,0,0,0
LoraWAN 2 gateways,0.3,2358,13,80,1000000,215,3982,108468,1155,0,3982,2371,7,-2371,0,0
LoraWAN 3 gateways,0.3,3692,36,80,1000000,215,3982,169832,1155,0,3982,3721,7,-3728,0,0
Multihop 1 gateways,0.4,4742,257,80,1000000,215,5103,476242,1155,27,0,4999,7,13,64,0.999854
LoraWAN 1 gateways,0.4,1535,16,80,1000000,215,4974,70610,1155,0,3423,1551,7,0,0,0
LoraWAN 2 gateways,0.4,2933,12,80,1000000,215,4974,134918,1155,0,4974,2946,7,-2945,0,0
LoraWAN 3 gateways,0.4,4605,66,80,1000000,215,4974,211830,1155,0,4974,4655,7,-4671,0,0
Multihop 1 gateways,0.5,5447,465,80,1000000,215,6043,540363,1155,37,0,5913,7,3,91,0.999661
LoraWAN 1 gateways,0.5,1780,38,80,1000000,215,5788,81880,1155,0,3970,1818,7,0,0,0
LoraWAN 2 gateways,0.5,3450,30,80,1000000,215,5788,158700,1155,0,5788,3481,7,-3480,0,0
LoraWAN 3 gateways,0.5,5329,102,80,1000000,215,5788,245134,1155,0,5788,5402,7,-5431,0,0
Multihop 1 gateways,0.6,6268,388,80,1000000,215,6850,618078,1155,61,0,6656,7,13,120,0.998953
LoraWAN 1 gateways,0.6,2022,40,80,1000000,215,6513,93012,1155,0,4451,2062,7,0,0,0
LoraWAN 2 gateways,0.6,3840,53,80,1000000,215,6513,176640,1155,0,6513,3893,7,-3893,0,0
LoraWAN 3 gateways,0.6,6022,145,80,1000000,215,6513,277012,1155,0,6513,6122,7,-6167,0,0
Multihop 1 gateways,0.7,6688,661,80,1000000,215,7565,662335,1155,52,0,7349,7,19,145,0.999541
LoraWAN 1 gateways,0.7,2159,67,80,1000000,215,7150,99314,1155,0,4924,2226,7,0,0,0
LoraWAN 2 gateways,0.7,4247,53,80,1000000,215,7150,195362,1155,0,7150,4300,7,-4300,0,0
LoraWAN 3 gateways,0.7,6603,164,80,1000000,215,7150,303738,1155,0,7150,6712,7,-6767,0,0
Multihop 1 gateways,0.8,7536,509,80,1000000,215,8298,743083,1155,66,0,8045,7,23,164,0.999145
LoraWAN 1 gateways,0.8,2379,28,80,1000000,215,7741,109434,1155,0,5334,2407,7,0,0,0
LoraWAN 2 gateways,0.8,4614,67,80,1000000,215,7741,212244,1155,0,7741,4681,7,-4681,0,0
LoraWAN 3 gateways,0.8,7105,211,80,1000000,215,7741,326830,1155,0,7741,7259,7,-7316,0,0
Multihop 1 gateways,0.9,8101,543,80,1000000,215,8943,799680,1155,84,0,8644,7,16,199,0.999179
LoraWAN 1 gateways,0.9,2502,61,80,1000000,215,8232,115092,1155,0,5669,2563,7,0,0,0
LoraWAN 2 gateways,0.9,4883,78,80,1000000,215,8232,224618,1155,0,8232,4961,7,-4961,0,0
LoraWAN 3 gateways,0.9,7573,180,80,1000000,215,8232,348358,1155,0,8232,7704,7,-7753,0,0
Multihop 1 gateways,1,8472,753,80,1000000,215,9510,826549,1155,59,0,9226,7,30,196,0.998713
LoraWAN 1 gateways,1,2623,84,80,1000000,215,8696,120658,1155,0,5989,2707,7,0,0,0
LoraWAN 2 gateways,1,5142,76,80,1000000,215,8696,236532,1155,0,8696,5218,7,-5218,0,0
LoraWAN 3 gateways,1,7999,215,80,1000000,215,8696,367954,1155,0,8696,8144,7,-8214,0,0
Multihop 1 gateways,0.1,1524,31,80,1000000,215,1569,160910,1155,8,0,1555,7,0,6,0.99971
LoraWAN 1 gateways,0.1,494,6,80,1000000,215,1568,22724,1155,0,1068,500,7,0,0,0
LoraWAN 2 gateways,0.1,831,1,80,1000000,215,1568,38226,1155,0,1568,832,7,-832,0,0
LoraWAN 3 gateways,0.1,1206,4,80,1000000,215,1568,55476,1155,0,1568,1207,7,-1210,0,0
Multihop 1 gateways,0.2,2721,147,80,1000000,215,2900,281384,1155,9,0,2868,7,0,23,0.997672
LoraWAN 1 gateways,0.2,879,6,80,1000000,215,2879,40434,1155,0,1994,885,7,0,0,0
LoraWAN 2 gateways,0.2,1579,6,80,1000000,215,2879,72634,1155,0,2879,1585,7,-1585,0,0
LoraWAN 3 gateways,0.2,2308,18,80,1000000,215,2879,106168,1155,0,2879,2320,7,-2326,0,0
