case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
Multihop 1 gateways,0.5,1057,69,79,200000,43,1214,99.2,1155,36,0,1126,11,5,47,0.997309,3.42853
LoraWAN 1 gateways,0.5,783,2,79,200000,43,785,98.3199,1155,0,0,785,11,0,0,0,3.50937
Multihop 1 gateways,0.5,1044,78,79,200000,43,1220,147.286,1155,32,0,1123,11,1,65,0.996877,3.89012
LoraWAN 1 gateways,0.5,733,14,79,200000,43,747,213.903,1155,0,0,747,11,0,0,0,4.15421
Multihop 1 gateways,0.5,1055,106,79,200000,43,1229,171.125,1155,19,0,1161,12,1,48,0.998776,7.10789
LoraWAN 1 gateways,0.5,731,6,79,200000,43,738,275.287,1155,0,0,738,12,1,0,0,7.84733
Multihop 1 gateways,0.5,1072,56,79,200000,43,1214,123.333,1155,19,0,1128,11,6,61,0.99022,0.875366
LoraWAN 1 gateways,0.5,777,8,79,200000,43,785,156.041,1155,0,0,785,11,0,0,0,0.642949
Multihop 1 gateways,0.5,1042,58,79,200000,43,1237,265.917,1155,23,0,1101,12,1,113,0.968124,9.65454
LoraWAN 1 gateways,0.5,678,5,79,200000,43,687,433.596,1155,0,4,683,12,0,0,0,11.0594
Multihop 1 gateways,0.5,1328,76,100,200000,43,1566,147.286,1155,40,0,1404,11,9,113,0.989667,2.39837
LoraWAN 1 gateways,0.5,810,3,100,200000,43,813,223.641,1155,0,0,813,11,0,0,0,2.32897
Multihop 1 gateways,0.5,1370,56,100,200000,43,1573,147.286,1155,57,0,1426,11,3,87,0.995471,1.89112
LoraWAN 1 gateways,0.5,819,4,100,200000,43,823,172.286,1155,0,0,823,11,0,0,0,1.76612
Multihop 1 gateways,0.5,1352,44,100,200000,43,1571,147.286,1155,51,0,1398,11,3,121,0.99494,2.5563
LoraWAN 1 gateways,0.5,831,10,100,200000,43,841,177.024,1155,0,0,841,11,0,0,0,2.53377
Multihop 1 gateways,0.5,1325,77,100,200000,43,1553,147.286,1155,60,0,1402,11,0,91,0.996384,2.57416
LoraWAN 1 gateways,0.5,854,6,100,200000,43,860,170.156,1155,0,0,860,11,0,0,0,2.59252
Multihop 1 gateways,0.5,1359,53,100,200000,43,1560,123.333,1155,47,0,1414,11,10,91,0.99548,1.09018
LoraWAN 1 gateways,0.5,838,4,100,200000,43,843,148.73,1155,0,0,843,11,1,0,0,0.727096
Multihop 1 gateways,0.5,1518,124,118,200000,43,1853,171.125,1155,51,0,1642,12,12,148,0.98672,4.09903
LoraWAN 1 gateways,0.5,920,1,118,200000,43,921,287.411,1155,0,0,921,12,0,0,0,4.44364
Multihop 1 gateways,0.5,1521,135,118,200000,43,1857,171.125,1155,56,0,1658,12,1,144,0.99005,8.44535
LoraWAN 1 gateways,0.5,953,7,118,200000,43,960,272.904,1155,0,0,960,12,0,0,0,9.66536
Multihop 1 gateways,0.5,1641,67,118,200000,43,1854,123.333,1155,43,0,1708,11,7,96,0.99693,1.03655
LoraWAN 1 gateways,0.5,1007,5,118,200000,43,1012,140.174,1155,0,0,1012,11,0,0,0,0.71026
Multihop 1 gateways,0.5,1513,126,118,200000,43,1853,171.125,1155,59,0,1640,12,12,143,0.994133,10.0785
LoraWAN 1 gateways,0.5,962,5,118,200000,43,968,255.172,1155,0,0,968,12,1,0,0,11.4745
Multihop 1 gateways,0.5,1575,44,118,200000,43,1854,123.333,1155,77,0,1620,11,9,149,0.993925,1.1684
LoraWAN 1 gateways,0.5,953,7,118,200000,43,960,145.302,1155,0,0,960,11,0,0,0,0.753987
Multihop 1 gateways,0.5,1708,120,138,200000,43,2155,147.286,1155,92,0,1829,11,6,229,0.988834,2.06636
LoraWAN 1 gateways,0.5,1046,4,138,200000,43,1051,219.733,1155,0,0,1051,11,1,0,0,1.8772
Multihop 1 gateways,0.5,1709,114,138,200000,43,2152,147.286,1155,98,0,1823,11,18,213,0.990406,2.04912
LoraWAN 1 gateways,0.5,1047,7,138,200000,43,1054,218.159,1155,0,0,1054,11,0,0,0,1.83813
Multihop 1 gateways,0.5,1721,82,138,200000,43,2173,194.889,1155,99,0,1803,12,8,263,0.979298,3.99112
LoraWAN 1 gateways,0.5,1005,6,138,200000,43,1012,330.322,1155,0,0,1012,12,1,0,0,4.32649
Multihop 1 gateways,0.5,1632,192,138,200000,43,2144,171.125,1155,100,0,1825,12,10,210,0.981677,8.28194
LoraWAN 1 gateways,0.5,1098,6,138,200000,43,1104,329.386,1155,0,0,1104,12,0,0,0,9.39812
Multihop 1 gateways,0.5,1570,221,138,200000,43,2157,171.125,1155,111,0,1792,11,5,250,0.992145,9.49412
LoraWAN 1 gateways,0.5,1055,6,138,200000,43,1062,237.383,1155,0,0,1062,11,1,0,0,10.9105
Multihop 1 gateways,0.5,1991,79,159,200000,43,2484,218.6,1155,109,0,2070,12,7,298,0.967242,3.36917
LoraWAN 1 gateways,0.5,1105,7,159,200000,43,1112,433.427,1155,0,0,1112,12,0,0,0,3.56764
Multihop 1 gateways,0.5,1838,177,159,200000,43,2494,218.6,1155,137,0,2015,12,4,338,0.95971,4.02403
LoraWAN 1 gateways,0.5,1124,5,159,200000,43,1131,428.367,1155,0,0,1131,12,2,0,0,4.39514
Multihop 1 gateways,0.5,1953,133,159,200000,43,2481,218.6,1155,130,0,2086,12,5,260,0.982705,3.52424
LoraWAN 1 gateways,0.5,1187,9,159,200000,43,1197,435.816,1155,0,0,1197,12,1,0,0,3.81863
Multihop 1 gateways,0.5,1907,176,159,200000,43,2481,171.125,1155,117,0,2083,12,5,276,0.979915,5.20643
LoraWAN 1 gateways,0.5,1145,3,159,200000,43,1149,265.604,1155,0,0,1149,12,1,0,0,5.74439
Multihop 1 gateways,0.5,1731,296,159,200000,43,2475,171.125,1155,105,0,2028,12,16,327,0.97211,4.45892
LoraWAN 1 gateways,0.5,1131,0,159,200000,43,1132,260.93,1155,0,0,1132,12,1,0,0,4.70896
Multihop 1 gateways,0.5,1970,274,178,200000,43,2803,194.889,1155,144,0,2245,12,15,400,0.967629,7.67505
LoraWAN 1 gateways,0.5,1234,5,178,200000,43,1243,369.436,1155,0,0,1243,12,4,0,0,8.8557
Multihop 1 gateways,0.5,1921,310,178,200000,43,2799,218.6,1155,144,0,2232,12,13,411,0.934426,2.7101
LoraWAN 1 gateways,0.5,1119,8,178,200000,43,1128,461.613,1155,0,0,1128,12,1,0,0,2.63967
Multihop 1 gateways,0.5,1962,228,178,200000,43,2788,242.273,1155,189,0,2192,12,13,396,0.977696,5.80556
LoraWAN 1 gateways,0.5,1187,6,178,200000,43,1197,480.844,1155,0,4,1193,12,0,0,0,6.65915
Multihop 1 gateways,0.5,2075,239,178,200000,43,2801,171.125,1155,146,0,2316,12,6,335,0.974644,3.72365
LoraWAN 1 gateways,0.5,1291,14,178,200000,43,1305,266.499,1155,0,0,1305,12,0,0,0,3.86415
Multihop 1 gateways,0.5,1965,218,178,200000,43,2785,218.6,1155,151,0,2184,12,24,427,0.909473,2.67434
LoraWAN 1 gateways,0.5,1254,11,178,200000,43,1270,429.603,1155,0,4,1266,12,1,0,0,2.70045
Multihop 1 gateways,0.5,2114,404,199,200000,43,3131,218.6,1155,150,0,2518,12,25,438,0.9785,2.42895
LoraWAN 1 gateways,0.5,1372,11,199,200000,43,1383,413.179,1155,0,0,1383,12,0,0,0,2.41865
Multihop 1 gateways,0.5,2129,269,199,200000,43,3114,218.6,1155,198,0,2399,12,20,498,0.972102,3.75438
LoraWAN 1 gateways,0.5,1309,5,199,200000,43,1316,454.398,1155,0,2,1314,12,0,0,0,3.98729
Multihop 1 gateways,0.5,2148,224,199,200000,43,3110,218.6,1155,183,0,2372,12,24,531,0.944646,3.19908
LoraWAN 1 gateways,0.5,1341,14,199,200000,43,1355,434.16,1155,0,0,1355,12,0,0,0,3.26037
Multihop 1 gateways,0.5,2229,206,199,200000,43,3139,194.889,1155,179,0,2435,12,24,501,0.973358,3.96773
LoraWAN 1 gateways,0.5,1235,5,199,200000,43,1243,412.359,1155,0,0,1243,12,3,0,0,4.1992
Multihop 1 gateways,0.5,1989,376,199,200000,43,3138,194.889,1155,203,0,2368,12,20,550,0.962316,8.36252
LoraWAN 1 gateways,0.5,1240,5,199,200000,43,1245,363.068,1155,0,0,1245,12,0,0,0,9.73631
