case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
Multihop 1 gateways,0.2,2778,48,80,1000000,215,2906,99.2,1155,29,0,2826,10,-1,52,0.999646,1.41622
LoraWAN 1 gateways,0.2,2171,6,80,1000000,215,2177,89.229,1155,0,0,2177,10,0,0,0,-nan
Multihop 1 gateways,0.2,2789,56,80,1000000,215,2907,99.2,1155,12,0,2845,10,1,49,0.999739,1.34543
LoraWAN 1 gateways,0.2,2183,5,80,1000000,215,2188,91.6842,1155,0,0,2188,10,0,0,0,-nan
Multihop 1 gateways,0.2,2771,68,80,1000000,215,2906,99.2,1155,22,0,2839,10,1,44,0.999703,1.26254
LoraWAN 1 gateways,0.2,2220,6,80,1000000,215,2226,94.3979,1155,0,0,2226,10,0,0,0,-nan
Multihop 1 gateways,0.2,2742,74,80,1000000,215,2906,99.2,1155,28,0,2816,10,4,58,0.999594,1.35931
LoraWAN 1 gateways,0.2,2204,7,80,1000000,215,2211,87.1542,1155,0,0,2211,10,0,0,0,-nan
Multihop 1 gateways,0.2,2764,85,80,1000000,215,2905,99.2,1155,15,0,2849,10,2,39,0.999951,1.35673
LoraWAN 1 gateways,0.2,2164,5,80,1000000,215,2169,93.6942,1155,0,0,2169,10,0,0,0,-nan
Multihop 1 gateways,0.2,2799,64,80,1000000,215,2905,99.2,1155,16,0,2863,10,2,24,0.999874,1.2335
LoraWAN 1 gateways,0.2,2265,8,80,1000000,215,2274,93.2,1155,0,0,2274,10,1,0,0,-nan
Multihop 1 gateways,0.2,2756,76,80,1000000,215,2907,99.2,1155,17,0,2832,10,7,51,0.999361,1.35558
LoraWAN 1 gateways,0.2,2187,6,80,1000000,215,2193,91.2456,1155,0,0,2193,10,0,0,0,-nan
Multihop 1 gateways,0.2,2778,61,80,1000000,215,2907,99.2,1155,23,0,2839,10,1,44,0.998783,1.29338
LoraWAN 1 gateways,0.2,2211,11,80,1000000,215,2222,92.1895,1155,0,0,2222,10,0,0,0,-nan
Multihop 1 gateways,0.2,2786,48,80,1000000,215,2906,99.2,1155,31,0,2834,10,1,40,0.999767,1.3254
LoraWAN 1 gateways,0.2,2181,8,80,1000000,215,2189,105.122,1155,0,0,2189,10,0,0,0,-nan
Multihop 1 gateways,0.2,2707,122,80,1000000,215,2907,99.2,1155,26,0,2829,10,7,45,0.999724,1.41506
LoraWAN 1 gateways,0.2,2172,5,80,1000000,215,2177,92.4768,1155,0,0,2177,10,0,0,0,-nan
Multihop 1 gateways,0.2,3432,75,100,1000000,215,3633,123.333,1155,34,0,3507,11,4,88,0.9997,1.51448
LoraWAN 1 gateways,0.2,2624,8,100,1000000,215,2633,149,1155,0,0,2633,11,1,0,0,-nan
Multihop 1 gateways,0.2,3417,76,100,1000000,215,3632,123.333,1155,45,0,3493,11,4,90,0.998954,1.59822
LoraWAN 1 gateways,0.2,2558,5,100,1000000,215,2565,151.84,1155,0,0,2565,11,2,0,0,-nan
Multihop 1 gateways,0.2,3373,113,100,1000000,215,3632,123.333,1155,32,0,3487,11,12,102,0.999351,1.6334
LoraWAN 1 gateways,0.2,2605,5,100,1000000,215,2610,137.755,1155,0,0,2610,11,0,0,0,-nan
Multihop 1 gateways,0.2,3433,83,100,1000000,215,3632,123.333,1155,34,0,3516,11,6,76,0.999212,1.5773
LoraWAN 1 gateways,0.2,2559,4,100,1000000,215,2564,148.213,1155,0,0,2564,11,1,0,0,-nan
Multihop 1 gateways,0.2,3438,68,100,1000000,215,3633,123.333,1155,47,0,3506,11,5,75,0.998899,1.51657
LoraWAN 1 gateways,0.2,2606,4,100,1000000,215,2610,148.468,1155,0,0,2610,11,0,0,0,-nan
Multihop 1 gateways,0.2,3395,78,100,1000000,215,3632,123.333,1155,60,0,3473,11,3,96,0.999316,1.53836
LoraWAN 1 gateways,0.2,2615,6,100,1000000,215,2621,147.629,1155,0,0,2621,11,0,0,0,-nan
Multihop 1 gateways,0.2,3385,176,100,1000000,215,3632,123.333,1155,19,0,3561,11,1,51,0.998773,1.41256
LoraWAN 1 gateways,0.2,2706,14,100,1000000,215,2720,144.853,1155,0,0,2720,11,0,0,0,-nan
Multihop 1 gateways,0.2,3411,50,100,1000000,215,3633,123.333,1155,50,0,3462,11,6,116,0.999708,1.62256
LoraWAN 1 gateways,0.2,2577,1,100,1000000,215,2579,140.061,1155,0,0,2579,11,1,0,0,-nan
Multihop 1 gateways,0.2,3397,84,100,1000000,215,3633,123.333,1155,49,0,3481,10,3,100,0.999464,1.59668
LoraWAN 1 gateways,0.2,2659,19,100,1000000,215,2679,135.774,1155,0,0,2679,10,1,0,0,-nan
Multihop 1 gateways,0.2,3422,108,100,1000000,215,3632,123.333,1155,25,0,3530,11,3,74,0.999623,1.49776
LoraWAN 1 gateways,0.2,2652,5,100,1000000,215,2657,142.995,1155,0,0,2657,11,0,0,0,-nan
Multihop 1 gateways,0.2,4105,123,120,1000000,215,4395,147.286,1155,39,0,4228,11,5,123,0.999372,1.65802
LoraWAN 1 gateways,0.2,2948,9,120,1000000,215,2960,230.76,1155,0,0,2960,11,3,0,0,-nan
Multihop 1 gateways,0.2,3953,167,120,1000000,215,4389,147.286,1155,79,0,4121,11,8,182,0.998451,1.85581
LoraWAN 1 gateways,0.2,2811,3,120,1000000,215,2815,206.832,1155,0,0,2815,11,1,0,0,-nan
Multihop 1 gateways,0.2,4045,130,120,1000000,215,4387,147.286,1155,51,0,4175,11,15,146,0.999234,1.85616
LoraWAN 1 gateways,0.2,2936,6,120,1000000,215,2942,196.875,1155,0,0,2942,11,0,0,0,-nan
Multihop 1 gateways,0.2,4007,167,120,1000000,215,4392,147.286,1155,42,0,4175,11,7,169,0.998874,1.78626
LoraWAN 1 gateways,0.2,3033,7,120,1000000,215,3040,168.13,1155,0,0,3040,11,0,0,0,-nan
Multihop 1 gateways,0.2,3896,258,120,1000000,215,4391,147.286,1155,67,0,4155,11,12,158,0.998332,1.83317
LoraWAN 1 gateways,0.2,2934,4,120,1000000,215,2941,187.352,1155,0,0,2941,11,3,0,0,-nan
Multihop 1 gateways,0.2,3987,200,120,1000000,215,4393,147.286,1155,47,0,4187,11,11,148,0.999721,1.72454
LoraWAN 1 gateways,0.2,2943,10,120,1000000,215,2955,184.301,1155,0,0,2955,11,2,0,0,-nan
Multihop 1 gateways,0.2,4089,146,120,1000000,215,4391,147.286,1155,40,0,4235,11,7,109,0.997794,1.64652
LoraWAN 1 gateways,0.2,3005,10,120,1000000,215,3016,175.009,1155,0,0,3016,11,1,0,0,-nan
Multihop 1 gateways,0.2,4101,81,120,1000000,215,4387,147.286,1155,60,0,4182,11,5,140,0.999088,1.75172
LoraWAN 1 gateways,0.2,2949,13,120,1000000,215,2964,186.788,1155,0,0,2964,11,2,0,0,-nan
Multihop 1 gateways,0.2,4053,128,120,1000000,215,4392,147.286,1155,55,0,4181,11,5,151,0.998563,1.7685
LoraWAN 1 gateways,0.2,2933,9,120,1000000,215,2943,221.473,1155,0,0,2943,11,1,0,0,-nan
Multihop 1 gateways,0.2,4086,102,120,1000000,215,4391,147.286,1155,60,0,4188,11,7,136,0.99914,1.82117
LoraWAN 1 gateways,0.2,2985,16,120,1000000,215,3001,187.001,1155,0,0,3001,11,0,0,0,-nan
Multihop 1 gateways,0.2,4558,217,140,1000000,215,5088,171.125,1155,65,0,4775,12,14,234,0.998815,1.97537
LoraWAN 1 gateways,0.2,3133,8,140,1000000,215,3142,275.428,1155,0,0,3142,12,1,0,0,-nan
Multihop 1 gateways,0.2,4588,164,140,1000000,215,5080,171.125,1155,99,0,4752,12,13,216,0.998455,1.9366
LoraWAN 1 gateways,0.2,3235,4,140,1000000,215,3239,273.037,1155,0,0,3239,12,0,0,0,-nan
Multihop 1 gateways,0.2,4675,133,140,1000000,215,5087,171.125,1155,57,0,4808,12,16,206,0.998366,1.96503
LoraWAN 1 gateways,0.2,3219,7,140,1000000,215,3228,270.158,1155,0,0,3228,12,2,0,0,-nan
Multihop 1 gateways,0.2,4724,108,140,1000000,215,5083,171.125,1155,40,0,4796,12,-10,221,0.999334,1.88809
LoraWAN 1 gateways,0.2,3272,10,140,1000000,215,3283,274.499,1155,0,0,3283,12,1,0,0,-nan
Multihop 1 gateways,0.2,4596,148,140,1000000,215,5083,171.125,1155,77,0,4744,12,7,255,0.998248,1.98393
LoraWAN 1 gateways,0.2,3258,2,140,1000000,215,3260,263.653,1155,0,0,3260,12,0,0,0,-nan
Multihop 1 gateways,0.2,4538,147,140,1000000,215,5082,171.125,1155,130,0,4685,12,19,248,0.998318,2.00482
LoraWAN 1 gateways,0.2,3227,9,140,1000000,215,3238,260.005,1155,0,0,3238,12,2,0,0,-nan
Multihop 1 gateways,0.2,4634,110,140,1000000,215,5085,171.125,1155,95,0,4744,12,5,241,0.999035,1.92934
LoraWAN 1 gateways,0.2,3178,5,140,1000000,215,3186,287.167,1155,0,0,3186,12,3,0,0,-nan
Multihop 1 gateways,0.2,4623,98,140,1000000,215,5088,171.125,1155,104,0,4721,12,6,257,0.998238,2.0044
LoraWAN 1 gateways,0.2,3150,5,140,1000000,215,3155,270.74,1155,0,0,3155,12,0,0,0,-nan
Multihop 1 gateways,0.2,4572,162,140,1000000,215,5080,171.125,1155,73,0,4734,12,12,261,0.998019,2.07777
LoraWAN 1 gateways,0.2,3140,5,140,1000000,215,3147,254.598,1155,0,0,3147,12,2,0,0,-nan
Multihop 1 gateways,0.2,4426,329,140,1000000,215,5086,171.125,1155,88,0,4755,12,9,234,0.998081,1.98742
LoraWAN 1 gateways,0.2,3224,2,140,1000000,215,3226,276.738,1155,0,0,3226,12,0,0,0,-nan
Multihop 1 gateways,0.2,5163,166,160,1000000,215,5820,194.889,1155,132,0,5329,12,15,344,0.996855,2.23423
LoraWAN 1 gateways,0.2,3474,5,160,1000000,215,3480,363.4,1155,0,0,3480,12,1,0,0,-nan
Multihop 1 gateways,0.2,5109,318,160,1000000,215,5818,194.889,1155,79,0,5427,12,27,285,0.998814,2.1394
LoraWAN 1 gateways,0.2,3518,7,160,1000000,215,3525,366.492,1155,0,0,3525,12,0,0,0,-nan
Multihop 1 gateways,0.2,5193,102,160,1000000,215,5822,194.889,1155,100,0,5296,12,20,407,0.997432,2.27263
LoraWAN 1 gateways,0.2,3427,7,160,1000000,215,3436,310.74,1155,0,0,3436,12,2,0,0,-nan
Multihop 1 gateways,0.2,5099,230,160,1000000,215,5818,194.889,1155,138,0,5329,12,5,346,0.997708,2.28985
LoraWAN 1 gateways,0.2,3366,6,160,1000000,215,3373,333.641,1155,0,0,3373,12,1,0,0,-nan
Multihop 1 gateways,0.2,5185,142,160,1000000,215,5820,194.889,1155,109,0,5329,12,17,367,0.997176,2.23206
LoraWAN 1 gateways,0.2,3459,2,160,1000000,215,3461,329.112,1155,0,0,3461,12,0,0,0,-nan
Multihop 1 gateways,0.2,5105,228,160,1000000,215,5816,194.889,1155,138,0,5333,12,20,325,0.998152,2.2125
LoraWAN 1 gateways,0.2,3473,7,160,1000000,215,3481,328.432,1155,0,0,3481,12,1,0,0,-nan
Multihop 1 gateways,0.2,5080,259,160,1000000,215,5820,194.889,1155,136,0,5340,12,11,334,0.996697,2.22728
LoraWAN 1 gateways,0.2,3554,12,160,1000000,215,3566,308.345,1155,0,0,3566,12,0,0,0,-nan
Multihop 1 gateways,0.2,5142,195,160,1000000,215,5828,194.889,1155,121,0,5337,12,15,355,0.998418,2.19411
LoraWAN 1 gateways,0.2,3450,6,160,1000000,215,3456,350.028,1155,0,0,3456,12,0,0,0,-nan
Multihop 1 gateways,0.2,5172,182,160,1000000,215,5820,194.889,1155,80,0,5354,12,33,353,0.996892,2.17281
LoraWAN 1 gateways,0.2,3480,7,160,1000000,215,3487,344.005,1155,0,0,3487,12,0,0,0,-nan
Multihop 1 gateways,0.2,5004,275,160,1000000,215,5817,194.889,1155,167,0,5279,12,20,351,0.997361,2.2744
LoraWAN 1 gateways,0.2,3414,2,160,1000000,215,3417,326.419,1155,0,0,3417,12,1,0,0,-nan
