case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
Multihop 1 gateways,0.2,709,6,20,1000000,215,723,23,1155,6,0,715,8,0,2,0.999995,0.691907
LoraWAN 1 gateways,0.2,662,5,20,1000000,215,667,23,1155,0,0,667,8,0,0,0,-nan
Multihop 1 gateways,0.2,703,14,20,1000000,215,723,23,1155,2,0,717,8,0,4,0.999926,0.670534
LoraWAN 1 gateways,0.2,665,4,20,1000000,215,669,23,1155,0,0,669,8,0,0,0,-nan
Multihop 1 gateways,0.2,716,4,20,1000000,215,723,23,1155,2,0,720,8,0,1,0.999958,0.678455
LoraWAN 1 gateways,0.2,667,2,20,1000000,215,669,23,1155,0,0,669,8,0,0,0,-nan
Multihop 1 gateways,0.2,712,8,20,1000000,215,722,23,1155,0,0,720,8,0,2,0.999985,0.658842
LoraWAN 1 gateways,0.2,677,0,20,1000000,215,677,23,1155,0,0,677,8,0,0,0,-nan
Multihop 1 gateways,0.2,709,10,20,1000000,215,722,23,1155,2,0,719,8,0,1,1,0.710335
LoraWAN 1 gateways,0.2,665,2,20,1000000,215,667,23,1155,0,0,667,8,0,0,0,-nan
Multihop 1 gateways,0.2,708,12,20,1000000,215,723,23,1155,2,0,720,8,0,1,0.999984,0.637995
LoraWAN 1 gateways,0.2,665,6,20,1000000,215,671,23,1155,0,0,671,8,0,0,0,-nan
Multihop 1 gateways,0.2,720,2,20,1000000,215,723,23,1155,0,0,722,8,0,1,0.999992,0.683998
LoraWAN 1 gateways,0.2,667,2,20,1000000,215,669,23,1155,0,0,669,8,0,0,0,-nan
Multihop 1 gateways,0.2,718,2,20,1000000,215,722,23,1155,0,0,720,8,1,1,1,0.688702
LoraWAN 1 gateways,0.2,667,2,20,1000000,215,669,23,1155,0,0,669,8,0,0,0,-nan
Multihop 1 gateways,0.2,713,6,20,1000000,215,722,23,1155,2,0,719,8,0,1,0.999931,0.653267
LoraWAN 1 gateways,0.2,669,2,20,1000000,215,671,23,1155,0,0,671,8,0,0,0,-nan
Multihop 1 gateways,0.2,704,16,20,1000000,215,723,23,1155,2,0,720,8,0,1,0.99994,0.708067
LoraWAN 1 gateways,0.2,666,1,20,1000000,215,667,23,1155,0,0,667,8,0,0,0,-nan
Multihop 1 gateways,0.2,1423,18,40,1000000,215,1443,49.6667,1155,0,0,1441,9,0,2,0.999963,0.855602
LoraWAN 1 gateways,0.2,1283,7,40,1000000,215,1290,46,1155,0,0,1290,9,0,0,0,-nan
Multihop 1 gateways,0.2,1425,12,40,1000000,215,1443,49.6667,1155,2,0,1437,9,0,4,0.999986,0.877616
LoraWAN 1 gateways,0.2,1283,2,40,1000000,215,1286,46,1155,0,0,1286,9,1,0,0,-nan
Multihop 1 gateways,0.2,1400,29,40,1000000,215,1445,49.6667,1155,6,0,1429,9,2,8,0.999952,0.958999
LoraWAN 1 gateways,0.2,1228,7,40,1000000,215,1235,46,1155,0,0,1235,9,0,0,0,-nan
Multihop 1 gateways,0.2,1413,18,40,1000000,215,1441,49.6667,1155,6,0,1431,9,2,2,0.999929,0.828467
LoraWAN 1 gateways,0.2,1278,6,40,1000000,215,1284,46,1155,0,0,1284,9,0,0,0,-nan
Multihop 1 gateways,0.2,1412,24,40,1000000,215,1444,49.6667,1155,0,0,1436,9,0,8,0.999997,0.916092
LoraWAN 1 gateways,0.2,1243,4,40,1000000,215,1247,46,1155,0,0,1247,9,0,0,0,-nan
Multihop 1 gateways,0.2,1410,21,40,1000000,215,1443,49.6667,1155,4,0,1431,9,0,8,0.999977,0.969733
LoraWAN 1 gateways,0.2,1247,5,40,1000000,215,1252,46,1155,0,0,1252,9,0,0,0,-nan
Multihop 1 gateways,0.2,1407,26,40,1000000,215,1445,49.6667,1155,5,0,1433,9,1,6,0.999925,0.915289
LoraWAN 1 gateways,0.2,1254,4,40,1000000,215,1258,46,1155,0,0,1258,9,0,0,0,-nan
Multihop 1 gateways,0.2,1392,33,40,1000000,215,1445,49.6667,1155,5,0,1425,9,0,15,0.999775,0.969533
LoraWAN 1 gateways,0.2,1248,8,40,1000000,215,1256,46,1155,0,0,1256,9,0,0,0,-nan
Multihop 1 gateways,0.2,1419,12,40,1000000,215,1442,49.6667,1155,7,0,1432,9,1,3,0.999927,0.906215
LoraWAN 1 gateways,0.2,1273,2,40,1000000,215,1275,46,1155,0,0,1275,9,0,0,0,-nan
Multihop 1 gateways,0.2,1424,12,40,1000000,215,1443,49.6667,1155,0,0,1436,9,2,5,1,0.878426
LoraWAN 1 gateways,0.2,1261,12,40,1000000,215,1273,46,1155,0,0,1273,9,0,0,0,-nan
Multihop 1 gateways,0.2,2103,28,60,1000000,215,2165,74.75,1155,13,0,2131,9,3,18,0.999916,1.07957
LoraWAN 1 gateways,0.2,1809,9,60,1000000,215,1818,62.9205,1155,0,0,1818,9,0,0,0,-nan
Multihop 1 gateways,0.2,2106,38,60,1000000,215,2167,74.75,1155,9,0,2144,9,1,13,0.999831,1.05024
LoraWAN 1 gateways,0.2,1805,4,60,1000000,215,1809,75.5,1155,0,0,1809,9,0,0,0,-nan
Multihop 1 gateways,0.2,2090,46,60,1000000,215,2169,74.75,1155,8,0,2136,9,4,21,0.9998,1.1881
LoraWAN 1 gateways,0.2,1753,7,60,1000000,215,1760,70.7828,1155,0,0,1760,9,0,0,0,-nan
Multihop 1 gateways,0.2,2089,42,60,1000000,215,2169,74.75,1155,6,0,2132,10,7,25,0.999828,1.19069
LoraWAN 1 gateways,0.2,1707,2,60,1000000,215,1709,75.5,1155,0,0,1709,10,0,0,0,-nan
Multihop 1 gateways,0.2,2095,52,60,1000000,215,2169,74.75,1155,3,0,2147,9,1,18,0.999999,1.12339
LoraWAN 1 gateways,0.2,1819,4,60,1000000,215,1823,57.5,1155,0,0,1823,9,0,0,0,-nan
Multihop 1 gateways,0.2,2087,44,60,1000000,215,2169,74.75,1155,16,0,2131,9,2,20,0.999931,1.1295
LoraWAN 1 gateways,0.2,1777,6,60,1000000,215,1783,65.2838,1155,0,0,1783,9,0,0,0,-nan
Multihop 1 gateways,0.2,2047,86,60,1000000,215,2168,74.75,1155,8,0,2133,10,1,26,0.999911,1.15941
LoraWAN 1 gateways,0.2,1776,3,60,1000000,215,1779,68.2986,1155,0,0,1779,10,0,0,0,-nan
Multihop 1 gateways,0.2,2088,28,60,1000000,215,2159,74.75,1155,12,0,2116,9,2,29,0.999902,1.1296
LoraWAN 1 gateways,0.2,1780,6,60,1000000,215,1786,69.8962,1155,0,0,1786,9,0,0,0,-nan
Multihop 1 gateways,0.2,2076,28,60,1000000,215,2166,74.75,1155,35,0,2104,10,2,25,0.999768,1.16912
LoraWAN 1 gateways,0.2,1716,5,60,1000000,215,1721,75.5,1155,0,0,1721,10,0,0,0,-nan
Multihop 1 gateways,0.2,2097,42,60,1000000,215,2168,74.75,1155,10,0,2140,9,5,14,0.999931,1.08387
LoraWAN 1 gateways,0.2,1810,11,60,1000000,215,1821,64.4231,1155,0,0,1821,9,0,0,0,-nan
