case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
Multihop 1 gateways,0.4,1710,106,160,200000,43,2127,194.889,1155,65,0,1816,7,18,228,0.990556,0.815004
LoraWAN 1 gateways,0.4,140,0,160,200000,43,2024,9.2,1155,0,1884,140,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,814,8,160,200000,43,2024,40.8889,1155,0,2024,822,7,-822,0,0,-nan
LoraWAN 3 gateways,0.4,1235,14,160,200000,43,2024,40.8889,1155,0,2024,1249,7,-1249,0,0,-nan
Multihop 1 gateways,0.5,1898,145,160,200000,43,2519,194.889,1155,137,0,2043,7,11,328,0.989379,0.923591
LoraWAN 1 gateways,0.5,139,0,160,200000,43,2366,9.2,1155,0,2227,139,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,971,12,160,200000,43,2366,40.8889,1155,0,2366,983,7,-983,0,0,-nan
LoraWAN 3 gateways,0.5,1440,31,160,200000,43,2366,40.8889,1155,0,2366,1471,7,-1471,0,0,-nan
Multihop 1 gateways,0.6,2028,291,160,200000,43,2900,194.889,1155,123,0,2319,7,10,448,0.980459,1.07325
LoraWAN 1 gateways,0.6,171,0,160,200000,43,2655,9.2,1155,0,2484,171,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,1040,15,160,200000,43,2655,40.8889,1155,0,2655,1055,7,-1055,0,0,-nan
LoraWAN 3 gateways,0.6,1585,36,160,200000,43,2655,40.8889,1155,0,2655,1621,7,-1621,0,0,-nan
Multihop 1 gateways,0.7,2214,319,160,200000,43,3239,194.889,1155,144,0,2533,7,30,532,0.982832,1.16848
LoraWAN 1 gateways,0.7,179,0,160,200000,43,2886,9.2,1155,0,2707,179,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1112,23,160,200000,43,2886,40.8889,1155,0,2886,1135,7,-1135,0,0,-nan
LoraWAN 3 gateways,0.7,1729,25,160,200000,43,2886,40.8889,1155,0,2886,1754,7,-1754,0,0,-nan
Multihop 1 gateways,0.8,2545,210,160,200000,43,3560,194.889,1155,196,0,2755,7,20,589,0.982869,1.27988
LoraWAN 1 gateways,0.8,199,0,160,200000,43,3121,9.2,1155,0,2922,199,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1208,27,160,200000,43,3121,40.8889,1155,0,3121,1235,7,-1235,0,0,-nan
LoraWAN 3 gateways,0.8,1870,38,160,200000,43,3121,40.8889,1155,0,3121,1908,7,-1908,0,0,-nan
Multihop 1 gateways,0.9,2603,254,160,200000,43,3841,194.889,1155,263,0,2857,7,30,691,0.974223,1.35887
LoraWAN 1 gateways,0.9,216,0,160,200000,43,3329,9.2,1155,0,3113,216,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1300,20,160,200000,43,3329,40.8889,1155,0,3329,1320,7,-1320,0,0,-nan
LoraWAN 3 gateways,0.9,1994,40,160,200000,43,3329,40.8889,1155,0,3329,2034,7,-2034,0,0,-nan
Multihop 1 gateways,1,2417,620,160,200000,43,4140,194.889,1155,253,0,3037,7,31,819,0.962308,1.42651
LoraWAN 1 gateways,1,212,0,160,200000,43,3513,9.2,1155,0,3301,212,7,0,0,0,-nan
LoraWAN 2 gateways,1,1390,33,160,200000,43,3513,40.8889,1155,0,3513,1424,7,-1423,0,0,-nan
LoraWAN 3 gateways,1,2094,44,160,200000,43,3513,40.8889,1155,0,3513,2139,7,-2138,0,0,-nan
Multihop 1 gateways,0.1,559,14,160,200000,43,608,194.889,1155,14,0,573,7,-1,22,0.995148,0.229725
LoraWAN 1 gateways,0.1,32,0,160,200000,43,608,9.2,1155,0,576,32,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,230,0,160,200000,43,608,40.8889,1155,0,608,230,7,-230,0,0,-nan
LoraWAN 3 gateways,0.1,354,1,160,200000,43,608,40.8889,1155,0,608,355,7,-355,0,0,-nan
Multihop 1 gateways,0.2,1010,56,160,200000,43,1172,194.889,1155,22,0,1067,7,4,80,0.995812,0.440724
LoraWAN 1 gateways,0.2,79,0,160,200000,43,1152,9.2,1155,0,1073,79,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,463,2,160,200000,43,1152,40.8889,1155,0,1152,465,7,-465,0,0,-nan
LoraWAN 3 gateways,0.2,689,2,160,200000,43,1152,40.8889,1155,0,1152,691,7,-691,0,0,-nan
Multihop 1 gateways,0.3,1412,63,160,200000,43,1673,194.889,1155,38,0,1475,7,5,155,0.993151,0.626131
LoraWAN 1 gateways,0.3,105,0,160,200000,43,1621,9.2,1155,0,1516,105,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,649,3,160,200000,43,1621,40.8889,1155,0,1621,652,7,-652,0,0,-nan
LoraWAN 3 gateways,0.3,966,10,160,200000,43,1621,40.8889,1155,0,1621,977,7,-976,0,0,-nan
Multihop 1 gateways,0.4,1613,186,160,200000,43,2126,194.889,1155,71,0,1800,7,17,239,0.994807,0.770942
LoraWAN 1 gateways,0.4,155,0,160,200000,43,2024,9.2,1155,0,1869,155,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,772,15,160,200000,43,2024,40.8889,1155,0,2024,787,7,-787,0,0,-nan
LoraWAN 3 gateways,0.4,1177,17,160,200000,43,2024,40.8889,1155,0,2024,1194,7,-1194,0,0,-nan
Multihop 1 gateways,0.5,1973,88,160,200000,43,2514,194.889,1155,119,0,2061,7,5,329,0.985507,0.920088
LoraWAN 1 gateways,0.5,150,2,160,200000,43,2366,9.2,1155,0,2214,152,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,932,12,160,200000,43,2366,40.8889,1155,0,2366,944,7,-944,0,0,-nan
LoraWAN 3 gateways,0.5,1417,16,160,200000,43,2366,40.8889,1155,0,2366,1433,7,-1433,0,0,-nan
Multihop 1 gateways,0.6,2154,219,160,200000,43,2910,194.889,1155,137,0,2373,7,6,394,0.985354,1.05127
LoraWAN 1 gateways,0.6,183,4,160,200000,43,2655,9.2,1155,0,2468,187,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,1034,16,160,200000,43,2655,40.8889,1155,0,2655,1050,7,-1050,0,0,-nan
LoraWAN 3 gateways,0.6,1569,17,160,200000,43,2655,40.8889,1155,0,2655,1586,7,-1586,0,0,-nan
Multihop 1 gateways,0.7,1894,690,160,200000,43,3231,194.889,1155,152,0,2584,7,18,477,0.98279,1.15267
LoraWAN 1 gateways,0.7,199,0,160,200000,43,2886,9.2,1155,0,2687,199,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1129,18,160,200000,43,2886,40.8889,1155,0,2886,1147,7,-1147,0,0,-nan
LoraWAN 3 gateways,0.7,1674,27,160,200000,43,2886,40.8889,1155,0,2886,1701,7,-1701,0,0,-nan
Multihop 1 gateways,0.8,2470,308,160,200000,43,3578,194.889,1155,217,0,2779,7,8,575,0.979854,1.25545
LoraWAN 1 gateways,0.8,216,2,160,200000,43,3121,9.2,1155,0,2903,218,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1197,31,160,200000,43,3121,40.8889,1155,0,3121,1228,7,-1228,0,0,-nan
LoraWAN 3 gateways,0.8,1821,40,160,200000,43,3121,40.8889,1155,0,3121,1861,7,-1861,0,0,-nan
Multihop 1 gateways,0.9,2690,253,160,200000,43,3862,194.889,1155,233,0,2944,7,11,675,0.980192,1.3414
LoraWAN 1 gateways,0.9,233,4,160,200000,43,3329,9.2,1155,0,3092,237,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1299,27,160,200000,43,3329,40.8889,1155,0,3329,1326,7,-1326,0,0,-nan
LoraWAN 3 gateways,0.9,1931,42,160,200000,43,3329,40.8889,1155,0,3329,1973,7,-1973,0,0,-nan
Multihop 1 gateways,1,2651,454,160,200000,43,4138,194.889,1155,251,0,3106,7,45,737,0.967918,1.41447
LoraWAN 1 gateways,1,227,3,160,200000,43,3513,9.2,1155,0,3283,230,7,0,0,0,-nan
LoraWAN 2 gateways,1,1322,36,160,200000,43,3513,40.8889,1155,0,3513,1358,7,-1358,0,0,-nan
LoraWAN 3 gateways,1,2037,35,160,200000,43,3513,40.8889,1155,0,3513,2072,7,-2072,0,0,-nan
Multihop 1 gateways,0.1,565,16,160,200000,43,608,194.889,1155,5,0,581,7,2,20,0.999037,0.238779
LoraWAN 1 gateways,0.1,30,0,160,200000,43,608,9.2,1155,0,578,30,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,215,0,160,200000,43,608,40.8889,1155,0,608,215,7,-215,0,0,-nan
LoraWAN 3 gateways,0.1,324,0,160,200000,43,608,40.25,1155,0,608,324,7,-324,0,0,-nan
Multihop 1 gateways,0.2,1042,28,160,200000,43,1166,194.889,1155,11,0,1070,7,1,84,0.99724,0.455485
LoraWAN 1 gateways,0.2,70,2,160,200000,43,1152,9.2,1155,0,1080,72,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,393,2,160,200000,43,1152,40.8889,1155,0,1152,395,7,-395,0,0,-nan
LoraWAN 3 gateways,0.2,591,2,160,200000,43,1152,40.25,1155,0,1152,593,7,-593,0,0,-nan
Multihop 1 gateways,0.3,1373,73,160,200000,43,1670,194.889,1155,55,0,1448,7,8,161,0.993643,0.620383
LoraWAN 1 gateways,0.3,96,0,160,200000,43,1621,9.2,1155,0,1525,96,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,607,2,160,200000,43,1621,40.8889,1155,0,1621,610,7,-609,0,0,-nan
LoraWAN 3 gateways,0.3,859,9,160,200000,43,1621,40.25,1155,0,1621,868,7,-868,0,0,-nan
Multihop 1 gateways,0.4,1724,74,160,200000,43,2126,194.889,1155,69,0,1798,7,8,251,0.983639,0.793461
LoraWAN 1 gateways,0.4,138,2,160,200000,43,2024,9.2,1155,0,1884,140,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,727,12,160,200000,43,2024,40.8889,1155,0,2024,739,7,-739,0,0,-nan
LoraWAN 3 gateways,0.4,1081,16,160,200000,43,2024,40.25,1155,0,2024,1097,7,-1097,0,0,-nan
Multihop 1 gateways,0.5,1690,334,160,200000,43,2499,194.889,1155,133,0,2024,7,11,331,0.97951,0.924607
LoraWAN 1 gateways,0.5,139,0,160,200000,43,2366,9.2,1155,0,2227,139,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,850,19,160,200000,43,2366,40.8889,1155,0,2366,869,7,-869,0,0,-nan
LoraWAN 3 gateways,0.5,1235,20,160,200000,43,2366,40.25,1155,0,2366,1255,7,-1255,0,0,-nan
Multihop 1 gateways,0.6,2054,297,160,200000,43,2928,194.889,1155,141,0,2352,7,17,419,0.985446,1.07409
LoraWAN 1 gateways,0.6,171,0,160,200000,43,2655,9.2,1155,0,2484,171,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,962,8,160,200000,43,2655,40.8889,1155,0,2655,970,7,-970,0,0,-nan
LoraWAN 3 gateways,0.6,1376,35,160,200000,43,2655,40.25,1155,0,2655,1411,7,-1411,0,0,-nan
Multihop 1 gateways,0.7,2081,425,160,200000,43,3218,194.889,1155,173,0,2509,7,14,525,0.986576,1.17124
LoraWAN 1 gateways,0.7,175,4,160,200000,43,2886,9.2,1155,0,2707,179,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1083,24,160,200000,43,2886,40.8889,1155,0,2886,1107,7,-1107,0,0,-nan
LoraWAN 3 gateways,0.7,1544,19,160,200000,43,2886,40.25,1155,0,2886,1563,7,-1563,0,0,-nan
Multihop 1 gateways,0.8,2402,285,160,200000,43,3551,194.889,1155,215,0,2687,7,26,623,0.967841,1.2594
LoraWAN 1 gateways,0.8,195,4,160,200000,43,3121,9.2,1155,0,2922,199,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1134,34,160,200000,43,3121,40.8889,1155,0,3121,1168,7,-1168,0,0,-nan
LoraWAN 3 gateways,0.8,1648,30,160,200000,43,3121,40.25,1155,0,3121,1678,7,-1678,0,0,-nan
Multihop 1 gateways,0.9,2641,279,160,200000,43,3862,194.889,1155,209,0,2921,7,27,706,0.968666,1.36288
