case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
LoraWAN 1 gateways,0.8,4182,64,60,1000000,215,4247,353894,1155,0,0,4247,10,1,0,0
Multihop 1 gateways,0.8,5801,463,60,1000000,215,6400,659479,1155,0,0,6264,7,1,135,0.995513
LoraWAN 1 gateways,0.8,4200,89,60,1000000,215,4289,350785,1155,0,0,4289,10,0,0,0
Multihop 1 gateways,0.8,7920,531,80,1000000,215,8737,1094577,1155,0,0,8451,7,2,284,0.996156
LoraWAN 1 gateways,0.8,5189,78,80,1000000,215,5267,496110,1155,0,0,5267,10,0,0,0
Multihop 1 gateways,0.8,8036,371,80,1000000,215,8717,1120558,1155,0,0,8407,7,0,310,0.998018
LoraWAN 1 gateways,0.8,5149,84,80,1000000,215,5234,498052,1155,0,0,5234,10,1,0,0
Multihop 1 gateways,0.8,7672,807,80,1000000,215,8761,1081149,1155,0,0,8479,7,1,281,0.999201
LoraWAN 1 gateways,0.8,5093,74,80,1000000,215,5167,503156,1155,0,0,5167,10,0,0,0
Multihop 1 gateways,0.8,7842,630,80,1000000,215,8781,1149592,1155,0,0,8474,7,3,306,0.999314
LoraWAN 1 gateways,0.8,5044,78,80,1000000,215,5124,505357,1155,0,0,5124,10,2,0,0
Multihop 1 gateways,0.8,7881,588,80,1000000,215,8792,1140087,1155,0,0,8469,7,0,323,0.995715
LoraWAN 1 gateways,0.8,5021,90,80,1000000,215,5111,505040,1155,0,0,5111,10,0,0,0
Multihop 1 gateways,0.8,7845,628,80,1000000,215,8763,1115175,1155,0,0,8473,7,2,288,0.999521
LoraWAN 1 gateways,0.8,5058,85,80,1000000,215,5144,501883,1155,0,0,5144,10,1,0,0
Multihop 1 gateways,0.8,7760,698,80,1000000,215,8716,1058631,1155,0,0,8459,7,1,257,0.999425
LoraWAN 1 gateways,0.8,5213,89,80,1000000,215,5302,492331,1155,0,0,5302,10,0,0,0
Multihop 1 gateways,0.8,7789,566,80,1000000,215,8725,1108468,1155,0,0,8356,7,2,368,0.988354
LoraWAN 1 gateways,0.8,5097,84,80,1000000,215,5181,502153,1155,0,0,5181,11,0,0,0
Multihop 1 gateways,0.8,7532,881,80,1000000,215,8729,1066292,1155,0,0,8413,7,1,315,0.999404
LoraWAN 1 gateways,0.8,5146,80,80,1000000,215,5226,498976,1155,0,0,5226,10,0,0,0
Multihop 1 gateways,0.8,7840,596,80,1000000,215,8704,1064301,1155,0,0,8438,7,3,265,0.997914
LoraWAN 1 gateways,0.8,5183,95,80,1000000,215,5278,494834,1155,0,0,5278,10,0,0,0
Multihop 1 gateways,0.8,9261,1203,100,1000000,215,11128,1518352,1155,0,0,10464,7,0,664,0.993455
LoraWAN 1 gateways,0.8,5839,70,100,1000000,215,5909,660072,1155,0,0,5909,11,0,0,0
Multihop 1 gateways,0.8,9831,779,100,1000000,215,11195,1624966,1155,0,0,10611,7,4,581,0.997555
LoraWAN 1 gateways,0.8,5816,92,100,1000000,215,5909,658864,1155,0,0,5909,11,1,0,0
Multihop 1 gateways,0.8,9549,1066,100,1000000,215,11133,1529642,1155,0,0,10615,7,2,516,0.997856
LoraWAN 1 gateways,0.8,5932,93,100,1000000,215,6025,651091,1155,0,0,6025,11,0,0,0
Multihop 1 gateways,0.8,9483,1014,100,1000000,215,11131,1564598,1155,0,0,10497,7,0,634,0.998516
LoraWAN 1 gateways,0.8,5873,86,100,1000000,215,5959,657518,1155,0,0,5959,11,0,0,0
Multihop 1 gateways,0.8,9402,1069,100,1000000,215,11157,1590671,1155,0,0,10471,7,1,685,0.981943
LoraWAN 1 gateways,0.8,5796,89,100,1000000,215,5886,660490,1155,0,0,5886,12,1,0,0
Multihop 1 gateways,0.8,9822,768,100,1000000,215,11235,1668067,1155,0,0,10591,7,4,641,0.995264
LoraWAN 1 gateways,0.8,5797,77,100,1000000,215,5875,662220,1155,0,0,5875,11,1,0,0
Multihop 1 gateways,0.8,9306,1268,100,1000000,215,11194,1523281,1155,0,0,10575,7,3,617,0.992141
LoraWAN 1 gateways,0.8,5817,75,100,1000000,215,5893,660667,1155,0,0,5893,11,1,0,0
Multihop 1 gateways,0.8,9361,1172,100,1000000,215,11089,1460111,1155,0,0,10533,7,0,556,0.994944
LoraWAN 1 gateways,0.8,5996,82,100,1000000,215,6078,648620,1155,0,0,6078,11,0,0,0
Multihop 1 gateways,0.8,9638,887,100,1000000,215,11188,1631176,1155,0,0,10525,7,1,662,0.995714
LoraWAN 1 gateways,0.8,5762,91,100,1000000,215,5853,662826,1155,0,0,5853,11,0,0,0
Multihop 1 gateways,0.8,9714,811,100,1000000,215,11210,1674666,1155,0,0,10525,7,2,683,0.99625
LoraWAN 1 gateways,0.8,5673,75,100,1000000,215,5749,670113,1155,0,0,5749,11,1,0,0
Multihop 1 gateways,0.8,11682,1204,120,1000000,215,13568,2170470,1155,0,0,12560,7,-325,1007,0.990672
LoraWAN 1 gateways,0.8,6503,80,120,1000000,215,6585,820790,1155,0,0,6585,11,2,0,0
Multihop 1 gateways,0.8,11546,1076,120,1000000,215,13603,2147188,1155,0,0,12622,7,1,980,0.990469
LoraWAN 1 gateways,0.8,6420,73,120,1000000,215,6493,829398,1155,0,0,6493,12,0,0,0
Multihop 1 gateways,0.8,10612,1895,120,1000000,215,13568,2003002,1155,0,0,12507,7,4,1057,0.993267
LoraWAN 1 gateways,0.8,6429,82,120,1000000,215,6512,827208,1155,0,0,6512,11,1,0,0
Multihop 1 gateways,0.8,11011,1391,120,1000000,215,13588,2184862,1155,0,0,12403,7,3,1183,0.995079
LoraWAN 1 gateways,0.8,6291,101,120,1000000,215,6393,833988,1155,0,0,6393,11,1,0,0
Multihop 1 gateways,0.8,11406,1166,120,1000000,215,13547,2138016,1155,0,0,12572,7,2,973,0.995286
LoraWAN 1 gateways,0.8,6452,69,120,1000000,215,6521,827134,1155,0,0,6521,11,0,0,0
Multihop 1 gateways,0.8,11099,1360,120,1000000,215,13585,2155675,1155,0,0,12460,7,5,1121,0.991265
LoraWAN 1 gateways,0.8,6357,89,120,1000000,215,6446,828890,1155,0,0,6446,11,0,0,0
Multihop 1 gateways,0.8,11301,1309,120,1000000,215,13566,2098600,1155,0,0,12610,7,3,953,0.99681
LoraWAN 1 gateways,0.8,6422,83,120,1000000,215,6505,826205,1155,0,0,6505,11,0,0,0
Multihop 1 gateways,0.8,10960,1699,120,1000000,215,13573,2014737,1155,0,0,12659,7,1,913,0.997355
LoraWAN 1 gateways,0.8,6453,98,120,1000000,215,6553,822680,1155,0,0,6553,11,2,0,0
Multihop 1 gateways,0.8,11054,1642,120,1000000,215,13586,2044906,1155,0,0,12696,7,1,889,0.998811
LoraWAN 1 gateways,0.8,6476,96,120,1000000,215,6572,821732,1155,0,0,6572,11,0,0,0
Multihop 1 gateways,0.8,10758,1600,120,1000000,215,13469,2031067,1155,0,0,12358,7,3,1108,0.979945
LoraWAN 1 gateways,0.8,6431,84,120,1000000,215,6516,828601,1155,0,0,6516,12,1,0,0
Multihop 1 gateways,0.8,11321,2847,140,1000000,215,15890,2482272,1155,0,0,14169,7,6,1716,0.990367
LoraWAN 1 gateways,0.8,6787,106,140,1000000,215,6895,1007931,1155,0,0,6895,12,2,0,0
Multihop 1 gateways,0.8,12103,1878,140,1000000,215,15723,2584727,1155,0,0,13981,7,2,1740,0.971643
LoraWAN 1 gateways,0.8,6889,82,140,1000000,215,6971,1007244,1155,0,0,6971,12,0,0,0
Multihop 1 gateways,0.8,11568,2862,140,1000000,215,15931,2445948,1155,1,0,14430,7,9,1491,0.997792
LoraWAN 1 gateways,0.8,6963,62,140,1000000,215,7027,1003071,1155,0,0,7027,11,2,0,0
Multihop 1 gateways,0.8,12327,2129,140,1000000,215,15912,2514051,1155,0,0,14456,7,8,1448,0.99642
LoraWAN 1 gateways,0.8,7003,74,140,1000000,215,7077,1000374,1155,0,0,7077,11,0,0,0
Multihop 1 gateways,0.8,12922,1438,140,1000000,215,15938,2760186,1155,0,0,14360,7,2,1576,0.991963
LoraWAN 1 gateways,0.8,6885,72,140,1000000,215,6957,1008535,1155,0,0,6957,11,0,0,0
Multihop 1 gateways,0.8,12693,1570,140,1000000,215,15850,2686743,1155,5,0,14264,7,11,1571,0.99428
LoraWAN 1 gateways,0.8,6905,71,140,1000000,215,6976,1003729,1155,0,0,6976,11,0,0,0
Multihop 1 gateways,0.8,12062,2257,140,1000000,215,15930,2564812,1155,0,0,14320,7,5,1606,0.98955
LoraWAN 1 gateways,0.8,6923,95,140,1000000,215,7019,1002189,1155,0,0,7019,11,1,0,0
Multihop 1 gateways,0.8,12553,1533,140,1000000,215,15845,2737350,1155,0,0,14086,7,1,1758,0.979759
LoraWAN 1 gateways,0.8,6840,67,140,1000000,215,6909,1010383,1155,0,0,6909,12,2,0,0
Multihop 1 gateways,0.8,12390,1692,140,1000000,215,15817,2687840,1155,0,0,14083,7,3,1732,0.985185
LoraWAN 1 gateways,0.8,6843,87,140,1000000,215,6931,1008396,1155,0,0,6931,12,1,0,0
Multihop 1 gateways,0.8,12643,1292,140,1000000,215,15851,2787896,1155,0,0,13936,7,3,1913,0.978278
LoraWAN 1 gateways,0.8,6764,80,140,1000000,215,6845,1015655,1155,0,0,6845,12,1,0,0
Multihop 1 gateways,0.8,13574,2068,160,1000000,215,18156,3214725,1155,0,0,15643,7,5,2509,0.980551
LoraWAN 1 gateways,0.8,7256,87,160,1000000,215,7344,1190733,1155,0,0,7344,12,1,0,0
Multihop 1 gateways,0.8,12927,2722,160,1000000,215,18193,3070284,1155,0,0,15649,7,5,2539,0.980264
LoraWAN 1 gateways,0.8,7235,61,160,1000000,215,7297,1194910,1155,0,0,7297,12,1,0,0
Multihop 1 gateways,0.8,14103,1637,160,1000000,215,18190,3322065,1155,4,0,15743,7,7,2439,0.968342
LoraWAN 1 gateways,0.8,7347,79,160,1000000,215,7428,1186194,1155,0,0,7428,12,2,0,0
Multihop 1 gateways,0.8,13647,2371,160,1000000,215,18332,3128483,1155,0,0,16020,7,8,2306,0.977262
LoraWAN 1 gateways,0.8,7310,89,160,1000000,215,7400,1182993,1155,0,0,7400,12,1,0,0
Multihop 1 gateways,0.8,13185,2611,160,1000000,215,18129,3056304,1155,16,0,15797,7,11,2306,0.992119
LoraWAN 1 gateways,0.8,7480,105,160,1000000,215,7588,1174043,1155,0,0,7588,12,3,0,0
Multihop 1 gateways,0.8,13725,2232,160,1000000,215,18256,3190963,1155,0,0,15958,7,5,2294,0.987744
LoraWAN 1 gateways,0.8,7373,98,160,1000000,215,7471,1181858,1155,0,0,7471,12,0,0,0
Multihop 1 gateways,0.8,13233,2429,160,1000000,215,18236,3227221,1155,0,0,15662,7,6,2568,0.98383
LoraWAN 1 gateways,0.8,7096,65,160,1000000,215,7161,1203617,1155,0,0,7161,12,0,0,0
Multihop 1 gateways,0.8,13495,2531,160,1000000,215,18336,3129290,1155,2,0,16026,7,5,2303,0.980969
LoraWAN 1 gateways,0.8,7312,63,160,1000000,215,7375,1185072,1155,0,0,7375,12,0,0,0
Multihop 1 gateways,0.8,13385,2651,160,1000000,215,18305,3088310,1155,1,0,16037,7,7,2261,0.979175
LoraWAN 1 gateways,0.8,7300,96,160,1000000,215,7396,1184140,1155,0,0,7396,12,0,0,0
Multihop 1 gateways,0.8,13820,2143,160,1000000,215,18231,3242197,1155,0,0,15964,7,6,2262,0.987702
LoraWAN 1 gateways,0.8,7359,71,160,1000000,215,7430,1182173,1155,0,0,7430,12,0,0,0
Multihop 1 gateways,0.8,15217,1548,180,1000000,215,20448,4067080,1155,40,0,16765,7,26,3617,0.987482
LoraWAN 1 gateways,0.8,7448,59,180,1000000,215,7508,1392096,1155,0,0,7508,12,1,0,0
Multihop 1 gateways,0.8,14682,2595,180,1000000,215,20507,3818883,1155,8,0,17277,7,7,3215,0.973735
LoraWAN 1 gateways,0.8,7674,99,180,1000000,215,7775,1369574,1155,0,0,7775,12,2,0,0
Multihop 1 gateways,0.8,14353,2998,180,1000000,215,20506,3709398,1155,0,0,17351,7,7,3148,0.962297
LoraWAN 1 gateways,0.8,7588,75,180,1000000,215,7665,1378961,1155,0,0,7665,12,2,0,0
Multihop 1 gateways,0.8,15247,2017,180,1000000,215,20482,3962025,1155,0,0,17264,7,7,3211,0.972102
LoraWAN 1 gateways,0.8,7607,68,180,1000000,215,7685,1368793,1155,0,9,7676,12,1,0,0
Multihop 1 gateways,0.8,13715,2573,180,1000000,215,20194,3783144,1155,0,0,16288,7,7,3899,0.951145
LoraWAN 1 gateways,0.8,7315,110,180,1000000,215,7462,1357599,1155,0,36,7426,12,1,0,0
Multihop 1 gateways,0.8,14150,2829,180,1000000,215,20417,3732054,1155,0,0,16980,7,5,3433,0.958523
LoraWAN 1 gateways,0.8,7448,82,180,1000000,215,7549,1371496,1155,0,18,7531,12,1,0,0
Multihop 1 gateways,0.8,14218,2744,180,1000000,215,20436,3659867,1155,109,0,16963,7,0,3365,0.968357
LoraWAN 1 gateways,0.8,7625,59,180,1000000,215,7686,1382706,1155,0,0,7686,12,2,0,0
Multihop 1 gateways,0.8,14947,2283,180,1000000,215,20528,3906016,1155,0,0,17233,7,8,3290,0.981797
LoraWAN 1 gateways,0.8,7558,95,180,1000000,215,7654,1377931,1155,0,0,7654,12,1,0,0
Multihop 1 gateways,0.8,15189,1775,180,1000000,215,20463,3938640,1155,38,0,16965,7,23,3438,0.985816
LoraWAN 1 gateways,0.8,7577,90,180,1000000,215,7668,1379612,1155,0,0,7668,12,1,0,0
Multihop 1 gateways,0.8,14452,2337,180,1000000,215,20347,3806626,1155,0,0,16790,7,9,3549,0.964746
LoraWAN 1 gateways,0.8,7598,83,180,1000000,215,7691,1368790,1155,0,8,7683,12,2,0,0
Multihop 1 gateways,0.8,14879,3161,200,1000000,215,22560,4259666,1155,0,0,18040,7,8,4512,0.95955
LoraWAN 1 gateways,0.8,7896,66,200,1000000,215,8009,1521242,1155,0,45,7964,12,2,0,0
Multihop 1 gateways,0.8,14935,2971,200,1000000,215,22626,4251228,1155,19,0,17908,7,35,4666,0.938022
LoraWAN 1 gateways,0.8,7745,78,200,1000000,215,7853,1547213,1155,0,27,7826,12,3,0,0
Multihop 1 gateways,0.8,14481,4319,200,1000000,215,22859,3960311,1155,0,0,18801,7,9,4050,0.975338
LoraWAN 1 gateways,0.8,8059,69,200,1000000,215,8129,1557515,1155,0,0,8129,12,1,0,0
Multihop 1 gateways,0.8,15738,2727,200,1000000,215,22753,4388093,1155,1,0,18465,7,8,4279,0.95432
LoraWAN 1 gateways,0.8,7882,69,200,1000000,215,7979,1539298,1155,0,27,7952,12,1,0,0
Multihop 1 gateways,0.8,15638,2312,200,1000000,215,22583,4487228,1155,54,0,17952,7,14,4565,0.978636
LoraWAN 1 gateways,0.8,7841,94,200,1000000,215,7937,1570987,1155,0,0,7937,12,2,0,0
Multihop 1 gateways,0.8,14911,2752,200,1000000,215,22532,4305473,1155,0,0,17663,7,5,4864,0.950029
LoraWAN 1 gateways,0.8,7658,116,200,1000000,215,7837,1510590,1155,0,62,7775,12,1,0,0
Multihop 1 gateways,0.8,14523,3214,200,1000000,215,22469,4242755,1155,0,0,17737,7,10,4722,0.928316
LoraWAN 1 gateways,0.8,7714,100,200,1000000,215,7860,1530340,1155,0,45,7815,12,1,0,0
Multihop 1 gateways,0.8,15880,2845,200,1000000,215,22822,4458395,1155,0,0,18726,7,4,4093,0.974037
LoraWAN 1 gateways,0.8,7924,86,200,1000000,215,8010,1562418,1155,0,0,8010,12,0,0,0
Multihop 1 gateways,0.8,16025,2299,200,1000000,215,22675,4515771,1155,28,0,18324,7,19,4304,0.96983
LoraWAN 1 gateways,0.8,7893,91,200,1000000,215,7986,1565000,1155,0,0,7986,12,2,0,0
Multihop 1 gateways,0.8,16430,2104,200,1000000,215,22808,4614376,1155,0,0,18535,7,8,4266,0.980295
LoraWAN 1 gateways,0.8,7826,79,200,1000000,215,7906,1575563,1155,0,0,7906,12,1,0,0
