case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
Multihop 1 gateways,0.5,4286,241,60,1000000,215,4616,529323,1155,0,0,4527,7,0,89,0.996117
LoraWAN 1 gateways,0.5,3318,30,60,1000000,215,3349,296285,1155,0,0,3349,10,1,0,0
Multihop 1 gateways,0.5,4365,166,60,1000000,215,4599,509813,1155,0,0,4532,7,1,67,0.999813
LoraWAN 1 gateways,0.5,3396,38,60,1000000,215,3434,287238,1155,0,0,3434,9,0,0,0
Multihop 1 gateways,0.5,4414,105,60,1000000,215,4614,559662,1155,0,0,4519,7,0,95,0.998149
LoraWAN 1 gateways,0.5,3304,46,60,1000000,215,3350,294892,1155,0,0,3350,10,0,0,0
Multihop 1 gateways,0.5,4148,370,60,1000000,215,4586,470469,1155,0,0,4518,7,0,68,0.99637
LoraWAN 1 gateways,0.5,3413,33,60,1000000,215,3446,286211,1155,0,0,3446,10,0,0,0
Multihop 1 gateways,0.5,4392,150,60,1000000,215,4614,541691,1155,0,0,4542,7,1,71,0.9997
LoraWAN 1 gateways,0.5,3343,53,60,1000000,215,3396,290890,1155,0,0,3396,10,0,0,0
Multihop 1 gateways,0.5,4436,104,60,1000000,215,4600,511180,1155,0,0,4540,7,0,60,0.999904
LoraWAN 1 gateways,0.5,3393,53,60,1000000,215,3446,284084,1155,0,0,3446,9,0,0,0
Multihop 1 gateways,0.5,4433,106,60,1000000,215,4605,525173,1155,0,0,4539,7,2,64,0.999618
LoraWAN 1 gateways,0.5,3356,54,60,1000000,215,3411,287908,1155,0,0,3411,10,1,0,0
Multihop 1 gateways,0.5,4397,139,60,1000000,215,4614,536770,1155,0,0,4536,7,0,78,0.997423
LoraWAN 1 gateways,0.5,3375,55,60,1000000,215,3431,286936,1155,0,0,3431,10,1,0,0
Multihop 1 gateways,0.5,4295,228,60,1000000,215,4584,498872,1155,0,0,4523,7,0,61,0.999666
LoraWAN 1 gateways,0.5,3422,40,60,1000000,215,3462,283321,1155,0,0,3462,10,0,0,0
Multihop 1 gateways,0.5,6500,300,90,1000000,215,7007,1006439,1155,0,0,6800,7,0,207,0.998528
LoraWAN 1 gateways,0.5,4443,57,90,1000000,215,4500,489272,1155,0,0,4500,10,0,0,0
Multihop 1 gateways,0.5,6534,287,90,1000000,215,7029,1013871,1155,0,0,6821,7,0,208,0.999104
LoraWAN 1 gateways,0.5,4455,75,90,1000000,215,4530,483314,1155,0,0,4530,10,0,0,0
Multihop 1 gateways,0.5,6444,342,90,1000000,215,7038,1032255,1155,0,0,6786,7,1,251,0.998702
LoraWAN 1 gateways,0.5,4406,45,90,1000000,215,4451,492329,1155,0,0,4451,10,0,0,0
Multihop 1 gateways,0.5,6402,414,90,1000000,215,7007,991160,1155,0,0,6816,7,0,191,0.999405
LoraWAN 1 gateways,0.5,4463,63,90,1000000,215,4526,484545,1155,0,0,4526,11,0,0,0
Multihop 1 gateways,0.5,6366,421,90,1000000,215,7007,1004993,1155,0,0,6787,7,1,219,0.998494
LoraWAN 1 gateways,0.5,4477,49,90,1000000,215,4526,485846,1155,0,0,4526,11,0,0,0
Multihop 1 gateways,0.5,6235,531,90,1000000,215,7009,1001047,1155,5,0,6766,7,3,235,0.997402
LoraWAN 1 gateways,0.5,4409,50,90,1000000,215,4459,492759,1155,0,0,4459,11,0,0,0
Multihop 1 gateways,0.5,6109,648,90,1000000,215,7013,1016725,1155,0,0,6758,7,2,254,0.994194
LoraWAN 1 gateways,0.5,4357,37,90,1000000,215,4396,500061,1155,0,0,4396,11,2,0,0
Multihop 1 gateways,0.5,6497,321,90,1000000,215,7031,1022078,1155,0,0,6818,7,0,213,0.999696
LoraWAN 1 gateways,0.5,4444,57,90,1000000,215,4501,488017,1155,0,0,4501,10,0,0,0
Multihop 1 gateways,0.5,6568,221,90,1000000,215,7015,1083544,1155,0,0,6789,7,0,226,0.999131
LoraWAN 1 gateways,0.5,4400,51,90,1000000,215,4451,493147,1155,0,0,4451,11,0,0,0
Multihop 1 gateways,0.5,6168,524,90,1000000,215,7035,1104149,1155,0,0,6693,7,3,340,0.996817
LoraWAN 1 gateways,0.5,4246,59,90,1000000,215,4306,505453,1155,0,0,4306,12,1,0,0
Multihop 1 gateways,0.5,8418,433,120,1000000,215,9448,1705114,1155,0,0,8851,7,4,593,0.99485
LoraWAN 1 gateways,0.5,5154,44,120,1000000,215,5198,728912,1155,0,0,5198,12,0,0,0
Multihop 1 gateways,0.5,7924,920,120,1000000,215,9453,1633996,1155,0,0,8844,7,3,606,0.99589
LoraWAN 1 gateways,0.5,5096,52,120,1000000,215,5148,730579,1155,0,0,5148,11,0,0,0
Multihop 1 gateways,0.5,8239,620,120,1000000,215,9443,1635455,1155,3,0,8859,7,4,577,0.997291
LoraWAN 1 gateways,0.5,5189,57,120,1000000,215,5247,719972,1155,0,0,5247,11,1,0,0
Multihop 1 gateways,0.5,8408,580,120,1000000,215,9457,1566217,1155,0,0,8990,7,4,465,0.997892
LoraWAN 1 gateways,0.5,5344,50,120,1000000,215,5398,703962,1155,0,0,5398,11,4,0,0
Multihop 1 gateways,0.5,8124,709,120,1000000,215,9439,1668250,1155,0,0,8833,7,2,604,0.996311
LoraWAN 1 gateways,0.5,5119,45,120,1000000,215,5164,730746,1155,0,0,5164,11,0,0,0
Multihop 1 gateways,0.5,8306,642,120,1000000,215,9457,1591606,1155,0,0,8948,7,3,506,0.997202
LoraWAN 1 gateways,0.5,5235,55,120,1000000,215,5292,716454,1155,0,0,5292,11,2,0,0
Multihop 1 gateways,0.5,7546,1379,120,1000000,215,9432,1449234,1155,0,0,8926,7,2,505,0.996901
LoraWAN 1 gateways,0.5,5366,45,120,1000000,215,5411,703272,1155,0,0,5411,11,0,0,0
Multihop 1 gateways,0.5,8147,810,120,1000000,215,9467,1601989,1155,0,0,8957,7,4,506,0.998134
LoraWAN 1 gateways,0.5,5200,49,120,1000000,215,5249,721742,1155,0,0,5249,11,0,0,0
Multihop 1 gateways,0.5,8450,390,120,1000000,215,9440,1747014,1155,0,0,8840,7,0,600,0.997113
LoraWAN 1 gateways,0.5,5111,55,120,1000000,215,5166,729170,1155,0,0,5166,11,0,0,0
Multihop 1 gateways,0.5,7817,836,120,1000000,215,9382,1605231,1155,0,0,8654,7,6,723,0.98369
LoraWAN 1 gateways,0.5,5164,49,120,1000000,215,5221,718216,1155,0,8,5213,12,0,0,0
Multihop 1 gateways,0.5,10046,879,150,1000000,215,11867,2289017,1155,3,0,10926,7,2,937,0.993444
LoraWAN 1 gateways,0.5,5960,62,150,1000000,215,6024,956138,1155,0,0,6024,11,2,0,0
Multihop 1 gateways,0.5,9793,1120,150,1000000,215,11861,2237875,1155,0,0,10913,7,2,946,0.988412
LoraWAN 1 gateways,0.5,5940,43,150,1000000,215,5986,961336,1155,0,0,5986,12,3,0,0
Multihop 1 gateways,0.5,9329,1375,150,1000000,215,11793,2165713,1155,0,0,10704,7,2,1087,0.985819
LoraWAN 1 gateways,0.5,5868,55,150,1000000,215,5923,967016,1155,0,0,5923,12,0,0,0
Multihop 1 gateways,0.5,9460,1269,150,1000000,215,11845,2260936,1155,0,0,10729,7,2,1114,0.992624
LoraWAN 1 gateways,0.5,5788,53,150,1000000,215,5842,975852,1155,0,0,5842,12,1,0,0
Multihop 1 gateways,0.5,9843,1079,150,1000000,215,11860,2249172,1155,0,0,10922,7,2,936,0.987242
LoraWAN 1 gateways,0.5,5906,70,150,1000000,215,5977,961400,1155,0,0,5977,12,1,0,0
Multihop 1 gateways,0.5,10088,740,150,1000000,215,11849,2376933,1155,2,0,10829,7,1,1018,0.993346
LoraWAN 1 gateways,0.5,5833,58,150,1000000,215,5891,965209,1155,0,0,5891,12,0,0,0
Multihop 1 gateways,0.5,9579,1276,150,1000000,215,11855,2227842,1155,0,0,10855,7,2,998,0.988862
LoraWAN 1 gateways,0.5,5846,66,150,1000000,215,5914,965777,1155,0,0,5914,12,2,0,0
Multihop 1 gateways,0.5,9386,1434,150,1000000,215,11828,2156130,1155,0,0,10820,7,3,1005,0.991786
LoraWAN 1 gateways,0.5,5938,63,150,1000000,215,6003,957814,1155,0,0,6003,12,2,0,0
Multihop 1 gateways,0.5,9960,998,150,1000000,215,11872,2280735,1155,0,0,10958,7,4,910,0.996518
LoraWAN 1 gateways,0.5,5945,63,150,1000000,215,6009,954191,1155,0,0,6009,11,1,0,0
Multihop 1 gateways,0.5,9739,1227,150,1000000,215,11867,2196994,1155,0,0,10967,7,3,898,0.992876
LoraWAN 1 gateways,0.5,5972,40,150,1000000,215,6016,954627,1155,0,0,6016,11,4,0,0
Multihop 1 gateways,0.5,11261,1415,180,1000000,215,14277,2959023,1155,1,0,12676,7,4,1596,0.984437
LoraWAN 1 gateways,0.5,6384,41,180,1000000,215,6427,1228364,1155,0,0,6427,12,2,0,0
Multihop 1 gateways,0.5,10817,1547,180,1000000,215,14185,3076396,1155,0,0,12366,7,5,1816,0.992264
LoraWAN 1 gateways,0.5,6191,40,180,1000000,215,6241,1238443,1155,0,9,6232,12,1,0,0
Multihop 1 gateways,0.5,11192,1440,180,1000000,215,14223,2946324,1155,0,0,12632,7,5,1586,0.984881
LoraWAN 1 gateways,0.5,6431,56,180,1000000,215,6487,1221490,1155,0,0,6487,12,0,0,0
Multihop 1 gateways,0.5,10569,1759,180,1000000,215,14141,2937706,1155,0,0,12328,7,3,1810,0.981741
LoraWAN 1 gateways,0.5,6236,64,180,1000000,215,6326,1208598,1155,0,26,6300,12,0,0,0
Multihop 1 gateways,0.5,11341,1251,180,1000000,215,14215,3080290,1155,0,0,12592,7,5,1618,0.980788
LoraWAN 1 gateways,0.5,6280,51,180,1000000,215,6356,1201104,1155,0,24,6332,12,1,0,0
Multihop 1 gateways,0.5,11392,1136,180,1000000,215,14245,3054236,1155,0,0,12528,7,3,1714,0.98742
LoraWAN 1 gateways,0.5,6335,55,180,1000000,215,6392,1230152,1155,0,0,6392,12,2,0,0
Multihop 1 gateways,0.5,11591,1162,180,1000000,215,14279,3039934,1155,0,0,12753,7,2,1524,0.992824
LoraWAN 1 gateways,0.5,6498,56,180,1000000,215,6556,1210216,1155,0,0,6556,12,2,0,0
Multihop 1 gateways,0.5,11524,785,180,1000000,215,14133,3220765,1155,0,0,12310,7,6,1818,0.981112
LoraWAN 1 gateways,0.5,6242,54,180,1000000,215,6338,1188995,1155,0,41,6297,12,1,0,0
Multihop 1 gateways,0.5,11066,1369,180,1000000,215,14178,3008338,1155,0,0,12436,7,6,1737,0.986361
LoraWAN 1 gateways,0.5,6338,75,180,1000000,215,6423,1220533,1155,0,8,6415,12,2,0,0
Multihop 1 gateways,0.5,10780,1638,180,1000000,215,14192,2996222,1155,0,0,12418,7,2,1772,0.988963
LoraWAN 1 gateways,0.5,6200,47,180,1000000,215,6247,1244379,1155,0,0,6247,12,0,0,0
Multihop 1 gateways,0.5,11808,2059,210,1000000,215,16473,3639274,1155,0,0,13867,7,9,2597,0.985874
LoraWAN 1 gateways,0.5,6697,54,210,1000000,215,6770,1488637,1155,0,18,6752,12,1,0,0
Multihop 1 gateways,0.5,12382,1475,210,1000000,215,16451,3818287,1155,0,0,13858,7,5,2589,0.955216
LoraWAN 1 gateways,0.5,6664,45,210,1000000,215,6759,1451034,1155,0,50,6709,12,0,0,0
Multihop 1 gateways,0.5,12093,2200,210,1000000,215,16561,3536428,1155,0,0,14295,7,9,2259,0.981166
LoraWAN 1 gateways,0.5,6902,52,210,1000000,215,6954,1486997,1155,0,0,6954,12,0,0,0
Multihop 1 gateways,0.5,12049,2040,210,1000000,215,16528,3659613,1155,0,0,14089,7,2,2437,0.984893
LoraWAN 1 gateways,0.5,6692,63,210,1000000,215,6766,1495098,1155,0,8,6758,12,3,0,0
Multihop 1 gateways,0.5,12781,1399,210,1000000,215,16559,3789552,1155,0,0,14181,7,9,2370,0.985906
LoraWAN 1 gateways,0.5,6782,75,210,1000000,215,6858,1491484,1155,0,0,6858,12,1,0,0
Multihop 1 gateways,0.5,10994,2613,210,1000000,215,16396,3396234,1155,0,0,13607,7,4,2785,0.922427
LoraWAN 1 gateways,0.5,6603,63,210,1000000,215,6741,1424105,1155,0,75,6666,12,0,0,0
Multihop 1 gateways,0.5,12136,1905,210,1000000,215,16495,3704208,1155,0,0,14041,7,4,2450,0.984976
LoraWAN 1 gateways,0.5,6748,47,210,1000000,215,6813,1480450,1155,0,18,6795,12,0,0,0
Multihop 1 gateways,0.5,12116,1751,210,1000000,215,16473,3752922,1155,0,0,13867,7,3,2603,0.983507
LoraWAN 1 gateways,0.5,6665,46,210,1000000,215,6757,1462100,1155,0,41,6716,12,5,0,0
Multihop 1 gateways,0.5,11593,2069,210,1000000,215,16444,3485818,1155,48,0,13662,7,16,2718,0.966898
LoraWAN 1 gateways,0.5,6680,69,210,1000000,215,6776,1474200,1155,0,24,6752,12,3,0,0
Multihop 1 gateways,0.5,12339,1658,210,1000000,215,16506,3756698,1155,0,0,13997,7,9,2500,0.981964
LoraWAN 1 gateways,0.5,6728,32,210,1000000,215,6777,1490687,1155,0,17,6760,12,0,0,0
Multihop 1 gateways,0.5,13117,2019,240,1000000,215,18728,4492311,1155,4,0,15136,7,8,3580,0.974964
LoraWAN 1 gateways,0.5,6967,49,240,1000000,215,7091,1700394,1155,0,74,7017,12,1,0,0
Multihop 1 gateways,0.5,13132,1668,240,1000000,215,18623,4491086,1155,19,0,14800,7,21,3783,0.959578
LoraWAN 1 gateways,0.5,6924,68,240,1000000,215,7095,1669386,1155,0,102,6993,12,1,0,0
Multihop 1 gateways,0.5,13581,1669,240,1000000,215,18761,4549053,1155,0,0,15251,7,9,3502,0.920871
LoraWAN 1 gateways,0.5,7067,35,240,1000000,215,7173,1700792,1155,0,68,7105,12,3,0,0
Multihop 1 gateways,0.5,13539,1988,240,1000000,215,18869,4593092,1155,0,0,15527,7,10,3332,0.989678
LoraWAN 1 gateways,0.5,7049,48,240,1000000,215,7115,1764653,1155,0,16,7099,12,2,0,0
Multihop 1 gateways,0.5,13740,1398,240,1000000,215,18745,4578531,1155,33,0,15138,7,8,3566,0.966049
LoraWAN 1 gateways,0.5,7020,52,240,1000000,215,7164,1675895,1155,0,91,7073,12,1,0,0
Multihop 1 gateways,0.5,13112,2096,240,1000000,215,18736,4425998,1155,0,0,15209,7,9,3519,0.954063
LoraWAN 1 gateways,0.5,6970,51,240,1000000,215,7109,1684520,1155,0,86,7023,12,2,0,0
Multihop 1 gateways,0.5,13267,1733,240,1000000,215,18736,4469129,1155,20,0,15000,7,20,3696,0.970076
LoraWAN 1 gateways,0.5,7064,48,240,1000000,215,7164,1717267,1155,0,52,7112,12,0,0,0
Multihop 1 gateways,0.5,13601,1642,240,1000000,215,18709,4582527,1155,0,0,15243,7,8,3458,0.967677
LoraWAN 1 gateways,0.5,7020,45,240,1000000,215,7159,1679298,1155,0,92,7067,12,2,0,0
Multihop 1 gateways,0.5,12848,2544,240,1000000,215,18796,4299049,1155,0,0,15393,7,8,3396,0.97341
LoraWAN 1 gateways,0.5,7058,35,240,1000000,215,7173,1692834,1155,0,77,7096,12,3,0,0
Multihop 1 gateways,0.5,13744,1689,240,1000000,215,18856,4640304,1155,0,0,15434,7,7,3416,0.985255
LoraWAN 1 gateways,0.5,7000,57,240,1000000,215,7092,1745806,1155,0,34,7058,12,1,0,0
Multihop 1 gateways,0.5,13765,2219,270,1000000,215,20749,5117047,1155,0,0,15985,7,11,4754,0.954156
LoraWAN 1 gateways,0.5,7214,70,270,1000000,215,7520,1794799,1155,0,233,7287,12,3,0,0
Multihop 1 gateways,0.5,13814,2351,270,1000000,215,20818,5009946,1155,8,0,16167,7,19,4626,0.950686
LoraWAN 1 gateways,0.5,7275,53,270,1000000,215,7496,1877472,1155,0,162,7334,12,6,0,0
Multihop 1 gateways,0.5,13280,2712,270,1000000,215,20797,5004182,1155,0,0,15993,7,5,4800,0.97429
LoraWAN 1 gateways,0.5,7245,49,270,1000000,215,7475,1859301,1155,0,178,7297,12,3,0,0
Multihop 1 gateways,0.5,14506,1842,270,1000000,215,20856,5376150,1155,0,0,16348,7,5,4503,0.973784
LoraWAN 1 gateways,0.5,7270,46,270,1000000,215,7464,1898131,1155,0,144,7320,12,4,0,0
Multihop 1 gateways,0.5,14305,2074,270,1000000,215,20930,5277780,1155,0,0,16380,7,15,4536,0.963668
LoraWAN 1 gateways,0.5,7320,47,270,1000000,215,7505,1906750,1155,0,138,7367,12,0,0,0
Multihop 1 gateways,0.5,13218,2575,270,1000000,215,20808,4860047,1155,42,0,15794,7,36,4937,0.926871
LoraWAN 1 gateways,0.5,7254,45,270,1000000,215,7430,1919507,1155,0,131,7299,12,0,0,0
Multihop 1 gateways,0.5,13507,2258,270,1000000,215,20834,5001209,1155,120,0,15767,7,17,4932,0.971407
LoraWAN 1 gateways,0.5,7230,44,270,1000000,215,7424,1901963,1155,0,146,7278,12,4,0,0
Multihop 1 gateways,0.5,13961,2007,270,1000000,215,20765,5148247,1155,0,0,15968,7,6,4791,0.920175
LoraWAN 1 gateways,0.5,7278,66,270,1000000,215,7553,1820805,1155,0,203,7350,12,6,0,0
Multihop 1 gateways,0.5,13586,2581,270,1000000,215,20822,5082667,1155,0,0,16167,7,12,4643,0.955798
LoraWAN 1 gateways,0.5,7193,47,270,1000000,215,7434,1846025,1155,0,192,7242,12,2,0,0
Multihop 1 gateways,0.5,14390,1837,270,1000000,215,20848,5335143,1155,0,0,16227,7,8,4613,0.959422
LoraWAN 1 gateways,0.5,7181,39,270,1000000,215,7405,1859570,1155,0,184,7221,12,1,0,0
Multihop 1 gateways,0.5,13778,2440,300,1000000,215,22848,5604884,1155,113,0,16219,7,22,6495,0.928763
LoraWAN 1 gateways,0.5,7289,47,300,1000000,215,7637,2029494,1155,0,298,7339,12,3,0,0
Multihop 1 gateways,0.5,14319,2283,300,1000000,215,22821,5788327,1155,0,0,16604,7,12,6207,0.933086
LoraWAN 1 gateways,0.5,7203,66,300,1000000,215,7667,1909885,1155,0,398,7269,12,0,0,0
Multihop 1 gateways,0.5,14443,2399,300,1000000,215,22938,5881242,1155,0,0,16842,7,16,6080,0.939935
LoraWAN 1 gateways,0.5,7352,48,300,1000000,215,7730,1978043,1155,0,329,7401,12,1,0,0
Multihop 1 gateways,0.5,14717,1924,300,1000000,215,22838,5974493,1155,0,0,16642,7,10,6187,0.864114
LoraWAN 1 gateways,0.5,7359,56,300,1000000,215,7730,1997627,1155,0,314,7416,12,1,0,0
Multihop 1 gateways,0.5,14235,2439,300,1000000,215,22942,5806527,1155,4,0,16676,7,17,6247,0.947697
LoraWAN 1 gateways,0.5,7241,47,300,1000000,215,7627,1982737,1155,0,336,7291,12,3,0,0
Multihop 1 gateways,0.5,15015,2062,300,1000000,215,23024,5982436,1155,0,0,17078,7,19,5928,0.915661
LoraWAN 1 gateways,0.5,7459,53,300,1000000,215,7776,2056150,1155,0,259,7517,12,5,0,0
Multihop 1 gateways,0.5,14558,2003,300,1000000,215,23026,5597424,1155,227,0,16561,7,12,6226,0.922952
LoraWAN 1 gateways,0.5,7570,71,300,1000000,215,7905,2038126,1155,0,263,7642,12,1,0,0
Multihop 1 gateways,0.5,14521,2387,300,1000000,215,22968,5901314,1155,0,0,16908,7,13,6047,0.955912
LoraWAN 1 gateways,0.5,7361,53,300,1000000,215,7732,1995924,1155,0,317,7415,12,1,0,0
Multihop 1 gateways,0.5,14353,2407,300,1000000,215,22831,5754755,1155,0,0,16760,7,13,6058,0.833619
LoraWAN 1 gateways,0.5,7316,68,300,1000000,215,7681,2026726,1155,0,293,7388,12,4,0,0
Multihop 1 gateways,0.5,13895,2959,300,1000000,215,22900,5545180,1155,0,0,16856,7,10,6036,0.906631
LoraWAN 1 gateways,0.5,7341,49,300,1000000,215,7710,1993097,1155,0,319,7391,12,1,0,0
