case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
LoraWAN 2 gateways,0.1,1118,5,100,1000000,215,1917,51428,1155,0,1917,1123,7,-1123,0,0
LoraWAN 3 gateways,0.1,1623,6,100,1000000,215,1917,74658,1155,0,1917,1628,7,-1629,0,0
Multihop 1 gateways,0.2,3430,82,100,1000000,215,3624,411434,1155,24,0,3512,7,4,84,0.999072
LoraWAN 1 gateways,0.2,922,4,100,1000000,215,3595,42412,1155,0,2669,926,7,0,0,0
LoraWAN 2 gateways,0.2,2131,16,100,1000000,215,3595,98026,1155,0,3595,2147,7,-2147,0,0
LoraWAN 3 gateways,0.2,3068,32,100,1000000,215,3595,141128,1155,0,3595,3093,7,-3100,0,0
Multihop 1 gateways,0.3,4687,194,100,1000000,215,5093,557280,1155,51,0,4881,7,19,142,0.998461
LoraWAN 1 gateways,0.3,1295,22,100,1000000,215,5002,59570,1155,0,3685,1317,7,0,0,0
LoraWAN 2 gateways,0.3,2993,33,100,1000000,215,5002,137678,1155,0,5002,3026,7,-3026,0,0
LoraWAN 3 gateways,0.3,4274,49,100,1000000,215,5002,196604,1155,0,5002,4310,7,-4323,0,0
Multihop 1 gateways,0.4,5870,194,100,1000000,215,6428,695190,1155,119,0,6064,7,28,217,0.998719
LoraWAN 1 gateways,0.4,1546,36,100,1000000,215,6204,71116,1155,0,4622,1582,7,0,0,0
LoraWAN 2 gateways,0.4,3678,44,100,1000000,215,6204,169188,1155,0,6204,3722,7,-3722,0,0
LoraWAN 3 gateways,0.4,5248,98,100,1000000,215,6204,241408,1155,0,6204,5329,7,-5346,0,0
Multihop 1 gateways,0.5,6627,471,100,1000000,215,7565,780588,1155,136,0,7098,7,34,297,0.99764
LoraWAN 1 gateways,0.5,1826,24,100,1000000,215,7238,83996,1155,0,5388,1850,7,0,0,0
LoraWAN 2 gateways,0.5,4294,62,100,1000000,215,7238,197524,1155,0,7238,4356,7,-4356,0,0
LoraWAN 3 gateways,0.5,6166,90,100,1000000,215,7238,283636,1155,0,7238,6242,7,-6256,0,0
Multihop 1 gateways,0.6,7502,474,100,1000000,215,8638,878490,1155,208,0,7976,7,55,399,0.996426
LoraWAN 1 gateways,0.6,2094,40,100,1000000,215,8155,96324,1155,0,6021,2134,7,0,0,0
LoraWAN 2 gateways,0.6,4827,80,100,1000000,215,8155,222042,1155,0,8155,4907,7,-4907,0,0
LoraWAN 3 gateways,0.6,6920,119,100,1000000,215,8155,318320,1155,0,8155,7019,7,-7039,0,0
Multihop 1 gateways,0.7,8291,606,100,1000000,215,9597,959692,1155,210,0,8897,7,55,435,0.997352
LoraWAN 1 gateways,0.7,2263,52,100,1000000,215,8948,104098,1155,0,6632,2316,7,1,0,0
LoraWAN 2 gateways,0.7,5295,57,100,1000000,215,8948,243570,1155,0,8948,5353,7,-5352,0,0
LoraWAN 3 gateways,0.7,7545,145,100,1000000,215,8948,347070,1155,0,8948,7670,7,-7690,0,0
Multihop 1 gateways,0.8,8958,706,100,1000000,215,10521,1033269,1155,281,0,9664,7,58,518,0.996467
LoraWAN 1 gateways,0.8,2454,70,100,1000000,215,9681,112884,1155,0,7157,2524,7,0,0,0
LoraWAN 2 gateways,0.8,5723,100,100,1000000,215,9681,263258,1155,0,9681,5824,7,-5823,0,0
LoraWAN 3 gateways,0.8,8195,164,100,1000000,215,9681,376970,1155,0,9681,8317,7,-8359,0,0
Multihop 1 gateways,0.9,9306,1015,100,1000000,215,11359,1062548,1155,319,0,10321,7,59,660,0.995195
LoraWAN 1 gateways,0.9,2575,70,100,1000000,215,10285,118450,1155,0,7640,2645,7,0,0,0
LoraWAN 2 gateways,0.9,6032,125,100,1000000,215,10285,277472,1155,0,10285,6157,7,-6157,0,0
LoraWAN 3 gateways,0.9,8663,218,100,1000000,215,10285,398498,1155,0,10285,8843,7,-8881,0,0
Multihop 1 gateways,1,10083,797,100,1000000,215,12089,1158074,1155,395,0,10880,7,66,748,0.994146
LoraWAN 1 gateways,1,2727,77,100,1000000,215,10852,125442,1155,0,8048,2804,7,0,0,0
LoraWAN 2 gateways,1,6340,136,100,1000000,215,10852,291640,1155,0,10852,6476,7,-6476,0,0
LoraWAN 3 gateways,1,9146,211,100,1000000,215,10852,420716,1155,0,10852,9313,7,-9357,0,0
Multihop 1 gateways,0.1,1873,34,100,1000000,215,1919,200113,1155,5,0,1907,7,1,6,0.999054
LoraWAN 1 gateways,0.1,588,2,100,1000000,215,1917,27048,1155,0,1327,590,7,0,0,0
LoraWAN 2 gateways,0.1,1262,6,100,1000000,215,1917,58052,1155,0,1917,1268,7,-1268,0,0
LoraWAN 3 gateways,0.1,1779,5,100,1000000,215,1917,81834,1155,0,1917,1784,7,-1784,0,0
Multihop 1 gateways,0.2,3494,77,100,1000000,215,3623,376150,1155,19,0,3571,7,5,28,0.997182
LoraWAN 1 gateways,0.2,1104,6,100,1000000,215,3595,50784,1155,0,2485,1110,7,0,0,0
LoraWAN 2 gateways,0.2,2393,19,100,1000000,215,3595,110078,1155,0,3595,2412,7,-2412,0,0
LoraWAN 3 gateways,0.2,3343,30,100,1000000,215,3595,153778,1155,0,3595,3372,7,-3373,0,0
Multihop 1 gateways,0.3,4733,234,100,1000000,215,5083,504866,1155,41,0,4967,7,2,73,0.997518
LoraWAN 1 gateways,0.3,1558,16,100,1000000,215,5002,71668,1155,0,3428,1574,7,0,0,0
LoraWAN 2 gateways,0.3,3251,36,100,1000000,215,5002,149546,1155,0,5002,3287,7,-3287,0,0
LoraWAN 3 gateways,0.3,4658,56,100,1000000,215,5002,214268,1155,0,5002,4710,7,-4714,0,0
Multihop 1 gateways,0.4,5920,299,100,1000000,215,6403,624728,1155,46,0,6219,7,8,130,0.997481
LoraWAN 1 gateways,0.4,1923,20,100,1000000,215,6204,88458,1155,0,4261,1943,7,0,0,0
LoraWAN 2 gateways,0.4,4014,72,100,1000000,215,6204,184644,1155,0,6204,4086,7,-4086,0,0
LoraWAN 3 gateways,0.4,5743,98,100,1000000,215,6204,264178,1155,0,6204,5837,7,-5841,0,0
Multihop 1 gateways,0.5,6898,398,100,1000000,215,7521,725132,1155,60,0,7296,7,12,153,0.997049
LoraWAN 1 gateways,0.5,2168,47,100,1000000,215,7238,99728,1155,0,5023,2215,7,0,0,0
LoraWAN 2 gateways,0.5,4707,87,100,1000000,215,7238,216522,1155,0,7238,4794,7,-4794,0,0
LoraWAN 3 gateways,0.5,6633,154,100,1000000,215,7238,305118,1155,0,7238,6782,7,-6787,0,0
Multihop 1 gateways,0.6,7704,573,100,1000000,215,8605,804979,1155,108,0,8278,7,13,207,0.988476
LoraWAN 1 gateways,0.6,2484,66,100,1000000,215,8155,114264,1155,0,5605,2550,7,0,0,0
LoraWAN 2 gateways,0.6,5277,107,100,1000000,215,8155,242742,1155,0,8155,5384,7,-5384,0,0
LoraWAN 3 gateways,0.6,7492,184,100,1000000,215,8155,344632,1155,0,8155,7669,7,-7676,0,0
Multihop 1 gateways,0.7,8250,885,100,1000000,215,9529,865236,1155,103,0,9135,7,12,279,0.985978
LoraWAN 1 gateways,0.7,2691,80,100,1000000,215,8948,123786,1155,0,6176,2772,7,1,0,0
LoraWAN 2 gateways,0.7,5791,127,100,1000000,215,8948,266386,1155,0,8948,5919,7,-5918,0,0
LoraWAN 3 gateways,0.7,8236,197,100,1000000,215,8948,378856,1155,0,8948,8431,7,-8433,0,0
Multihop 1 gateways,0.8,8536,1468,100,1000000,215,10457,885064,1155,133,0,10004,7,10,310,0.985152
LoraWAN 1 gateways,0.8,2924,58,100,1000000,215,9681,134504,1155,0,6698,2983,7,1,0,0
LoraWAN 2 gateways,0.8,6202,158,100,1000000,215,9681,285292,1155,0,9681,6361,7,-6360,0,0
LoraWAN 3 gateways,0.8,8916,193,100,1000000,215,9681,410136,1155,0,9681,9105,7,-9109,0,0
Multihop 1 gateways,0.9,9530,1165,100,1000000,215,11259,988408,1155,178,0,10697,7,16,370,0.983584
LoraWAN 1 gateways,0.9,3079,99,100,1000000,215,10285,141634,1155,0,7107,3178,7,0,0,0
LoraWAN 2 gateways,0.9,6581,160,100,1000000,215,10285,302726,1155,0,10285,6741,7,-6741,0,0
LoraWAN 3 gateways,0.9,9419,223,100,1000000,215,10285,433274,1155,0,10285,9634,7,-9642,0,0
Multihop 1 gateways,1,10298,1081,100,1000000,215,11995,1059156,1155,190,0,11380,7,8,418,0.982572
LoraWAN 1 gateways,1,3194,161,100,1000000,215,10852,146924,1155,0,7497,3355,7,0,0,0
LoraWAN 2 gateways,1,6958,218,100,1000000,215,10852,320068,1155,0,10852,7176,7,-7176,0,0
LoraWAN 3 gateways,1,9931,295,100,1000000,215,10852,456826,1155,0,10852,10214,7,-10226,0,0
Multihop 1 gateways,0.1,1849,34,100,1000000,215,1919,232217,1155,4,0,1883,7,0,32,0.999154
LoraWAN 1 gateways,0.1,576,8,100,1000000,215,1917,26496,1155,0,1333,584,7,0,0,0
LoraWAN 2 gateways,0.1,1656,7,100,1000000,215,1917,76176,1155,0,1917,1663,7,-1663,0,0
LoraWAN 3 gateways,0.1,1755,9,100,1000000,215,1917,80730,1155,0,1917,1762,7,-1764,0,0
Multihop 1 gateways,0.2,3383,106,100,1000000,215,3619,425831,1155,36,0,3489,7,5,89,0.998823
LoraWAN 1 gateways,0.2,1122,10,100,1000000,215,3595,51612,1155,0,2463,1132,7,0,0,0
LoraWAN 2 gateways,0.2,3112,23,100,1000000,215,3595,143152,1155,0,3595,3135,7,-3135,0,0
LoraWAN 3 gateways,0.2,3294,32,100,1000000,215,3595,151524,1155,0,3595,3322,7,-3326,0,0
Multihop 1 gateways,0.3,4624,211,100,1000000,215,5086,573237,1155,73,0,4835,7,11,167,0.998039
LoraWAN 1 gateways,0.3,1541,26,100,1000000,215,5002,70886,1155,0,3435,1567,7,0,0,0
LoraWAN 2 gateways,0.3,4302,41,100,1000000,215,5002,197892,1155,0,5002,4343,7,-4343,0,0
LoraWAN 3 gateways,0.3,4548,53,100,1000000,215,5002,209208,1155,0,5002,4593,7,-4601,0,0
Multihop 1 gateways,0.4,5580,444,100,1000000,215,6409,680270,1155,124,0,6024,7,3,258,0.997167
LoraWAN 1 gateways,0.4,1888,46,100,1000000,215,6204,86848,1155,0,4270,1934,7,0,0,0
LoraWAN 2 gateways,0.4,5328,83,100,1000000,215,6204,245088,1155,0,6204,5411,7,-5411,0,0
LoraWAN 3 gateways,0.4,5624,112,100,1000000,215,6204,258704,1155,0,6204,5713,7,-5736,0,0
Multihop 1 gateways,0.5,6593,487,100,1000000,215,7562,808042,1155,158,0,7081,7,8,316,0.996037
LoraWAN 1 gateways,0.5,2202,55,100,1000000,215,7238,101292,1155,0,4981,2257,7,0,0,0
LoraWAN 2 gateways,0.5,6215,102,100,1000000,215,7238,285890,1155,0,7238,6317,7,-6317,0,0
LoraWAN 3 gateways,0.5,6591,136,100,1000000,215,7238,303186,1155,0,7238,6693,7,-6727,0,0
Multihop 1 gateways,0.6,6916,1035,100,1000000,215,8629,815534,1155,209,0,7953,7,25,444,0.986093
LoraWAN 1 gateways,0.6,2476,62,100,1000000,215,8155,113896,1155,0,5617,2538,7,0,0,0
LoraWAN 2 gateways,0.6,6944,165,100,1000000,215,8155,319424,1155,0,8155,7109,7,-7109,0,0
LoraWAN 3 gateways,0.6,7363,190,100,1000000,215,8155,338698,1155,0,8155,7516,7,-7553,0,0
Multihop 1 gateways,0.7,8101,718,100,1000000,215,9566,973556,1155,210,0,8819,7,11,526,0.99423
LoraWAN 1 gateways,0.7,2676,94,100,1000000,215,8948,123096,1155,0,6178,2770,7,0,0,0
LoraWAN 2 gateways,0.7,7613,173,100,1000000,215,8948,350198,1155,0,8948,7787,7,-7786,0,0
LoraWAN 3 gateways,0.7,8050,237,100,1000000,215,8948,370300,1155,0,8948,8237,7,-8287,0,0
Multihop 1 gateways,0.8,9064,497,100,1000000,215,10490,1094827,1155,289,0,9561,7,29,611,0.994988
LoraWAN 1 gateways,0.8,2929,88,100,1000000,215,9681,134734,1155,0,6664,3017,7,0,0,0
LoraWAN 2 gateways,0.8,8189,209,100,1000000,215,9681,376694,1155,0,9681,8398,7,-8398,0,0
LoraWAN 3 gateways,0.8,8711,225,100,1000000,215,9681,400706,1155,0,9681,8883,7,-8936,0,0
Multihop 1 gateways,0.9,9507,797,100,1000000,215,11343,1150579,1155,307,0,10304,7,15,717,0.996611
LoraWAN 1 gateways,0.9,3056,121,100,1000000,215,10285,140576,1155,0,7108,3177,7,0,0,0
LoraWAN 2 gateways,0.9,8782,184,100,1000000,215,10285,403972,1155,0,10285,8966,7,-8966,0,0
LoraWAN 3 gateways,0.9,9270,254,100,1000000,215,10285,426420,1155,0,10285,9478,7,-9524,0,0
Multihop 1 gateways,1,10086,814,100,1000000,215,12105,1201306,1155,349,0,10900,7,31,825,0.994825
LoraWAN 1 gateways,1,3218,116,100,1000000,215,10852,148028,1155,0,7518,3334,7,0,0,0
LoraWAN 2 gateways,1,9172,277,100,1000000,215,10852,421912,1155,0,10852,9449,7,-9449,0,0
LoraWAN 3 gateways,1,9796,253,100,1000000,215,10852,450616,1155,0,10852,9992,7,-10049,0,0
Multihop 1 gateways,0.1,1909,18,100,1000000,215,1919,232634,1155,10,0,1882,7,-45,27,0.998986
LoraWAN 1 gateways,0.1,507,2,100,1000000,215,1917,23322,1155,0,1408,509,7,0,0,0
LoraWAN 2 gateways,0.1,1412,12,100,1000000,215,1917,64952,1155,0,1917,1424,7,-1424,0,0
LoraWAN 3 gateways,0.1,1838,9,100,1000000,215,1917,84548,1155,0,1917,1846,7,-1847,0,0
Multihop 1 gateways,0.2,3478,125,100,1000000,215,3624,435916,1155,34,0,3538,7,-64,51,0.999665
LoraWAN 1 gateways,0.2,954,12,100,1000000,215,3595,43884,1155,0,2629,966,7,0,0,0
LoraWAN 2 gateways,0.2,2686,25,100,1000000,215,3595,123556,1155,0,3595,2711,7,-2711,0,0
LoraWAN 3 gateways,0.2,3428,37,100,1000000,215,3595,157688,1155,0,3595,3462,7,-3465,0,0
Multihop 1 gateways,0.3,4917,121,100,1000000,215,5087,599763,1155,38,0,4930,7,-106,117,0.998128
LoraWAN 1 gateways,0.3,1352,20,100,1000000,215,5002,62192,1155,0,3630,1372,7,0,0,0
LoraWAN 2 gateways,0.3,3671,58,100,1000000,215,5002,168866,1155,0,5002,3729,7,-3729,0,0
LoraWAN 3 gateways,0.3,4755,51,100,1000000,215,5002,218730,1155,0,5002,4803,7,-4806,0,0
Multihop 1 gateways,0.4,5918,383,100,1000000,215,6435,724799,1155,88,0,6171,7,-123,169,0.998628
LoraWAN 1 gateways,0.4,1654,18,100,1000000,215,6204,76084,1155,0,4532,1672,7,0,0,0
LoraWAN 2 gateways,0.4,4568,78,100,1000000,215,6204,210128,1155,0,6204,4646,7,-4646,0,0
LoraWAN 3 gateways,0.4,5858,98,100,1000000,215,6204,269468,1155,0,6204,5953,7,-5956,0,0
Multihop 1 gateways,0.5,6751,576,100,1000000,215,7579,816656,1155,135,0,7167,7,-154,271,0.998229
LoraWAN 1 gateways,0.5,1915,38,100,1000000,215,7238,88090,1155,0,5285,1953,7,0,0,0
LoraWAN 2 gateways,0.5,5314,120,100,1000000,215,7238,244444,1155,0,7238,5434,7,-5434,0,0
LoraWAN 3 gateways,0.5,6855,115,100,1000000,215,7238,315330,1155,0,7238,6963,7,-6970,0,0
Multihop 1 gateways,0.6,7623,706,100,1000000,215,8648,917713,1155,145,0,8170,7,-152,326,0.997212
LoraWAN 1 gateways,0.6,2182,34,100,1000000,215,8155,100372,1155,0,5939,2216,7,0,0,0
LoraWAN 2 gateways,0.6,5971,138,100,1000000,215,8155,274666,1155,0,8155,6109,7,-6109,0,0
LoraWAN 3 gateways,0.6,7660,185,100,1000000,215,8155,352360,1155,0,8155,7831,7,-7845,0,0
Multihop 1 gateways,0.7,8462,720,100,1000000,215,9629,1017425,1155,203,0,8991,7,-176,420,0.996358
LoraWAN 1 gateways,0.7,2340,57,100,1000000,215,8948,107640,1155,0,6551,2397,7,0,0,0
LoraWAN 2 gateways,0.7,6513,205,100,1000000,215,8948,299598,1155,0,8948,6719,7,-6718,0,0
LoraWAN 3 gateways,0.7,8355,255,100,1000000,215,8948,384330,1155,0,8948,8598,7,-8610,0,0
Multihop 1 gateways,0.8,9183,870,100,1000000,215,10565,1094554,1155,216,0,9856,7,-191,487,0.994994
LoraWAN 1 gateways,0.8,2528,82,100,1000000,215,9681,116288,1155,0,7070,2611,7,1,0,0
LoraWAN 2 gateways,0.8,7046,241,100,1000000,215,9681,324116,1155,0,9681,7288,7,-7287,0,0
LoraWAN 3 gateways,0.8,9046,249,100,1000000,215,9681,416116,1155,0,9681,9281,7,-9295,0,0
Multihop 1 gateways,0.9,10066,785,100,1000000,215,11423,1204468,1155,229,0,10636,7,-204,547,0.995586
LoraWAN 1 gateways,0.9,2680,61,100,1000000,215,10285,123280,1155,0,7544,2741,7,0,0,0
LoraWAN 2 gateways,0.9,7520,247,100,1000000,215,10285,345920,1155,0,10285,7767,7,-7767,0,0
LoraWAN 3 gateways,0.9,9648,261,100,1000000,215,10285,443808,1155,0,10285,9886,7,-9909,0,0
Multihop 1 gateways,1,10218,1251,100,1000000,215,12180,1204156,1155,298,0,11230,7,-224,637,0.995655
LoraWAN 1 gateways,1,2869,66,100,1000000,215,10852,131974,1155,0,7917,2935,7,0,0,0
LoraWAN 2 gateways,1,7891,244,100,1000000,215,10852,362986,1155,0,10852,8135,7,-8135,0,0
LoraWAN 3 gateways,1,10110,315,100,1000000,215,10852,465060,1155,0,10852,10398,7,-10425,0,0
Multihop 1 gateways,0.1,1867,34,100,1000000,215,1919,215140,1155,6,0,1901,7,1,11,0.998987
LoraWAN 1 gateways,0.1,443,6,100,1000000,215,1917,20378,1155,0,1468,449,7,0,0,0
LoraWAN 2 gateways,0.1,1536,9,100,1000000,215,1917,70656,1155,0,1917,1545,7,-1545,0,0
LoraWAN 3 gateways,0.1,1858,11,100,1000000,215,1917,85468,1155,0,1917,1868,7,-1869,0,0
Multihop 1 gateways,0.2,3432,99,100,1000000,215,3624,397704,1155,35,0,3531,7,3,55,0.998255
LoraWAN 1 gateways,0.2,769,4,100,1000000,215,3595,35374,1155,0,2822,773,7,0,0,0
LoraWAN 2 gateways,0.2,2861,28,100,1000000,215,3595,131606,1155,0,3595,2889,7,-2889,0,0
LoraWAN 3 gateways,0.2,3514,22,100,1000000,215,3595,161644,1155,0,3595,3532,7,-3536,0,0
Multihop 1 gateways,0.3,4775,160,100,1000000,215,5097,553153,1155,71,0,4935,7,5,86,0.99832
LoraWAN 1 gateways,0.3,1107,10,100,1000000,215,5002,50922,1155,0,3885,1117,7,0,0,0
LoraWAN 2 gateways,0.3,4005,53,100,1000000,215,5002,184230,1155,0,5002,4058,7,-4058,0,0
LoraWAN 3 gateways,0.3,4840,66,100,1000000,215,5002,222640,1155,0,5002,4897,7,-4906,0,0
Multihop 1 gateways,0.4,5787,396,100,1000000,215,6427,664131,1155,97,0,6184,7,8,139,0.997964
LoraWAN 1 gateways,0.4,1299,16,100,1000000,215,6204,59754,1155,0,4889,1315,7,0,0,0
LoraWAN 2 gateways,0.4,4919,100,100,1000000,215,6204,226274,1155,0,6204,5019,7,-5019,0,0
LoraWAN 3 gateways,0.4,6011,74,100,1000000,215,6204,276506,1155,0,6204,6075,7,-6085,0,0
Multihop 1 gateways,0.5,6770,425,100,1000000,215,7561,765958,1155,126,0,7195,7,17,223,0.997124
LoraWAN 1 gateways,0.5,1548,30,100,1000000,215,7238,71208,1155,0,5660,1578,7,0,0,0
LoraWAN 2 gateways,0.5,5733,104,100,1000000,215,7238,263718,1155,0,7238,5837,7,-5837,0,0
LoraWAN 3 gateways,0.5,6942,165,100,1000000,215,7238,319332,1155,0,7238,7089,7,-7107,0,0
Multihop 1 gateways,0.6,7517,656,100,1000000,215,8635,846052,1155,183,0,8173,7,16,263,0.995657
LoraWAN 1 gateways,0.6,1799,36,100,1000000,215,8155,82754,1155,0,6320,1835,7,0,0,0
LoraWAN 2 gateways,0.6,6495,160,100,1000000,215,8155,298770,1155,0,8155,6655,7,-6655,0,0
LoraWAN 3 gateways,0.6,7916,107,100,1000000,215,8155,364136,1155,0,8155,8004,7,-8023,0,0
Multihop 1 gateways,0.7,8256,762,100,1000000,215,9574,924054,1155,229,0,9018,7,15,312,0.991239
LoraWAN 1 gateways,0.7,1927,26,100,1000000,215,8948,88642,1155,0,6995,1953,7,0,0,0
LoraWAN 2 gateways,0.7,7101,162,100,1000000,215,8948,326646,1155,0,8948,7264,7,-7263,0,0
LoraWAN 3 gateways,0.7,8616,174,100,1000000,215,8948,396336,1155,0,8948,8768,7,-8790,0,0
Multihop 1 gateways,0.8,8944,914,100,1000000,215,10506,994628,1155,225,0,9858,7,32,391,0.990264
LoraWAN 1 gateways,0.8,2101,36,100,1000000,215,9681,96646,1155,0,7544,2137,7,0,0,0
LoraWAN 2 gateways,0.8,7632,190,100,1000000,215,9681,351072,1155,0,9681,7823,7,-7822,0,0
LoraWAN 3 gateways,0.8,9312,206,100,1000000,215,9681,428352,1155,0,9681,9487,7,-9518,0,0
Multihop 1 gateways,0.9,9814,835,100,1000000,215,11343,1094828,1155,232,0,10650,7,33,429,0.994483
LoraWAN 1 gateways,0.9,2235,26,100,1000000,215,10285,102810,1155,0,8024,2261,7,0,0,0
LoraWAN 2 gateways,0.9,8082,253,100,1000000,215,10285,371772,1155,0,10285,8335,7,-8335,0,0
LoraWAN 3 gateways,0.9,9900,193,100,1000000,215,10285,455400,1155,0,10285,10080,7,-10093,0,0
Multihop 1 gateways,1,10327,898,100,1000000,215,12067,1144621,1155,299,0,11225,7,25,518,0.991392
LoraWAN 1 gateways,1,2321,56,100,1000000,215,10852,106766,1155,0,8475,2377,7,0,0,0
LoraWAN 2 gateways,1,8505,273,100,1000000,215,10852,391230,1155,0,10852,8778,7,-8778,0,0
LoraWAN 3 gateways,1,10441,222,100,1000000,215,10852,480286,1155,0,10852,10648,7,-10663,0,0
Multihop 1 gateways,0.1,1872,22,100,1000000,215,1919,205463,1155,8,0,1894,7,3,14,0.999856
LoraWAN 1 gateways,0.1,613,6,100,1000000,215,1917,28198,1155,0,1298,619,7,0,0,0
LoraWAN 2 gateways,0.1,1439,12,100,1000000,215,1917,66194,1155,0,1917,1451,7,-1451,0,0
LoraWAN 3 gateways,0.1,1834,6,100,1000000,215,1917,84364,1155,0,1917,1840,7,-1840,0,0
Multihop 1 gateways,0.2,3424,140,100,1000000,215,3619,370009,1155,17,0,3564,7,3,35,0.99867
LoraWAN 1 gateways,0.2,1132,12,100,1000000,215,3595,52072,1155,0,2451,1144,7,0,0,0
LoraWAN 2 gateways,0.2,2731,27,100,1000000,215,3595,125626,1155,0,3595,2758,7,-2758,0,0
