case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
Multihop 1 gateways,0.2,2108,32,60,1000000,215,2166,246779,1155,6,0,2140,7,3,17,0.999828
LoraWAN 1 gateways,0.2,654,6,60,1000000,215,2145,30084,1155,0,1485,660,7,0,0,0
LoraWAN 2 gateways,0.2,1080,7,60,1000000,215,2145,49680,1155,0,2145,1087,7,-1087,0,0
LoraWAN 3 gateways,0.2,1819,4,60,1000000,215,2145,83674,1155,0,2145,1823,7,-1823,0,0
Multihop 1 gateways,0.3,2932,66,60,1000000,215,3062,342570,1155,8,0,2998,7,2,54,0.998999
LoraWAN 1 gateways,0.3,953,6,60,1000000,215,2997,43838,1155,0,2038,959,7,0,0,0
LoraWAN 2 gateways,0.3,1545,4,60,1000000,215,2997,71070,1155,0,2997,1549,7,-1549,0,0
LoraWAN 3 gateways,0.3,2525,8,60,1000000,215,2997,116150,1155,0,2997,2533,7,-2533,0,0
Multihop 1 gateways,0.4,3635,148,60,1000000,215,3876,419030,1155,20,0,3783,7,9,64,0.998287
LoraWAN 1 gateways,0.4,1151,26,60,1000000,215,3743,52946,1155,0,2566,1177,7,0,0,0
LoraWAN 2 gateways,0.4,1911,11,60,1000000,215,3743,87906,1155,0,3743,1922,7,-1922,0,0
LoraWAN 3 gateways,0.4,3149,26,60,1000000,215,3743,144854,1155,0,3743,3173,7,-3175,0,0
Multihop 1 gateways,0.5,4245,187,60,1000000,215,4570,486723,1155,15,0,4432,7,11,112,0.99731
LoraWAN 1 gateways,0.5,1404,20,60,1000000,215,4360,64584,1155,0,2936,1424,7,0,0,0
LoraWAN 2 gateways,0.5,2224,15,60,1000000,215,4360,102304,1155,0,4360,2239,7,-2239,0,0
LoraWAN 3 gateways,0.5,3663,33,60,1000000,215,4360,168498,1155,0,4360,3696,7,-3696,0,0
Multihop 1 gateways,0.6,4812,232,60,1000000,215,5210,554570,1155,30,0,5044,7,11,125,0.999356
LoraWAN 1 gateways,0.6,1498,32,60,1000000,215,4902,68908,1155,0,3372,1530,7,0,0,0
LoraWAN 2 gateways,0.6,2496,29,60,1000000,215,4902,114816,1155,0,4902,2525,7,-2525,0,0
LoraWAN 3 gateways,0.6,4145,31,60,1000000,215,4902,190670,1155,0,4902,4173,7,-4176,0,0
Multihop 1 gateways,0.7,5420,169,60,1000000,215,5775,621881,1155,34,0,5589,7,5,147,0.998097
LoraWAN 1 gateways,0.7,1685,14,60,1000000,215,5371,77510,1155,0,3671,1700,7,1,0,0
LoraWAN 2 gateways,0.7,2711,29,60,1000000,215,5371,124706,1155,0,5371,2741,7,-2740,0,0
LoraWAN 3 gateways,0.7,4530,35,60,1000000,215,5371,208380,1155,0,5371,4565,7,-4565,0,0
Multihop 1 gateways,0.8,5866,237,60,1000000,215,6355,674050,1155,69,0,6103,7,8,175,0.999218
LoraWAN 1 gateways,0.8,1825,26,60,1000000,215,5807,83950,1155,0,3956,1851,7,0,0,0
LoraWAN 2 gateways,0.8,2982,27,60,1000000,215,5807,137172,1155,0,5807,3009,7,-3009,0,0
LoraWAN 3 gateways,0.8,4868,74,60,1000000,215,5807,223928,1155,0,5807,4939,7,-4942,0,0
Multihop 1 gateways,0.9,6137,429,60,1000000,215,6815,695780,1155,42,0,6566,7,12,195,0.997194
LoraWAN 1 gateways,0.9,1917,34,60,1000000,215,6197,88182,1155,0,4246,1951,7,0,0,0
LoraWAN 2 gateways,0.9,3167,30,60,1000000,215,6197,145682,1155,0,6197,3198,7,-3197,0,0
LoraWAN 3 gateways,0.9,5229,46,60,1000000,215,6197,240534,1155,0,6197,5275,7,-5275,0,0
Multihop 1 gateways,1,6625,355,60,1000000,215,7302,757398,1155,53,0,6980,7,15,254,0.998072
LoraWAN 1 gateways,1,2040,46,60,1000000,215,6541,93840,1155,0,4455,2086,7,0,0,0
LoraWAN 2 gateways,1,3319,61,60,1000000,215,6541,152674,1155,0,6541,3380,7,-3380,0,0
LoraWAN 3 gateways,1,5535,54,60,1000000,215,6541,254610,1155,0,6541,5584,7,-5589,0,0
Multihop 1 gateways,0.1,1137,14,60,1000000,215,1158,114487,1155,0,0,1151,7,1,6,0.999896
LoraWAN 1 gateways,0.1,396,2,60,1000000,215,1154,18216,1155,0,756,398,7,0,0,0
LoraWAN 2 gateways,0.1,887,7,60,1000000,215,1154,40802,1155,0,1154,894,7,-894,0,0
LoraWAN 3 gateways,0.1,1025,4,60,1000000,215,1154,47150,1155,0,1154,1025,7,-1029,0,0
Multihop 1 gateways,0.2,2087,48,60,1000000,215,2158,207294,1155,5,0,2135,7,5,13,0.999275
LoraWAN 1 gateways,0.2,663,6,60,1000000,215,2145,30498,1155,0,1475,670,7,1,0,0
LoraWAN 2 gateways,0.2,1625,7,60,1000000,215,2145,74750,1155,0,2145,1633,7,-1632,0,0
LoraWAN 3 gateways,0.2,1869,13,60,1000000,215,2145,85974,1155,0,2145,1879,7,-1882,0,0
Multihop 1 gateways,0.3,2889,101,60,1000000,215,3049,285995,1155,26,0,2990,7,4,29,0.999901
LoraWAN 1 gateways,0.3,925,12,60,1000000,215,2997,42550,1155,0,2060,937,7,0,0,0
LoraWAN 2 gateways,0.3,2290,27,60,1000000,215,2997,105340,1155,0,2997,2317,7,-2317,0,0
LoraWAN 3 gateways,0.3,2643,33,60,1000000,215,2997,121578,1155,0,2997,2657,7,-2676,0,0
Multihop 1 gateways,0.4,3548,200,60,1000000,215,3843,347514,1155,30,0,3748,7,6,59,0.999305
LoraWAN 1 gateways,0.4,1144,18,60,1000000,215,3743,52624,1155,0,2581,1162,7,0,0,0
LoraWAN 2 gateways,0.4,2825,34,60,1000000,215,3743,129950,1155,0,3743,2859,7,-2859,0,0
LoraWAN 3 gateways,0.4,3265,52,60,1000000,215,3743,150190,1155,0,3743,3288,7,-3317,0,0
Multihop 1 gateways,0.5,4255,127,60,1000000,215,4528,416032,1155,31,0,4383,7,18,97,0.998624
LoraWAN 1 gateways,0.5,1374,20,60,1000000,215,4360,63204,1155,0,2966,1394,7,0,0,0
LoraWAN 2 gateways,0.5,3295,64,60,1000000,215,4360,151570,1155,0,4360,3359,7,-3359,0,0
LoraWAN 3 gateways,0.5,3841,50,60,1000000,215,4360,176686,1155,0,4360,3861,7,-3891,0,0
Multihop 1 gateways,0.6,4763,218,60,1000000,215,5137,462273,1155,45,0,4981,7,17,94,0.99872
LoraWAN 1 gateways,0.6,1581,26,60,1000000,215,4902,72726,1155,0,3295,1607,7,0,0,0
LoraWAN 2 gateways,0.6,3731,50,60,1000000,215,4902,171626,1155,0,4902,3781,7,-3781,0,0
LoraWAN 3 gateways,0.6,4299,77,60,1000000,215,4902,197754,1155,0,4902,4344,7,-4376,0,0
Multihop 1 gateways,0.7,5205,241,60,1000000,215,5659,502065,1155,60,0,5446,7,23,130,0.997425
LoraWAN 1 gateways,0.7,1671,20,60,1000000,215,5371,76866,1155,0,3680,1691,7,0,0,0
LoraWAN 2 gateways,0.7,4045,77,60,1000000,215,5371,186070,1155,0,5371,4122,7,-4122,0,0
LoraWAN 3 gateways,0.7,4710,95,60,1000000,215,5371,216660,1155,0,5371,4751,7,-4805,0,0
Multihop 1 gateways,0.8,5724,253,60,1000000,215,6199,557217,1155,54,0,5977,7,28,140,0.998368
LoraWAN 1 gateways,0.8,1822,24,60,1000000,215,5807,83812,1155,0,3961,1846,7,0,0,0
LoraWAN 2 gateways,0.8,4400,88,60,1000000,215,5807,202400,1155,0,5807,4488,7,-4488,0,0
LoraWAN 3 gateways,0.8,5120,107,60,1000000,215,5807,235520,1155,0,5807,5165,7,-5227,0,0
Multihop 1 gateways,0.9,6164,236,60,1000000,215,6664,593627,1155,79,0,6401,7,23,162,0.998502
LoraWAN 1 gateways,0.9,1946,18,60,1000000,215,6197,89516,1155,0,4232,1965,7,1,0,0
LoraWAN 2 gateways,0.9,4647,86,60,1000000,215,6197,213762,1155,0,6197,4734,7,-4733,0,0
LoraWAN 3 gateways,0.9,5385,152,60,1000000,215,6197,247710,1155,0,6197,5460,7,-5537,0,0
Multihop 1 gateways,1,6497,324,60,1000000,215,7106,619596,1155,80,0,6821,7,27,178,0.996432
LoraWAN 1 gateways,1,2031,36,60,1000000,215,6541,93426,1155,0,4474,2067,7,0,0,0
LoraWAN 2 gateways,1,4895,108,60,1000000,215,6541,225170,1155,0,6541,5003,7,-5003,0,0
LoraWAN 3 gateways,1,5687,169,60,1000000,215,6541,261602,1155,0,6541,5764,7,-5856,0,0
Multihop 1 gateways,0.1,1102,40,60,1000000,215,1158,137333,1155,6,0,1142,7,2,8,0.99955
LoraWAN 1 gateways,0.1,278,0,60,1000000,215,1154,12788,1155,0,876,278,7,0,0,0
LoraWAN 2 gateways,0.1,285,0,60,1000000,215,1154,13110,1155,0,1154,285,7,-285,0,0
LoraWAN 3 gateways,0.1,1056,0,60,1000000,215,1154,48576,1155,0,1154,1056,7,-1056,0,0
Multihop 1 gateways,0.2,2058,50,60,1000000,215,2166,253400,1155,17,0,2108,7,3,38,0.999275
LoraWAN 1 gateways,0.2,473,2,60,1000000,215,2145,21758,1155,0,1670,475,7,0,0,0
LoraWAN 2 gateways,0.2,546,2,60,1000000,215,2145,25116,1155,0,2145,548,7,-548,0,0
LoraWAN 3 gateways,0.2,1951,13,60,1000000,215,2145,89746,1155,0,2145,1964,7,-1964,0,0
Multihop 1 gateways,0.3,2908,60,60,1000000,215,3071,357108,1155,23,0,2968,7,4,76,0.999349
LoraWAN 1 gateways,0.3,710,4,60,1000000,215,2997,32660,1155,0,2283,714,7,0,0,0
LoraWAN 2 gateways,0.3,751,0,60,1000000,215,2997,34546,1155,0,2997,751,7,-751,0,0
LoraWAN 3 gateways,0.3,2746,14,60,1000000,215,2997,126316,1155,0,2997,2759,7,-2760,0,0
Multihop 1 gateways,0.4,3590,114,60,1000000,215,3874,439971,1155,40,0,3704,7,6,124,0.999222
LoraWAN 1 gateways,0.4,850,17,60,1000000,215,3743,39100,1155,0,2876,867,7,0,0,0
LoraWAN 2 gateways,0.4,930,1,60,1000000,215,3743,42780,1155,0,3743,931,7,-931,0,0
LoraWAN 3 gateways,0.4,3372,28,60,1000000,215,3743,155112,1155,0,3743,3399,7,-3400,0,0
Multihop 1 gateways,0.5,4158,179,60,1000000,215,4573,509030,1155,68,0,4337,7,11,157,0.998914
LoraWAN 1 gateways,0.5,1031,6,60,1000000,215,4360,47426,1155,0,3323,1037,7,0,0,0
LoraWAN 2 gateways,0.5,1090,5,60,1000000,215,4360,50140,1155,0,4360,1095,7,-1095,0,0
LoraWAN 3 gateways,0.5,3969,54,60,1000000,215,4360,182574,1155,0,4360,4018,7,-4023,0,0
Multihop 1 gateways,0.6,4770,167,60,1000000,215,5222,581353,1155,76,0,4937,7,16,193,0.999094
LoraWAN 1 gateways,0.6,1120,16,60,1000000,215,4902,51520,1155,0,3766,1136,7,0,0,0
LoraWAN 2 gateways,0.6,1225,1,60,1000000,215,4902,56350,1155,0,4902,1226,7,-1226,0,0
LoraWAN 3 gateways,0.6,4416,56,60,1000000,215,4902,203136,1155,0,4902,4471,7,-4472,0,0
Multihop 1 gateways,0.7,5122,314,60,1000000,215,5800,617572,1155,84,0,5436,7,27,253,0.998358
LoraWAN 1 gateways,0.7,1246,14,60,1000000,215,5371,57316,1155,0,4111,1260,7,0,0,0
LoraWAN 2 gateways,0.7,1324,2,60,1000000,215,5371,60904,1155,0,5371,1326,7,-1326,0,0
LoraWAN 3 gateways,0.7,4859,66,60,1000000,215,5371,223514,1155,0,5371,4924,7,-4925,0,0
Multihop 1 gateways,0.8,5441,476,60,1000000,215,6377,650179,1155,114,0,5917,7,28,318,0.996781
LoraWAN 1 gateways,0.8,1329,8,60,1000000,215,5807,61134,1155,0,4470,1337,7,0,0,0
LoraWAN 2 gateways,0.8,1486,4,60,1000000,215,5807,68356,1155,0,5807,1490,7,-1490,0,0
LoraWAN 3 gateways,0.8,5253,68,60,1000000,215,5807,241638,1155,0,5807,5316,7,-5321,0,0
Multihop 1 gateways,0.9,6104,273,60,1000000,215,6863,727606,1155,115,0,6377,7,30,341,0.997924
LoraWAN 1 gateways,0.9,1430,14,60,1000000,215,6197,65780,1155,0,4753,1444,7,0,0,0
LoraWAN 2 gateways,0.9,1544,4,60,1000000,215,6197,71024,1155,0,6197,1548,7,-1548,0,0
LoraWAN 3 gateways,0.9,5585,95,60,1000000,215,6197,256910,1155,0,6197,5681,7,-5680,0,0
Multihop 1 gateways,1,6416,363,60,1000000,215,7332,763273,1155,130,0,6780,7,26,397,0.99665
LoraWAN 1 gateways,1,1486,25,60,1000000,215,6541,68356,1155,0,5030,1511,7,0,0,0
LoraWAN 2 gateways,1,1613,3,60,1000000,215,6541,74198,1155,0,6541,1616,7,-1616,0,0
LoraWAN 3 gateways,1,5868,117,60,1000000,215,6541,269928,1155,0,6541,5979,7,-5985,0,0
Multihop 1 gateways,0.1,1111,0,60,1000000,215,1158,145906,1155,20,0,1111,7,-1,28,0.999591
LoraWAN 1 gateways,0.1,286,0,60,1000000,215,1154,13156,1155,0,868,286,7,0,0,0
LoraWAN 2 gateways,0.1,977,8,60,1000000,215,1154,44942,1155,0,1154,985,7,-985,0,0
LoraWAN 3 gateways,0.1,1113,1,60,1000000,215,1154,51198,1155,0,1154,1114,7,-1114,0,0
Multihop 1 gateways,0.2,1976,80,60,1000000,215,2160,252364,1155,31,0,2056,7,5,68,0.999143
LoraWAN 1 gateways,0.2,512,6,60,1000000,215,2145,23552,1155,0,1627,518,7,0,0,0
LoraWAN 2 gateways,0.2,1807,15,60,1000000,215,2145,83122,1155,0,2145,1823,7,-1822,0,0
LoraWAN 3 gateways,0.2,2059,11,60,1000000,215,2145,94714,1155,0,2145,2071,7,-2070,0,0
Multihop 1 gateways,0.3,2799,40,60,1000000,215,3060,361967,1155,75,0,2839,7,8,138,0.997469
LoraWAN 1 gateways,0.3,749,8,60,1000000,215,2997,34454,1155,0,2240,757,7,0,0,0
LoraWAN 2 gateways,0.3,2528,24,60,1000000,215,2997,116288,1155,0,2997,2552,7,-2552,0,0
LoraWAN 3 gateways,0.3,2865,31,60,1000000,215,2997,131790,1155,0,2997,2893,7,-2896,0,0
Multihop 1 gateways,0.4,3360,165,60,1000000,215,3874,427286,1155,126,0,3525,7,6,217,0.993995
LoraWAN 1 gateways,0.4,926,8,60,1000000,215,3743,42596,1155,0,2809,934,7,0,0,0
LoraWAN 2 gateways,0.4,3139,38,60,1000000,215,3743,144394,1155,0,3743,3177,7,-3177,0,0
LoraWAN 3 gateways,0.4,3578,36,60,1000000,215,3743,164588,1155,0,3743,3610,7,-3614,0,0
Multihop 1 gateways,0.5,3951,94,60,1000000,215,4552,503149,1155,182,0,4045,7,18,307,0.995568
LoraWAN 1 gateways,0.5,1116,12,60,1000000,215,4360,51336,1155,0,3232,1128,7,0,0,0
LoraWAN 2 gateways,0.5,3614,49,60,1000000,215,4360,166244,1155,0,4360,3663,7,-3663,0,0
LoraWAN 3 gateways,0.5,4145,56,60,1000000,215,4360,190670,1155,0,4360,4195,7,-4201,0,0
Multihop 1 gateways,0.6,4494,111,60,1000000,215,5187,570572,1155,261,0,4605,7,9,312,0.996515
LoraWAN 1 gateways,0.6,1203,14,60,1000000,215,4902,55338,1155,0,3685,1217,7,0,0,0
LoraWAN 2 gateways,0.6,4094,73,60,1000000,215,4902,188324,1155,0,4902,4167,7,-4167,0,0
LoraWAN 3 gateways,0.6,4666,72,60,1000000,215,4902,214636,1155,0,4902,4732,7,-4738,0,0
Multihop 1 gateways,0.7,4956,72,60,1000000,215,5728,624401,1155,242,0,5028,7,15,443,0.994665
LoraWAN 1 gateways,0.7,1342,13,60,1000000,215,5371,61732,1155,0,4016,1355,7,0,0,0
LoraWAN 2 gateways,0.7,4476,87,60,1000000,215,5371,205896,1155,0,5371,4564,7,-4563,0,0
LoraWAN 3 gateways,0.7,5129,74,60,1000000,215,5371,235934,1155,0,5371,5201,7,-5203,0,0
Multihop 1 gateways,0.8,5289,177,60,1000000,215,6288,667526,1155,284,0,5466,7,15,523,0.995474
LoraWAN 1 gateways,0.8,1446,10,60,1000000,215,5807,66516,1155,0,4351,1456,7,0,0,0
LoraWAN 2 gateways,0.8,4832,89,60,1000000,215,5807,222272,1155,0,5807,4921,7,-4921,0,0
LoraWAN 3 gateways,0.8,5498,116,60,1000000,215,5807,252908,1155,0,5807,5602,7,-5614,0,0
Multihop 1 gateways,0.9,5563,249,60,1000000,215,6770,697003,1155,359,0,5813,7,15,584,0.992383
LoraWAN 1 gateways,0.9,1509,34,60,1000000,215,6197,69414,1155,0,4654,1543,7,0,0,0
LoraWAN 2 gateways,0.9,5178,97,60,1000000,215,6197,238188,1155,0,6197,5276,7,-5275,0,0
LoraWAN 3 gateways,0.9,5916,91,60,1000000,215,6197,272136,1155,0,6197,5998,7,-6007,0,0
Multihop 1 gateways,1,5774,316,60,1000000,215,7214,719830,1155,427,0,6090,7,15,682,0.992189
LoraWAN 1 gateways,1,1591,34,60,1000000,215,6541,73186,1155,0,4916,1625,7,0,0,0
LoraWAN 2 gateways,1,5446,113,60,1000000,215,6541,250516,1155,0,6541,5560,7,-5559,0,0
LoraWAN 3 gateways,1,6199,124,60,1000000,215,6541,285154,1155,0,6541,6318,7,-6323,0,0
Multihop 1 gateways,0.1,1122,12,60,1000000,215,1158,158713,1155,4,0,1134,7,0,20,0.998724
LoraWAN 1 gateways,0.1,192,2,60,1000000,215,1154,8832,1155,0,960,194,7,0,0,0
LoraWAN 2 gateways,0.1,616,3,60,1000000,215,1154,28336,1155,0,1154,619,7,-619,0,0
LoraWAN 3 gateways,0.1,831,3,60,1000000,215,1154,38226,1155,0,1154,834,7,-834,0,0
Multihop 1 gateways,0.2,2040,14,60,1000000,215,2166,290375,1155,50,0,2054,7,1,61,0.999146
LoraWAN 1 gateways,0.2,320,2,60,1000000,215,2145,14720,1155,0,1823,322,7,0,0,0
LoraWAN 2 gateways,0.2,1128,10,60,1000000,215,2145,51888,1155,0,2145,1139,7,-1138,0,0
LoraWAN 3 gateways,0.2,1512,14,60,1000000,215,2145,69552,1155,0,2145,1527,7,-1526,0,0
Multihop 1 gateways,0.3,2790,78,60,1000000,215,3062,389765,1155,64,0,2868,7,2,128,0.998158
