case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
Multihop 1 gateways,0.2,286,4,40,200000,43,292,49.6667,1155,0,0,290,9,0,2,0.999989,0.201352
LoraWAN 1 gateways,0.2,253,0,40,200000,43,253,46,1155,0,0,253,9,0,0,0,-nan
Multihop 1 gateways,0.2,402,20,60,200000,43,429,74.75,1155,4,0,422,9,0,3,0.992223,0.211773
LoraWAN 1 gateways,0.2,358,1,60,200000,43,359,67.1923,1155,0,0,359,9,0,0,0,-nan
Multihop 1 gateways,0.2,419,6,60,200000,43,430,74.75,1155,2,0,426,9,1,2,0.999623,0.212673
LoraWAN 1 gateways,0.2,356,1,60,200000,43,357,75.5,1155,0,0,357,9,0,0,0,-nan
Multihop 1 gateways,0.2,419,6,60,200000,43,429,74.75,1155,2,0,425,9,0,2,0.999827,0.223756
LoraWAN 1 gateways,0.2,362,2,60,200000,43,364,68.5769,1155,0,0,364,9,0,0,0,-nan
Multihop 1 gateways,0.2,420,2,60,200000,43,428,74.75,1155,2,0,422,10,0,4,0.999968,0.231432
LoraWAN 1 gateways,0.2,348,4,60,200000,43,352,75.9463,1155,0,0,352,10,0,0,0,-nan
Multihop 1 gateways,0.2,416,8,60,200000,43,429,74.75,1155,2,0,424,9,1,2,0.999897,0.234085
LoraWAN 1 gateways,0.2,352,0,60,200000,43,353,72.4916,1155,0,0,353,9,1,0,0,-nan
Multihop 1 gateways,0.2,407,16,60,200000,43,430,74.75,1155,0,0,423,10,1,6,0.99948,0.236187
LoraWAN 1 gateways,0.2,348,1,60,200000,43,349,64.9483,1155,0,0,349,10,0,0,0,-nan
Multihop 1 gateways,0.2,414,6,60,200000,43,428,74.75,1155,4,0,420,9,0,4,0.999843,0.221867
LoraWAN 1 gateways,0.2,361,0,60,200000,43,361,62,1155,0,0,361,9,0,0,0,-nan
Multihop 1 gateways,0.2,414,8,60,200000,43,429,74.75,1155,1,0,422,10,0,6,0.999719,0.217909
LoraWAN 1 gateways,0.2,348,3,60,200000,43,351,75.5,1155,0,0,351,10,0,0,0,-nan
Multihop 1 gateways,0.2,416,8,60,200000,43,429,74.75,1155,0,0,424,9,0,5,0.999799,0.221362
LoraWAN 1 gateways,0.2,355,2,60,200000,43,357,68.6429,1155,0,0,357,9,0,0,0,-nan
Multihop 1 gateways,0.2,407,10,60,200000,43,430,74.75,1155,6,0,417,10,1,6,0.99966,0.218613
LoraWAN 1 gateways,0.2,354,0,60,200000,43,354,66.2429,1155,0,0,354,10,0,0,0,-nan
Multihop 1 gateways,0.2,545,12,80,200000,43,574,99.2,1155,8,0,557,10,0,9,0.999325,0.274048
LoraWAN 1 gateways,0.2,444,2,80,200000,43,446,89.0857,1155,0,0,446,10,0,0,0,-nan
Multihop 1 gateways,0.2,541,18,80,200000,43,573,99.2,1155,7,0,559,10,0,7,0.999679,0.256
LoraWAN 1 gateways,0.2,438,3,80,200000,43,442,115.385,1155,0,0,442,10,1,0,0,-nan
Multihop 1 gateways,0.2,558,2,80,200000,43,574,99.2,1155,8,0,560,10,0,6,0.999512,0.276191
LoraWAN 1 gateways,0.2,436,2,80,200000,43,439,88.5714,1155,0,0,439,10,1,0,0,-nan
Multihop 1 gateways,0.2,553,12,80,200000,43,574,99.2,1155,0,0,565,10,1,8,0.999578,0.253236
LoraWAN 1 gateways,0.2,444,2,80,200000,43,446,93.2,1155,0,0,446,10,0,0,0,-nan
Multihop 1 gateways,0.2,553,12,80,200000,43,574,99.2,1155,2,0,565,10,2,5,0.999805,0.268588
LoraWAN 1 gateways,0.2,435,2,80,200000,43,437,97.0824,1155,0,0,437,10,0,0,0,-nan
Multihop 1 gateways,0.2,543,12,80,200000,43,574,99.2,1155,8,0,555,10,2,9,0.999309,0.262001
LoraWAN 1 gateways,0.2,435,7,80,200000,43,442,89.0194,1155,0,0,442,10,0,0,0,-nan
Multihop 1 gateways,0.2,532,22,80,200000,43,574,99.2,1155,7,0,554,10,2,11,0.998336,0.254589
LoraWAN 1 gateways,0.2,430,1,80,200000,43,432,99.4262,1155,0,0,432,10,1,0,0,-nan
Multihop 1 gateways,0.2,542,10,80,200000,43,573,99.2,1155,11,0,552,10,2,8,0.999506,0.27736
LoraWAN 1 gateways,0.2,438,1,80,200000,43,439,97.1214,1155,0,0,439,10,0,0,0,-nan
Multihop 1 gateways,0.2,551,8,80,200000,43,574,99.2,1155,3,0,559,10,2,10,0.999357,0.261644
LoraWAN 1 gateways,0.2,447,0,80,200000,43,447,89.0857,1155,0,0,447,10,0,0,0,-nan
Multihop 1 gateways,0.2,545,18,80,200000,43,573,99.2,1155,0,0,563,10,2,8,0.9981,0.258354
LoraWAN 1 gateways,0.2,430,4,80,200000,43,434,94.4878,1155,0,0,434,10,0,0,0,-nan
Multihop 1 gateways,0.2,677,16,100,200000,43,729,123.333,1155,13,0,693,11,0,23,0.999317,0.314765
LoraWAN 1 gateways,0.2,518,2,100,200000,43,520,153.639,1155,0,0,520,11,0,0,0,-nan
Multihop 1 gateways,0.2,670,32,100,200000,43,731,123.333,1155,8,0,702,11,0,21,0.999094,0.317279
LoraWAN 1 gateways,0.2,523,1,100,200000,43,525,143.157,1155,0,0,525,11,1,0,0,-nan
Multihop 1 gateways,0.2,699,12,100,200000,43,731,147.286,1155,1,0,711,11,1,18,0.999348,0.312932
LoraWAN 1 gateways,0.2,515,4,100,200000,43,520,177.176,1155,0,0,520,11,1,0,0,-nan
Multihop 1 gateways,0.2,695,7,100,200000,43,730,123.333,1155,8,0,702,11,0,20,0.999277,0.309035
LoraWAN 1 gateways,0.2,535,2,100,200000,43,537,146.227,1155,0,0,537,11,0,0,0,-nan
Multihop 1 gateways,0.2,672,40,100,200000,43,730,123.333,1155,2,0,712,11,1,15,0.999554,0.320217
LoraWAN 1 gateways,0.2,527,4,100,200000,43,532,142.228,1155,0,0,532,11,1,0,0,-nan
Multihop 1 gateways,0.2,681,22,100,200000,43,731,123.333,1155,12,0,703,11,0,16,0.999071,0.306744
LoraWAN 1 gateways,0.2,527,2,100,200000,43,530,145.906,1155,0,0,529,11,1,0,0,-nan
Multihop 1 gateways,0.2,684,16,100,200000,43,731,123.333,1155,8,0,700,11,3,20,0.999157,0.31082
LoraWAN 1 gateways,0.2,529,1,100,200000,43,532,146.337,1155,0,0,532,11,2,0,0,-nan
Multihop 1 gateways,0.2,688,14,100,200000,43,730,123.333,1155,12,0,703,11,2,14,0.999698,0.302714
LoraWAN 1 gateways,0.2,534,3,100,200000,43,538,139.16,1155,0,0,538,11,1,0,0,-nan
Multihop 1 gateways,0.2,692,10,100,200000,43,730,123.333,1155,6,0,703,11,1,21,0.99699,0.283202
LoraWAN 1 gateways,0.2,541,3,100,200000,43,544,152.845,1155,0,0,544,11,0,0,0,-nan
Multihop 1 gateways,0.2,729,15,100,200000,43,730,121.734,1155,4,0,707,11,-34,16,0.996829,0.310499
LoraWAN 1 gateways,0.2,535,3,100,200000,43,538,134.599,1155,0,0,538,11,0,0,0,-nan
Multihop 1 gateways,0.2,799,42,120,200000,43,886,147.286,1155,5,0,841,11,8,32,0.99683,0.370853
LoraWAN 1 gateways,0.2,572,0,120,200000,43,572,199.98,1155,0,0,572,11,0,0,0,-nan
Multihop 1 gateways,0.2,805,32,120,200000,43,884,147.286,1155,16,0,837,11,-1,32,0.993868,0.351102
LoraWAN 1 gateways,0.2,602,1,120,200000,43,603,183.356,1155,0,0,603,11,0,0,0,-nan
Multihop 1 gateways,0.2,795,40,120,200000,43,883,147.286,1155,11,0,835,11,4,33,0.998166,0.360199
LoraWAN 1 gateways,0.2,595,2,120,200000,43,598,177.135,1155,0,0,598,11,1,0,0,-nan
Multihop 1 gateways,0.2,828,21,120,200000,43,883,147.286,1155,5,0,849,11,0,29,0.999085,0.33591
LoraWAN 1 gateways,0.2,612,1,120,200000,43,613,201.121,1155,0,0,613,11,0,0,0,-nan
Multihop 1 gateways,0.2,811,32,120,200000,43,884,147.286,1155,7,0,843,11,1,33,0.999576,0.355434
LoraWAN 1 gateways,0.2,605,2,120,200000,43,609,192.693,1155,0,0,609,11,2,0,0,-nan
Multihop 1 gateways,0.2,796,44,120,200000,43,886,147.286,1155,14,0,840,11,1,31,0.999042,0.355731
LoraWAN 1 gateways,0.2,579,1,120,200000,43,582,220.551,1155,0,0,582,11,2,0,0,-nan
Multihop 1 gateways,0.2,824,14,120,200000,43,887,147.286,1155,11,0,838,11,2,36,0.999399,0.362888
LoraWAN 1 gateways,0.2,598,0,120,200000,43,598,188.06,1155,0,0,598,11,0,0,0,-nan
Multihop 1 gateways,0.2,810,30,120,200000,43,883,147.286,1155,12,0,841,11,1,30,0.996295,0.371691
LoraWAN 1 gateways,0.2,586,2,120,200000,43,590,204.561,1155,0,0,590,11,2,0,0,-nan
Multihop 1 gateways,0.2,821,22,120,200000,43,885,147.286,1155,15,0,845,11,4,23,0.998305,0.36525
LoraWAN 1 gateways,0.2,580,0,120,200000,43,580,212.903,1155,0,0,580,11,0,0,0,-nan
Multihop 1 gateways,0.2,798,44,120,200000,43,884,147.286,1155,8,0,842,11,1,33,0.998049,0.349513
LoraWAN 1 gateways,0.2,599,0,120,200000,43,602,192.988,1155,0,0,602,11,3,0,0,-nan
Multihop 1 gateways,0.2,902,52,140,200000,43,1023,171.125,1155,14,0,954,12,6,49,0.998852,0.392357
LoraWAN 1 gateways,0.2,675,2,140,200000,43,677,265.943,1155,0,0,677,12,0,0,0,-nan
Multihop 1 gateways,0.2,893,51,140,200000,43,1019,171.125,1155,21,0,944,12,2,52,0.996098,0.421868
LoraWAN 1 gateways,0.2,639,1,140,200000,43,641,259.152,1155,0,0,641,12,1,0,0,-nan
Multihop 1 gateways,0.2,911,41,140,200000,43,1023,171.125,1155,7,0,952,12,5,59,0.997998,0.396236
LoraWAN 1 gateways,0.2,653,1,140,200000,43,654,265.247,1155,0,0,654,12,0,0,0,-nan
Multihop 1 gateways,0.2,921,30,140,200000,43,1023,171.125,1155,21,0,952,11,9,42,0.995979,0.395684
LoraWAN 1 gateways,0.2,656,0,140,200000,43,658,256.29,1155,0,0,658,11,2,0,0,-nan
Multihop 1 gateways,0.2,935,24,140,200000,43,1022,171.125,1155,10,0,959,12,2,51,0.994245,0.392959
LoraWAN 1 gateways,0.2,636,3,140,200000,43,640,281.937,1155,0,0,640,12,1,0,0,-nan
Multihop 1 gateways,0.2,895,60,140,200000,43,1020,171.125,1155,8,0,955,12,1,56,0.996181,0.392404
LoraWAN 1 gateways,0.2,642,0,140,200000,43,643,286.78,1155,0,0,643,12,1,0,0,-nan
Multihop 1 gateways,0.2,892,62,140,200000,43,1021,171.125,1155,18,0,954,12,1,48,0.998329,0.411529
LoraWAN 1 gateways,0.2,649,0,140,200000,43,650,250.999,1155,0,0,650,12,1,0,0,-nan
Multihop 1 gateways,0.2,925,28,140,200000,43,1026,171.125,1155,24,0,953,12,3,46,0.997045,0.397238
LoraWAN 1 gateways,0.2,647,1,140,200000,43,650,266.091,1155,0,0,650,12,2,0,0,-nan
Multihop 1 gateways,0.2,921,28,140,200000,43,1020,171.125,1155,12,0,949,12,5,54,0.993853,0.382792
LoraWAN 1 gateways,0.2,666,3,140,200000,43,669,269.774,1155,0,0,669,12,0,0,0,-nan
Multihop 1 gateways,0.2,884,71,140,200000,43,1021,171.125,1155,25,0,955,12,1,40,0.99619,0.41217
LoraWAN 1 gateways,0.2,645,0,140,200000,43,646,262.629,1155,0,0,646,12,1,0,0,-nan
Multihop 1 gateways,0.2,995,74,160,200000,43,1168,194.889,1155,23,0,1069,12,5,71,0.996988,0.451133
LoraWAN 1 gateways,0.2,717,1,160,200000,43,718,328.828,1155,0,0,718,12,0,0,0,-nan
Multihop 1 gateways,0.2,975,100,160,200000,43,1166,194.889,1155,26,0,1075,12,-1,66,0.995975,0.433074
LoraWAN 1 gateways,0.2,682,1,160,200000,43,685,395.43,1155,0,0,685,12,2,0,0,-nan
Multihop 1 gateways,0.2,1005,62,160,200000,43,1166,194.889,1155,31,0,1067,12,1,67,0.99136,0.451516
LoraWAN 1 gateways,0.2,703,1,160,200000,43,705,359.111,1155,0,0,705,12,1,0,0,-nan
Multihop 1 gateways,0.2,984,88,160,200000,43,1169,194.889,1155,26,0,1074,12,2,69,0.998157,0.441842
LoraWAN 1 gateways,0.2,703,0,160,200000,43,705,337.765,1155,0,0,705,12,2,0,0,-nan
Multihop 1 gateways,0.2,1010,50,160,200000,43,1167,194.889,1155,23,0,1060,12,4,80,0.994185,0.440935
LoraWAN 1 gateways,0.2,709,0,160,200000,43,710,353.93,1155,0,0,710,12,1,0,0,-nan
Multihop 1 gateways,0.2,1032,42,160,200000,43,1166,194.889,1155,20,0,1075,12,2,70,0.993954,0.436842
LoraWAN 1 gateways,0.2,729,1,160,200000,43,730,315.666,1155,0,0,730,12,0,0,0,-nan
Multihop 1 gateways,0.2,1033,46,160,200000,43,1173,194.889,1155,26,0,1079,12,8,60,0.995909,0.424334
LoraWAN 1 gateways,0.2,721,1,160,200000,43,722,364.159,1155,0,0,722,12,0,0,0,-nan
Multihop 1 gateways,0.2,1049,25,160,200000,43,1170,194.889,1155,16,0,1074,12,1,79,0.996129,0.452136
LoraWAN 1 gateways,0.2,710,2,160,200000,43,712,329.982,1155,0,0,712,12,0,0,0,-nan
Multihop 1 gateways,0.2,1045,40,160,200000,43,1167,194.889,1155,17,0,1085,12,6,59,0.998845,0.45669
LoraWAN 1 gateways,0.2,696,3,160,200000,43,699,342.449,1155,0,0,699,12,0,0,0,-nan
Multihop 1 gateways,0.2,1018,48,160,200000,43,1166,194.889,1155,25,0,1066,12,1,74,0.988655,0.435363
LoraWAN 1 gateways,0.2,708,2,160,200000,43,711,330.582,1155,0,0,711,12,1,0,0,-nan
