case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness
Multihop 1 gateways,0.1,67,4,40,100000,21,71,6174,1155,0,0,71,7,0,0,0.998971
LoraWAN 1 gateways,0.1,26,0,40,100000,21,71,1196,1155,0,45,26,7,0,0,0
LoraWAN 2 gateways,0.1,60,0,40,100000,21,71,2760,1155,0,71,60,7,-60,0,0
LoraWAN 3 gateways,0.1,71,0,40,100000,21,71,3266,1155,0,71,71,7,-71,0,0
Multihop 1 gateways,0.2,141,0,40,100000,21,143,12419,1155,2,0,141,7,0,0,0.999872
LoraWAN 1 gateways,0.2,53,0,40,100000,21,143,2438,1155,0,90,53,7,0,0,0
LoraWAN 2 gateways,0.2,124,0,40,100000,21,143,5704,1155,0,143,124,7,-124,0,0
LoraWAN 3 gateways,0.2,143,0,40,100000,21,143,6578,1155,0,143,143,7,-143,0,0
Multihop 1 gateways,0.3,208,6,40,100000,21,215,17845,1155,0,0,214,7,0,1,0.997153
LoraWAN 1 gateways,0.3,79,0,40,100000,21,213,3634,1155,0,134,79,7,0,0,0
LoraWAN 2 gateways,0.3,183,0,40,100000,21,213,8418,1155,0,213,183,7,-183,0,0
LoraWAN 3 gateways,0.3,213,0,40,100000,21,213,9798,1155,0,213,213,7,-213,0,0
Multihop 1 gateways,0.4,239,14,40,100000,21,255,21126,1155,0,0,253,7,0,2,0.998534
LoraWAN 1 gateways,0.4,97,0,40,100000,21,248,4462,1155,0,151,97,7,0,0,0
LoraWAN 2 gateways,0.4,210,1,40,100000,21,248,9660,1155,0,248,211,7,-211,0,0
LoraWAN 3 gateways,0.4,248,0,40,100000,21,248,11408,1155,0,248,248,7,-248,0,0
Multihop 1 gateways,0.5,279,12,40,100000,21,298,24405,1155,2,0,291,7,1,4,0.994831
LoraWAN 1 gateways,0.5,125,2,40,100000,21,290,5750,1155,0,163,127,7,0,0,0
LoraWAN 2 gateways,0.5,248,0,40,100000,21,290,11408,1155,0,290,248,7,-248,0,0
LoraWAN 3 gateways,0.5,287,3,40,100000,21,290,13202,1155,0,290,290,7,-290,0,0
Multihop 1 gateways,0.6,328,14,40,100000,21,351,27698,1155,6,0,342,7,0,3,0.997273
LoraWAN 1 gateways,0.6,125,2,40,100000,21,334,5750,1155,0,207,127,7,0,0,0
LoraWAN 2 gateways,0.6,282,4,40,100000,21,334,12972,1155,0,334,286,7,-286,0,0
LoraWAN 3 gateways,0.6,333,1,40,100000,21,334,15318,1155,0,334,334,7,-334,0,0
Multihop 1 gateways,0.7,360,16,40,100000,21,379,30468,1155,2,0,376,7,0,1,0.998923
LoraWAN 1 gateways,0.7,127,6,40,100000,21,361,5842,1155,0,228,133,7,0,0,0
LoraWAN 2 gateways,0.7,304,4,40,100000,21,361,13984,1155,0,361,308,7,-308,0,0
LoraWAN 3 gateways,0.7,356,5,40,100000,21,361,16376,1155,0,361,361,7,-361,0,0
Multihop 1 gateways,0.8,390,16,40,100000,21,415,34481,1155,2,0,407,7,1,6,0.999662
LoraWAN 1 gateways,0.8,147,2,40,100000,21,393,6762,1155,0,244,149,7,0,0,0
LoraWAN 2 gateways,0.8,338,0,40,100000,21,393,15548,1155,0,393,338,7,-338,0,0
LoraWAN 3 gateways,0.8,391,2,40,100000,21,393,17986,1155,0,393,393,7,-393,0,0
Multihop 1 gateways,0.9,429,10,40,100000,21,447,37251,1155,0,0,439,7,0,8,0.999241
LoraWAN 1 gateways,0.9,166,0,40,100000,21,418,7636,1155,0,252,166,7,0,0,0
LoraWAN 2 gateways,0.9,359,5,40,100000,21,418,16514,1155,0,418,364,7,-364,0,0
LoraWAN 3 gateways,0.9,408,10,40,100000,21,418,18768,1155,0,418,418,7,-418,0,0
Multihop 1 gateways,1,414,42,40,100000,21,465,36561,1155,6,0,456,7,0,3,0.998682
LoraWAN 1 gateways,1,163,12,40,100000,21,437,7498,1155,0,262,175,7,0,0,0
LoraWAN 2 gateways,1,360,10,40,100000,21,437,16560,1155,0,437,370,7,-370,0,0
LoraWAN 3 gateways,1,430,7,40,100000,21,437,19780,1155,0,437,437,7,-437,0,0
Multihop 1 gateways,0.1,69,0,40,100000,21,71,9864,1155,0,0,69,7,0,2,0.997683
LoraWAN 1 gateways,0.1,9,0,40,100000,21,71,414,1155,0,62,9,7,0,0,0
LoraWAN 2 gateways,0.1,38,0,40,100000,21,71,1748,1155,0,71,38,7,-38,0,0
LoraWAN 3 gateways,0.1,56,1,40,100000,21,71,2576,1155,0,71,57,7,-57,0,0
Multihop 1 gateways,0.2,133,2,40,100000,21,143,17441,1155,3,0,135,7,0,5,0.997801
LoraWAN 1 gateways,0.2,25,0,40,100000,21,143,1150,1155,0,118,25,7,0,0,0
LoraWAN 2 gateways,0.2,67,0,40,100000,21,143,3082,1155,0,143,67,7,-67,0,0
LoraWAN 3 gateways,0.2,99,2,40,100000,21,143,4554,1155,0,143,101,7,-101,0,0
Multihop 1 gateways,0.3,203,4,40,100000,21,219,25797,1155,2,0,207,7,1,9,0.997522
LoraWAN 1 gateways,0.3,31,2,40,100000,21,213,1426,1155,0,180,33,7,0,0,0
LoraWAN 2 gateways,0.3,116,0,40,100000,21,213,5336,1155,0,213,116,7,-116,0,0
LoraWAN 3 gateways,0.3,158,1,40,100000,21,213,7268,1155,0,213,159,7,-159,0,0
Multihop 1 gateways,0.4,228,0,40,100000,21,255,31091,1155,6,0,229,7,6,15,0.990108
LoraWAN 1 gateways,0.4,45,0,40,100000,21,248,2070,1155,0,203,45,7,0,0,0
LoraWAN 2 gateways,0.4,123,0,40,100000,21,248,5658,1155,0,248,123,7,-123,0,0
LoraWAN 3 gateways,0.4,177,1,40,100000,21,248,8142,1155,0,248,178,7,-178,0,0
Multihop 1 gateways,0.5,256,22,40,100000,21,303,33479,1155,6,0,278,7,1,18,0.993533
LoraWAN 1 gateways,0.5,58,0,40,100000,21,290,2668,1155,0,232,58,7,0,0,0
LoraWAN 2 gateways,0.5,146,2,40,100000,21,290,6716,1155,0,290,148,7,-148,0,0
LoraWAN 3 gateways,0.5,213,1,40,100000,21,290,9798,1155,0,290,214,7,-214,0,0
Multihop 1 gateways,0.6,289,26,40,100000,21,352,37043,1155,16,0,315,7,1,20,0.983845
LoraWAN 1 gateways,0.6,54,0,40,100000,21,334,2484,1155,0,280,54,7,0,0,0
LoraWAN 2 gateways,0.6,162,4,40,100000,21,334,7452,1155,0,334,166,7,-166,0,0
LoraWAN 3 gateways,0.6,241,0,40,100000,21,334,11086,1155,0,334,241,7,-241,0,0
Multihop 1 gateways,0.7,338,4,40,100000,21,385,45004,1155,15,0,342,7,3,25,0.99482
LoraWAN 1 gateways,0.7,60,0,40,100000,21,361,2760,1155,0,301,60,7,0,0,0
LoraWAN 2 gateways,0.7,174,0,40,100000,21,361,8004,1155,0,361,174,7,-174,0,0
LoraWAN 3 gateways,0.7,252,3,40,100000,21,361,11592,1155,0,361,255,7,-255,0,0
Multihop 1 gateways,0.8,355,26,40,100000,21,423,45138,1155,7,0,381,7,7,28,0.992624
LoraWAN 1 gateways,0.8,68,4,40,100000,21,393,3128,1155,0,321,72,7,0,0,0
LoraWAN 2 gateways,0.8,199,1,40,100000,21,393,9154,1155,0,393,200,7,-200,0,0
LoraWAN 3 gateways,0.8,283,0,40,100000,21,393,13018,1155,0,393,283,7,-283,0,0
Multihop 1 gateways,0.9,403,8,40,100000,21,461,50976,1155,14,0,411,7,1,35,0.992608
LoraWAN 1 gateways,0.9,71,0,40,100000,21,418,3266,1155,0,347,71,7,0,0,0
